env_step,rew,time
1088,-2650.4082,319.0933
2432,-2645.3147,638.4315
3776,-2901.5818,958.2973
5120,-2605.5083,1280.1747
6464,-2614.8738,1598.4867
7808,-2633.3291,1917.4926
9152,-2555.8323,2235.507
10496,-2506.1807,2554.8587
11840,-2496.5913,2874.7461
13184,-2583.6582,3192.3443
14528,-2344.1875,3510.2
15872,-2368.4417,3829.4244
17216,-2343.094,4143.8351
18560,-2456.4907,4459.3064
19904,-2577.7,4774.7517
21248,-2547.0127,5089.3683
22592,-2391.1604,5403.8514
23936,-2536.6953,5720.1679
25280,-2205.5059,6036.2833
26624,-2368.8462,6353.4171
27968,-2271.1763,6669.7953
29312,-2203.1133,6985.4631
30656,-2276.4849,7301.8005
32000,-2336.927,7647.9875
33344,-2220.6145,7991.885
34688,-2259.4558,8336.6553
36032,-2209.6692,8669.0264
37376,-2247.1311,8983.9059
38720,-2061.7415,9300.2734
40064,-2200.0981,9614.4713
41408,-2106.6311,9928.9473
42752,-2160.9192,10244.2367
44096,-2181.8286,10559.0212
45440,-2101.8252,10873.2363
46784,-1991.7194,11187.7524
48128,-2015.8278,11502.0642
49472,-1992.347,11853.3484
50816,-2104.2986,12171.8846
52160,-1906.9392,12487.1397
53504,-1992.8462,12803.6016
54848,-1995.6021,13121.702
56192,-2048.9907,13436.8796
57536,-1972.4679,13753.5235
58880,-2004.8519,14068.9269
60224,-1990.2556,14395.9174
61568,-1857.3091,14713.0416
62912,-1759.8884,15029.0893
64256,-1884.3053,15344.1177
65600,-1851.8455,15659.3864
66944,-1653.8082,15983.272
68288,-1777.7659,16298.0524
69632,-1662.8988,16612.2111
70976,-1711.7783,16928.847
72320,-1631.3208,17246.0755
73664,-1709.3777,17561.1204
75008,-1598.9039,17875.5997
76352,-1527.5619,18191.1541
77696,-1667.0647,18506.1113
79040,-1550.9434,18821.6136
80384,-1584.3005,19136.6042
81728,-1629.0974,19451.6925
83072,-1352.1342,19766.0814
84416,-1636.2465,20081.1812
85760,-1351.2396,20398.2296
87104,-1512.2524,20716.047
88448,-1341.1843,21034.5618
89792,-1353.8685,21350.4965
91136,-1495.9041,21666.44
92480,-1272.6013,21981.7641
93824,-1316.8374,22304.4241
95168,-1299.1558,22622.6358
96512,-1355.351,22940.2743
97856,-1214.9836,23256.6515
99200,-1229.3208,23573.5506
100544,-1179.2313,23889.1802
101888,-1243.3383,24205.428
103232,-1166.5449,24520.5216
104576,-1140.5935,24834.0547
105920,-1258.9198,25147.8599
107264,-1162.4347,25461.7232
108608,-1150.6157,25776.5549
109952,-1058.6649,26089.6384
111296,-1089.5337,26400.6978
112640,-1051.3945,26712.2964
113984,-982.799,27024.6382
115328,-1079.3081,27336.3978
116672,-975.4792,27647.8798
118016,-928.654,27992.6215
119360,-1003.5608,28319.1734
120704,-899.7724,28634.4412
122048,-953.8344,28946.7268
123392,-898.3918,29259.0653
124736,-793.3905,29572.0979
126080,-790.1485,29884.9951
127424,-787.9293,30201.3999
128768,-815.4964,30515.8779
130112,-801.2422,30830.949
131456,-709.8895,31146.3873
132800,-707.965,31460.6374
134144,-758.6603,31774.3986
135488,-715.9743,32087.2558
136832,-684.46,32401.8526
138176,-736.0802,32714.9452
139520,-718.0798,33028.0736
140864,-677.8886,33374.3714
142208,-652.149,33696.0549
143552,-674.4314,34009.485
144896,-664.4001,34324.2392
146240,-683.4947,34637.3897
147584,-701.0561,34951.4968
148928,-674.9786,35264.7143
150272,-681.0679,35579.2644
151616,-737.174,35894.1049
152960,-614.9857,36208.5355
154304,-702.0814,36523.7158
155648,-672.3273,36839.015
156992,-710.6706,37153.6599
158336,-677.5913,37468.2026
159680,-674.7855,37782.5081
161024,-693.085,38096.3373
162368,-634.1126,38441.7499
163712,-735.6381,38759.3577
165056,-683.9468,39075.0807
166400,-734.3062,39391.5611
167744,-682.0571,39705.1143
169088,-714.5105,40018.8016
170432,-675.8401,40333.5722
171776,-627.8171,40650.6111
173120,-702.4988,40966.7045
174464,-617.0177,41282.2781
175808,-683.8705,41597.6094
177152,-660.5048,41914.5053
178496,-663.5016,42230.0532
179840,-678.4501,42545.7906
181184,-732.9127,42860.5135
182528,-656.8495,43175.3077
183872,-598.5584,43490.1872
185216,-674.296,43806.305
186560,-661.3515,44150.126
187904,-664.1055,44474.7592
189248,-626.1096,44788.8424
190592,-690.1513,45104.2363
191936,-681.9083,45419.1905
193280,-717.7023,45734.1043
194624,-711.0874,46050.158
195968,-703.8664,46363.8552
197312,-713.8968,46679.6227
198656,-736.8978,46995.1178
200000,-701.248,47309.214
201344,-697.1642,47625.1295
202688,-631.3573,47939.9073
204032,-650.376,48255.3818
205376,-666.6089,48571.2176
206720,-643.3402,48888.7702
208064,-676.6564,49203.2543
209408,-645.1213,49520.9562
210752,-640.0062,49840.2613
212096,-617.9465,50158.7959
213440,-703.21,50478.0446
214784,-655.9119,50797.2416
216128,-699.3897,51115.3271
217472,-710.6204,51433.5163
218816,-702.3158,51753.7518
220160,-655.8304,52071.7414
221504,-745.579,52391.3151
222848,-673.1636,52710.6421
224192,-618.9621,53029.0478
225536,-595.2358,53347.0409
226880,-665.3444,53666.2414
228224,-669.5931,53985.5227
229568,-771.8174,54303.3422
230912,-647.1267,54621.0996
232256,-728.7319,54944.931
233600,-597.37,55260.443
234944,-643.9171,55575.7903
236288,-662.9744,55891.1675
237632,-654.7014,56207.643
238976,-628.4088,56523.7229
240320,-718.9777,56838.1724
241664,-691.6915,57154.7247
243008,-691.772,57470.7502
244352,-652.7167,57785.674
245696,-647.0805,58101.7255
247040,-716.1382,58418.1442
248384,-691.4729,58735.7616
249728,-674.0724,59051.9449
251072,-659.2188,59368.0255
252416,-628.3092,59684.8247
253760,-642.2031,60002.5738
255104,-686.9824,60323.0314
256448,-681.9127,60640.9463
257792,-712.9777,60958.7956
259136,-673.0075,61275.5063
260480,-637.3138,61592.7265
261824,-636.6043,61908.1067
263168,-671.0775,62226.1243
264512,-692.3458,62544.6972
265856,-746.6595,62862.1156
267200,-666.1312,63179.5249
268544,-716.9557,63497.6083
269888,-664.3902,63816.0216
