env_step,rew,time
1344,-800.8329,332.9462
2688,-744.5139,663.8578
4032,-711.9282,993.3784
5376,-722.42,1322.9963
6720,-699.6008,1654.7255
8064,-684.4958,2023.9055
9408,-715.8176,2361.4011
10752,-684.2829,2694.4507
12096,-676.0021,3025.5795
13440,-683.2068,3358.3338
14784,-674.8751,3692.8798
16128,-672.6794,4026.6568
17472,-666.9932,4357.8196
18816,-681.5126,4687.2792
20160,-675.3201,5018.0082
21504,-673.0276,5352.5161
22848,-652.246,5683.0916
24192,-652.5228,6010.6085
25536,-657.5786,6337.7942
26880,-640.0924,6665.2065
28224,-647.4198,6992.8644
29568,-668.1503,7328.4091
30912,-660.0585,7657.2832
32256,-667.8439,7987.7633
33600,-682.5487,8317.3454
34944,-667.3337,8650.0455
36288,-661.6285,8970.0178
37632,-666.8732,9292.7459
38976,-667.0038,9612.3088
40320,-670.3972,9932.7228
41664,-667.5558,10252.6321
43008,-651.8115,10575.701
44352,-678.98,10897.1861
45696,-692.4685,11221.504
47040,-691.5702,11550.3537
48384,-683.0029,11876.1236
49728,-681.9944,12204.0363
51072,-690.8876,12535.3661
52416,-690.9384,12869.1725
53760,-682.9363,13228.3912
55104,-695.8865,13566.5665
56448,-674.436,13908.3211
57792,-681.0927,14248.054
59136,-683.9694,14591.4317
60480,-669.4024,14934.366
61824,-682.6034,15282.8065
63168,-670.6012,15627.61
64512,-668.6653,15984.4731
65856,-652.3093,16381.9667
67200,-656.541,16748.1659
68544,-669.9263,17151.1841
69888,-668.3486,17532.3644
71232,-675.3372,17876.4802
72576,-666.2599,18235.6387
73920,-673.7142,18586.2226
75264,-656.7789,18947.5003
76608,-664.1155,19318.129
77952,-651.7669,19676.899
79296,-660.5632,20031.6731
80640,-664.0297,20371.4989
81984,-655.3394,20712.7071
83328,-649.8059,21050.3651
84672,-651.666,21388.5787
86016,-651.5892,21728.0819
87360,-646.124,22071.4439
88704,-654.2271,22422.2414
90048,-661.1097,22780.859
91392,-647.7684,23132.0923
92736,-668.8373,23510.7462
94080,-672.7977,23914.4735
95424,-663.7172,24324.964
96768,-647.3105,24713.2446
98112,-639.7202,25101.4167
99456,-641.5046,25519.3533
100800,-643.1748,25943.8091
102144,-642.3939,26366.7931
103488,-701.2961,26793.7045
104832,-635.0744,27164.482
106176,-646.7917,27500.9877
107520,-635.3776,27842.8935
108864,-659.9422,28191.5389
110208,-633.1375,28544.5011
111552,-629.1255,28913.926
112896,-639.1325,29274.0913
114240,-616.5272,29633.7689
115584,-616.4337,29999.8011
116928,-652.5349,30374.1669
118272,-645.3987,30744.9504
119616,-656.3431,31110.529
120960,-646.8505,31474.9121
122304,-682.7322,31845.3416
123648,-641.9233,32210.0454
124992,-643.68,32584.334
126336,-659.3365,32957.4884
127680,-643.7006,33328.9192
129024,-634.0836,33670.77
130368,-675.1256,34027.4127
131712,-657.2922,34438.279
133056,-631.1757,34848.3303
134400,-655.2186,35277.6946
135744,-645.7853,35700.0689
137088,-662.6457,36093.2683
138432,-631.8895,36504.1654
139776,-629.2692,36907.2021
141120,-647.9207,37303.1349
142464,-627.821,37658.2596
143808,-661.1606,38010.73
145152,-639.8925,38369.6986
146496,-642.249,38735.3185
147840,-619.162,39096.5469
149184,-628.8165,39458.7997
150528,-625.6368,39813.1128
151872,-634.8328,40152.6906
153216,-632.824,40504.4178
154560,-651.1696,40873.4751
155904,-616.8304,41244.0953
157248,-644.291,41611.7587
158592,-627.738,41971.0142
159936,-640.0476,42322.2955
161280,-626.2872,42677.8009
162624,-639.3511,43037.2531
163968,-622.4941,43409.4919
165312,-634.8773,43791.3302
166656,-627.4543,44163.8484
168000,-618.3011,44559.2513
169344,-644.0321,44986.1627
170688,-626.0627,45422.4753
172032,-651.6318,45838.2049
173376,-649.0018,46252.4187
174720,-652.8062,46659.448
176064,-637.0729,47046.7391
177408,-647.3584,47404.3356
178752,-612.6852,47771.523
180096,-633.6293,48121.9915
181440,-628.8786,48471.7424
182784,-627.1573,48825.6835
184128,-678.4821,49190.1441
185472,-628.2977,49550.8739
186816,-602.0507,49917.805
188160,-619.0986,50283.5014
189504,-741.4846,50669.4945
190848,-646.4089,51054.5275
192192,-656.1049,51441.7776
193536,-680.8734,51792.0125
194880,-674.8208,52162.4793
196224,-649.7966,52545.3885
197568,-624.9395,52936.4305
198912,-654.7478,53319.8293
200256,-630.9545,53695.9306
201600,-635.1339,54094.4359
202944,-625.2701,54505.8342
204288,-632.7704,54986.3479
205632,-632.7076,55423.3462
206976,-623.497,55854.1962
208320,-631.4835,56282.794
209664,-626.4695,56661.8546
211008,-638.5082,57006.3013
212352,-660.5123,57346.7646
213696,-624.3793,57705.8632
215040,-635.1387,58071.8306
216384,-708.8411,58426.2666
217728,-633.8113,58773.6093
219072,-647.2037,59125.1652
220416,-635.1057,59477.4752
221760,-624.5976,59836.8347
223104,-652.6904,60199.9986
224448,-619.5201,60567.4034
225792,-620.6554,60936.955
227136,-619.2667,61301.2545
228480,-624.7473,61663.9825
229824,-621.7873,62041.4224
231168,-639.1109,62417.637
232512,-617.9449,62792.8893
233856,-645.5476,63174.3613
235200,-628.1807,63536.2455
236544,-629.3498,63909.2224
237888,-637.4533,64287.0546
239232,-618.1495,64670.2703
240576,-615.3874,65076.4918
241920,-633.8359,65479.7984
243264,-628.2234,65870.2748
244608,-623.8039,66253.7599
245952,-622.6737,66628.9
247296,-650.016,67004.3148
248640,-645.124,67368.8158
249984,-659.5892,67722.1843
251328,-625.832,68073.6139
252672,-642.8953,68423.3848
254016,-638.6591,68778.8281
255360,-626.5491,69142.1444
256704,-638.6503,69510.1584
258048,-634.902,69877.4368
259392,-620.3611,70254.0977
260736,-628.1473,70590.703
262080,-631.7559,70966.0046
263424,-648.5397,71317.2775
264768,-645.6089,71670.2368
266112,-641.2587,72031.2602
267456,-638.3436,72399.0255
268800,-626.0389,72785.8762
270144,-623.2281,73161.7481
271488,-638.8323,73535.3485
272832,-628.0396,73917.9755
274176,-613.1734,74305.2607
275520,-626.2542,74687.1701
276864,-629.2095,75131.3986
278208,-637.7266,75831.977
279552,-672.8275,76321.6372
280896,-664.7243,76828.4135
282240,-632.6435,77168.426
283584,-640.2946,77567.3463
284928,-637.7736,78062.5227
286272,-627.9237,78440.0068
287616,-627.0858,78805.4874
288960,-657.2663,79139.8606
290304,-662.6768,79495.0349
291648,-630.2029,79849.3096
292992,-626.4067,80263.5116
294336,-615.1477,80628.049
295680,-625.904,81065.2485
297024,-634.9491,81493.4745
298368,-625.8067,81887.4297
299712,-620.757,82255.1293
301056,-660.845,82613.0059
302400,-641.421,82992.4349
303744,-629.1234,83367.4185
305088,-622.855,83752.1641
306432,-637.3103,84142.5903
307776,-646.0177,84531.2836
309120,-626.6349,84921.6883
310464,-633.7953,85329.4174
311808,-630.5219,85722.0423
313152,-617.9128,86098.2867
314496,-628.7597,86479.6703
315840,-631.2465,86859.0901
317184,-617.5272,87264.9537
318528,-642.6983,87643.3035
319872,-612.8544,88013.4519
321216,-628.5947,88434.0719
322560,-652.7046,88812.1539
323904,-630.654,89182.4833
325248,-627.8625,89561.5148
326592,-619.3291,89937.2776
327936,-630.0372,90316.9921
329280,-692.0208,90692.3715
330624,-624.1702,91071.5281
331968,-669.6882,91422.9629
333312,-611.2651,91785.01
334656,-627.6917,92156.8384
336000,-634.9213,92547.1726
