env_step,rew,time
1088,-2939.5881,2004.1539
2432,-2731.9189,4371.4478
3776,-2521.2622,6746.5781
5120,-2477.6833,9139.4716
6464,-2746.2026,11487.5029
7808,-2562.5515,13839.321
9152,-2538.946,16198.0594
10496,-2729.5569,18561.9877
11840,-2467.7495,20908.4795
13184,-2551.699,23255.911
14528,-2648.6689,25599.8432
15872,-2460.843,27941.3219
17216,-2535.6152,30281.7098
18560,-2482.7,32624.2111
19904,-2503.1189,34968.5045
21248,-2455.0642,37306.1233
22592,-2487.5317,39640.1388
23936,-2428.0464,41974.5935
25280,-2294.8572,44320.554
26624,-2345.6409,46660.2509
27968,-2274.1943,49026.8506
29312,-2308.364,51360.4945
30656,-2435.5908,53696.0286
32000,-2123.6416,56028.3537
33344,-2238.6162,58379.8866
34688,-2340.4692,60715.4525
36032,-2186.3894,63066.9405
37376,-2209.7993,65409.8334
38720,-2218.1328,67749.6742
40064,-2357.4448,70100.9287
41408,-2065.0942,72431.5108
42752,-2089.2668,74767.1194
44096,-2210.9834,77106.4091
45440,-2100.3181,79458.1878
46784,-2062.874,81789.2908
48128,-1962.6252,84122.1919
49472,-2078.6335,86459.201
50816,-1924.9376,88806.6187
52160,-1976.0165,91159.8468
53504,-1969.3494,93496.3636
54848,-1817.9592,95869.1757
56192,-1966.7198,98215.4774
57536,-1815.2096,100600.3876
58880,-1908.3192,102943.5406
60224,-1863.4171,105277.3732
61568,-1888.8854,107600.6652
62912,-1924.6932,109906.5136
64256,-1827.071,112237.0487
65600,-1768.1514,114543.7124
66944,-1618.5332,116851.0257
68288,-1806.3505,119150.7318
69632,-1816.9315,121452.7953
70976,-1861.0183,123776.017
72320,-1732.6978,126069.0285
73664,-1597.9186,128378.7833
75008,-1497.5247,130681.783
76352,-1670.5576,132963.4757
77696,-1686.8671,135264.938
79040,-1433.0979,137535.5655
80384,-1419.4451,139802.3009
81728,-1544.5552,142097.8247
83072,-1351.5651,144420.882
84416,-1530.8129,146748.0103
85760,-1366.829,149078.5161
87104,-1524.8754,151442.7069
88448,-1449.9933,153788.2422
89792,-1440.1931,156163.0725
91136,-1454.9102,158493.4157
92480,-1400.0544,160845.2336
93824,-1373.606,163189.5409
95168,-1353.3755,165576.6992
96512,-1294.4456,167969.0701
97856,-1236.6226,170370.5698
99200,-1256.0265,172774.3367
100544,-1290.922,175185.4294
101888,-1152.5931,177638.6128
103232,-1182.5145,180087.2338
104576,-1131.0303,182563.3456
105920,-1076.8125,185012.5221
107264,-1191.33,187609.413
108608,-1133.0016,190056.0428
109952,-1018.7397,192485.7049
111296,-1125.6864,194943.7205
112640,-1007.675,197382.8318
113984,-1051.7939,199865.4926
115328,-1038.9473,202337.7461
116672,-912.1326,204831.77
118016,-929.221,207311.9972
119360,-987.955,209785.7467
120704,-864.9233,212317.3389
122048,-963.9097,214819.5405
123392,-913.6523,217742.3009
124736,-842.8413,220336.842
126080,-793.0761,222809.5103
127424,-797.8879,225312.4394
128768,-871.8624,227857.7377
130112,-747.2055,230384.8619
131456,-681.7901,232938.5615
132800,-757.0179,235452.1871
134144,-709.9144,238018.5851
135488,-733.183,240557.6106
136832,-656.0056,243134.2952
138176,-682.3501,245650.9993
139520,-675.1891,248157.0722
140864,-712.2766,250682.214
142208,-689.035,253278.6391
143552,-675.5856,255813.308
144896,-667.5212,258305.5734
146240,-633.9091,260823.7456
147584,-640.3839,263434.2125
148928,-696.2689,266030.6782
150272,-705.9418,268566.0319
151616,-646.9095,271128.6529
152960,-601.5114,273680.9761
154304,-699.1703,276200.7798
155648,-672.2271,278799.8263
156992,-649.6635,281298.5444
158336,-652.9173,283815.8081
159680,-666.3541,286374.0772
161024,-706.4409,288933.8619
162368,-651.2602,291554.2085
163712,-656.5389,294070.198
165056,-703.3829,296635.5913
166400,-653.1739,299202.919
167744,-699.8271,302149.1402
169088,-681.5426,304739.0186
170432,-747.6608,307424.9133
171776,-689.8847,309970.5113
173120,-700.6569,312571.84
174464,-692.2473,315116.0202
175808,-657.7885,317713.262
177152,-690.3834,320277.884
178496,-694.9326,322873.4944
179840,-682.759,325417.2646
181184,-729.5532,327939.1021
182528,-759.5299,330508.7105
183872,-656.0236,333071.4496
185216,-737.3759,335670.845
186560,-634.8723,338273.4407
187904,-658.8802,340904.9947
189248,-675.126,343501.2653
190592,-713.5605,346116.1349
191936,-669.2457,348683.3214
193280,-687.5461,351263.6057
194624,-648.3241,353798.9662
195968,-699.3722,356283.39
197312,-657.1774,358866.6969
198656,-745.5609,361364.2227
200000,-729.3782,363877.4305
201344,-712.1221,366440.2724
202688,-614.3508,368973.5392
204032,-678.5627,371504.394
205376,-673.4855,374047.4968
206720,-667.192,376625.721
208064,-642.041,379205.7093
209408,-686.6168,381774.0668
210752,-725.2777,384411.6157
212096,-715.2902,387006.0818
213440,-624.8811,389684.7659
214784,-703.0955,392265.406
216128,-678.7174,394779.5462
217472,-732.5262,397331.2898
218816,-670.9537,399983.8377
220160,-712.8746,402575.3567
221504,-707.5208,405151.7722
222848,-707.7789,407784.5001
224192,-656.7203,410501.4071
225536,-642.7121,413097.618
226880,-691.9357,415720.2702
228224,-713.4237,418397.3291
229568,-659.6727,421027.2771
230912,-635.2763,423642.3468
232256,-633.8463,426242.1356
233600,-653.0781,428783.4294
234944,-714.1284,431358.8732
236288,-647.1202,433930.6351
237632,-622.0109,436508.468
238976,-665.7853,439063.1915
240320,-701.946,441638.4261
241664,-668.7601,444221.384
243008,-666.6003,446792.8799
244352,-678.5355,449382.4837
245696,-663.446,451907.4179
247040,-640.6962,454475.773
248384,-697.2359,457002.6426
249728,-622.6712,459583.1276
251072,-634.2729,462134.5987
252416,-629.6636,464777.149
253760,-659.5638,467415.6568
255104,-644.8936,469930.1872
256448,-669.6075,472452.8342
257792,-639.0694,475186.6483
259136,-651.1193,478075.1939
260480,-620.1273,480501.0902
261824,-698.4337,482886.8735
263168,-647.0812,485285.3488
264512,-706.918,487733.5652
265856,-648.1505,490314.1213
267200,-656.3834,492825.9354
268544,-620.6631,495482.5814
269888,-673.3455,498028.2406
271232,-680.4037,500767.1301
272576,-682.6074,503185.2728
273920,-665.6354,505581.7979
275264,-667.0676,508084.054
276608,-696.9352,510606.4193
277952,-689.563,513155.1862
279296,-734.1317,515606.408
280640,-722.3644,518120.9734
281984,-744.022,520636.8175
283328,-634.769,523223.0105
284672,-626.1888,525751.7642
286016,-732.2625,528298.2264
287360,-708.2355,530751.7616
288704,-673.5869,533276.3156
290048,-655.2907,535794.8755
291392,-678.6133,538362.1864
292736,-712.3741,540804.7408
294080,-649.6459,543294.1511
295424,-707.687,545699.6218
296768,-725.1523,548068.2445
298112,-628.8754,550491.4829
299456,-642.1298,552922.4107
300800,-734.6922,555305.6177
302144,-746.0366,557720.4496
303488,-683.4968,560172.834
304832,-626.5512,563026.3743
