,rewards,energy,ene_cost,total_temp_violation,max_temp_violation,delta_action,temp_violation_squared,delta_action_sqaured
base,-734.8056564551785,57.54175818152906,7.107653877972597,1.6408806669616638,2.3147351993966367,1.9171405934011994,10.638278869568275,1.3401989788350375
mpc,-633.2941340440157,62.598382568280925,4.977302626009386,22.34193372012497,3.5912782957746003,3.3271303524112215,129.33251187782633,0.623135956525065
ddqn,-549.4715415359444,63.99204517786131,5.112279286750245,9.680130830172459,0.8058377857348091,4.34,16.49961286091989,2.1744000000000003
ppo,-613.6786683931618,46.918953487701884,5.781745070974427,18.244194680162337,0.9204362811763644,2.318647563457489,29.13073637650271,0.6373424919216291
sac,-583.4334395087269,54.76043971610315,5.7047568035249405,3.900811507970232,1.718160027895351,2.1368334889411926,8.67636510270362,0.42813940535292794
