,PTot,TRoo
18316800.0,0.8739606953892677,293.15
18317700.0,0.8739606953892677,293.0257714724469
18318600.0,0.8739606953892677,292.9048272364265
18319500.0,0.8739606953892677,292.7709508855749
18320400.0,0.8739606953892677,292.6245892580092
18321300.0,0.8739606953892677,292.4703931292746
18322200.0,0.8739606953892677,292.3113492154396
18323100.0,0.8739606953892677,292.1493772506798
18324000.0,0.8739606953892677,291.98611956748516
18324900.0,0.8739606953892677,291.8224881906222
18325800.0,0.8739606953892677,291.658840584325
18326700.0,0.8739606953892677,291.4952565581703
18327600.0,0.8739606953892677,291.33170012770665
18328500.0,0.8739606953892677,291.1680878904341
18329400.0,0.8739606953892677,291.00428596342033
18330300.0,0.8739606953892677,290.84021968344064
18331200.0,1.042855047480196,290.67591658514004
18332100.0,1.012064795275729,290.51915662248115
18333000.0,7.670751241637445e-11,290.40217064384785
18333900.0,5.131556718644173e-10,290.33719139090414
18334800.0,5.506804326081667e-09,290.30740505873575
18335700.0,2.8247839707118154e-10,290.296186595728
18336600.0,1.962595947922979e-11,290.2960175842826
18337500.0,1.0193316378444508e-12,290.30737110676307
18338400.0,3.9020650278171434e-12,290.3376596930629
18339300.0,1.2610734378389783e-10,290.4010713702004
18340200.0,2.460700087250097e-10,290.5074524351725
18341100.0,1.469428122531757e-10,290.6580195748691
18342000.0,1.7188753496905115e-11,290.85311865158826
18342900.0,2.2700636839937667e-09,291.08956892528283
18343800.0,1.1935741286098973e-10,291.3648563400666
18344700.0,7.669302836995881e-08,291.6816555713037
18345600.0,2.2527042935205987e-08,292.0593647862467
18346500.0,3.695609963462019e-11,293.1906733075177
18347400.0,8.398491832335031e-12,294.083415100549
18348300.0,2.1260421669684655e-07,294.96321753725874
18349200.0,5.9383301691896925e-05,295.88248946771046
18350100.0,1.0252571117029317,296.8301809254184
18351000.0,10.836159719655639,295.561072002285
18351900.0,3.0637615314636006e-05,294.1797207573576
18352800.0,1.023192671888916,298.368878220032
18353700.0,10.975154261769914,297.49330992241306
18354600.0,11.005732755989875,295.8867357291975
18355500.0,1.0229765252890235,296.1806903327037
18356400.0,10.975572508417141,298.79922328898846
18357300.0,10.975098132344515,297.25371841496457
18358200.0,10.98348332872582,297.59120846897605
18359100.0,10.975349251986458,297.97916859588145
18360000.0,10.980449137804364,298.34405494572735
18360900.0,10.979294302351041,298.6854106606346
18361800.0,10.974745671634922,299.0051464212959
18362700.0,10.976224097108515,299.3000978915754
18363600.0,12.497365377678234,299.5625290829672
18364500.0,13.032008791790329,299.6086945608203
18365400.0,14.076638433245122,299.68861380446117
18366300.0,14.024521260544734,299.66274946702157
18367200.0,14.430688485341019,299.69467535003747
