,ene_cost,penalty,sum
226,-3.0391983182161784e-05,-533.5960353759901,-533.5960657679733
227,-3.0391983182161784e-05,-401.0806204055825,-401.0806507975657
228,-3.0391983182161784e-05,-259.13857257306745,-259.1386029650506
229,-3.0391983182161784e-05,-110.87297318332503,-110.87300357530822
230,-3.0391983182161784e-05,-0.0,-3.0391983182161784e-05
231,-3.0391983182161784e-05,-0.0,-3.0391983182161784e-05
232,-3.0391983182161784e-05,-0.0,-3.0391983182161784e-05
233,-8.991631897672383e-05,-0.0,-8.991631897672383e-05
234,-0.00017971591467259477,-0.0,-0.00017971591467259477
235,-0.000311483033559242,-0.0,-0.000311483033559242
236,-0.00047838051986151385,-0.0,-0.00047838051986151385
237,-0.0006747809079902606,-0.0,-0.0006747809079902606
238,-0.0008919742830714233,-0.0,-0.0008919742830714233
239,-0.0011230846712613962,-0.0,-0.0011230846712613962
240,-0.0034592701515083384,-0.0,-0.0034592701515083384
241,-0.003971477678632174,-0.0,-0.003971477678632174
242,-0.004316069075768312,-0.0,-0.004316069075768312
243,-0.0045014298197849495,-0.0,-0.0045014298197849495
244,-0.004590810975715651,-0.0,-0.004590810975715651
245,-0.0046400782910589146,-0.0,-0.0046400782910589146
246,-0.004633690834901391,-0.0,-0.004633690834901391
247,-0.004566579223670097,-0.0,-0.004566579223670097
248,-0.004437182940592899,-0.0,-0.004437182940592899
249,-0.0042264325682643406,-0.0,-0.0042264325682643406
250,-0.003959151941535884,-0.0,-0.003959151941535884
251,-0.0036459142134424812,-0.0,-0.0036459142134424812
252,-0.00327693113291686,-0.0,-0.00327693113291686
253,-0.00290052033589424,-0.0,-0.00290052033589424
254,-0.002552338198242157,-0.0,-0.002552338198242157
255,-0.0022487184396650017,-0.0,-0.0022487184396650017
256,-0.001980582690083551,-0.0,-0.001980582690083551
257,-0.0017263257934210725,-0.0,-0.0017263257934210725
258,-0.0014935672293355101,-0.0,-0.0014935672293355101
259,-0.0012807640639557393,-0.0,-0.0012807640639557393
260,-0.001088782512063652,-0.0,-0.001088782512063652
261,-0.0009181181647827378,-0.0,-0.0009181181647827378
262,-0.0007615196405622756,-0.0,-0.0007615196405622756
263,-0.0006180001330112096,-0.0,-0.0006180001330112096
264,-0.0001738206766020286,-0.0,-0.0001738206766020286
265,-8.949960157290483e-05,-0.0,-8.949960157290483e-05
266,-5.557152476663572e-05,-0.0,-5.557152476663572e-05
267,-3.357479304853715e-05,-0.0,-3.357479304853715e-05
268,-2.8944745888263415e-05,-0.0,-2.8944745888263415e-05
269,-0.0,-0.0,0.0
270,-0.0,-0.0,0.0
271,-0.0,-0.0,0.0
272,-0.0,-0.0,0.0
273,-0.0,-0.0,0.0
274,-0.0,-0.0,0.0
275,-0.0,-0.0,0.0
276,-0.0,-0.0,0.0
277,-0.0,-0.0,0.0
278,-0.0,-0.0,0.0
279,-0.0,-0.0,0.0
280,-0.0,-0.0,0.0
281,-0.0,-0.0,0.0
282,-0.0,-0.0,0.0
283,-0.0,-0.0,0.0
284,-0.0,-0.0,0.0
285,-0.0,-0.0,0.0
286,-0.0,-0.0,0.0
287,-0.0,-0.0,0.0
288,-0.0,-0.0,0.0
289,-0.0,-0.0,0.0
290,-0.0,-0.0,0.0
291,-0.0,-0.0,0.0
292,-0.0,-0.0,0.0
293,-0.0,-0.0,0.0
294,-0.0,-0.0,0.0
295,-0.0,-0.0,0.0
296,-0.0,-0.0,0.0
297,-0.0,-0.0,0.0
298,-0.0,-0.0,0.0
299,-0.0,-0.0,0.0
300,-0.0,-0.0,0.0
301,-0.0,-0.0,0.0
302,-0.0,-0.0,0.0
303,-0.0,-0.0,0.0
304,-0.0,-0.0,0.0
305,-0.0,-0.0,0.0
306,-0.0,-0.0,0.0
307,-0.0,-0.0,0.0
308,-0.0,-0.0,0.0
309,-0.0,-0.0,0.0
310,-0.0,-0.0,0.0
311,-0.0,-0.0,0.0
312,-0.0,-0.0,0.0
313,-0.0,-0.0,0.0
314,-0.0,-0.0,0.0
315,-0.0,-0.0,0.0
316,-2.663499262015676e-06,-1078.9162491548382,-1078.9162518183375
317,-1.3983371126228283e-05,-1160.9479838505194,-1160.9479978338907
318,-1.3983371126228283e-05,-1137.5845909061582,-1137.5846048895294
319,-1.3983371126228283e-05,-1089.1007405096047,-1089.100754492976
320,-3.0391983182161784e-05,-1028.669261793641,-1028.6692921856243
321,-3.0391983182161784e-05,-862.5097661459222,-862.5097965379053
322,-3.0391983182161784e-05,-739.026530633987,-739.0265610259702
323,-3.0391983182161784e-05,-602.4371833140322,-602.4372137060153
324,-3.0391983182161784e-05,-452.04561841026134,-452.0456488022445
325,-3.0391983182161784e-05,-293.5629407869783,-293.56297117896145
326,-3.0391983182161784e-05,-126.97172061079982,-126.97175100278301
327,-3.0391983182161784e-05,-0.0,-3.0391983182161784e-05
328,-3.0391983182161784e-05,-0.0,-3.0391983182161784e-05
329,-4.753078759980328e-05,-0.0,-4.753078759980328e-05
330,-0.0001183183949818329,-0.0,-0.0001183183949818329
331,-0.00023394028937889476,-0.0,-0.00023394028937889476
332,-0.00039846082908443365,-0.0,-0.00039846082908443365
333,-0.00060506038196017,-0.0,-0.00060506038196017
334,-0.0008396828319208943,-0.0,-0.0008396828319208943
335,-0.0010875318459025612,-0.0,-0.0010875318459025612
336,-0.0034035047166599787,-0.0,-0.0034035047166599787
337,-0.004006668338224821,-0.0,-0.004006668338224821
338,-0.004588946507625149,-0.0,-0.004588946507625149
339,-0.00507310809031146,-0.0,-0.00507310809031146
340,-0.005421231835006106,-0.0,-0.005421231835006106
341,-0.005589452894384279,-0.0,-0.005589452894384279
342,-0.005606413826602622,-0.0,-0.005606413826602622
343,-0.005488750679676558,-0.0,-0.005488750679676558
344,-0.005248587060888363,-0.0,-0.005248587060888363
345,-0.004894963844632474,-0.0,-0.004894963844632474
346,-0.004473506464682214,-0.0,-0.004473506464682214
347,-0.004032112056199885,-0.0,-0.004032112056199885
348,-0.0035965648625719813,-0.0,-0.0035965648625719813
349,-0.003175240937051559,-0.0,-0.003175240937051559
350,-0.002776515139619319,-0.0,-0.002776515139619319
351,-0.0024163812900309307,-0.0,-0.0024163812900309307
352,-0.0020982938403363042,-0.0,-0.0020982938403363042
353,-0.0018114666592725518,-0.0,-0.0018114666592725518
354,-0.0015683478647514025,-0.0,-0.0015683478647514025
355,-0.0013645069031202382,-0.0,-0.0013645069031202382
356,-0.0011807764339486686,-0.0,-0.0011807764339486686
357,-0.0010111376758985815,-0.0,-0.0010111376758985815
358,-0.0008514490826367971,-0.0,-0.0008514490826367971
359,-0.0007008217362503056,-0.0,-0.0007008217362503056
360,-0.00018418891296183437,-0.0,-0.00018418891296183437
361,-0.00010734502704224314,-0.0,-0.00010734502704224314
362,-6.923819497352256e-05,-0.0,-6.923819497352256e-05
363,-4.408103275644802e-05,-0.0,-4.408103275644802e-05
364,-2.0261322121441183e-05,-0.0,-2.0261322121441183e-05
365,-0.0,-0.0,0.0
366,-0.0,-0.0,0.0
367,-0.0,-0.0,0.0
368,-0.0,-0.0,0.0
369,-0.0,-0.0,0.0
370,-0.0,-0.0,0.0
371,-0.0,-0.0,0.0
372,-0.0,-0.0,0.0
373,-0.0,-0.0,0.0
374,-0.0,-0.0,0.0
375,-0.0,-0.0,0.0
376,-0.0,-0.0,0.0
377,-0.0,-0.0,0.0
378,-0.0,-0.0,0.0
379,-0.0,-0.0,0.0
380,-0.0,-0.0,0.0
381,-0.0,-0.0,0.0
382,-0.0,-0.0,0.0
383,-0.0,-0.0,0.0
384,-0.0,-0.0,0.0
385,-0.0,-0.0,0.0
386,-0.0,-0.0,0.0
387,-0.0,-0.0,0.0
388,-0.0,-0.0,0.0
389,-0.0,-0.0,0.0
390,-0.0,-0.0,0.0
391,-0.0,-0.0,0.0
392,-0.0,-0.0,0.0
393,-0.0,-0.0,0.0
394,-0.0,-0.0,0.0
395,-0.0,-0.0,0.0
396,-0.0,-0.0,0.0
397,-0.0,-0.0,0.0
398,-0.0,-0.0,0.0
399,-0.0,-0.0,0.0
400,-0.0,-0.0,0.0
401,-0.0,-0.0,0.0
402,-0.0,-0.0,0.0
403,-0.0,-0.0,0.0
404,-0.0,-0.0,0.0
405,-0.0,-0.0,0.0
406,-0.0,-0.0,0.0
407,-0.0,-0.0,0.0
408,-0.0,-0.0,0.0
409,-0.0,-0.0,0.0
410,-0.0,-0.0,0.0
411,-0.0,-0.0,0.0
412,-6.6587481552442646e-06,-791.5663983667741,-791.5664050255223
413,-1.3983371126228283e-05,-899.7435384533674,-899.7435524367385
414,-1.3983371126228283e-05,-855.4905695564344,-855.4905835398055
415,-1.3983371126228283e-05,-778.783790558623,-778.7838045419941
416,-3.0391983182161784e-05,-687.9124714436671,-687.9125018356502
417,-3.0391983182161784e-05,-500.5860072231826,-500.58603761516576
418,-3.0391983182161784e-05,-363.9344717539302,-363.93450214591337
419,-3.0391983182161784e-05,-227.05960586503124,-227.05963625701443
420,-3.0391983182161784e-05,-82.67969835786744,-82.67972874985063
421,-3.0391983182161784e-05,-0.0,-3.0391983182161784e-05
422,-3.0391983182161784e-05,-0.0,-3.0391983182161784e-05
423,-3.5805732643883624e-05,-0.0,-3.5805732643883624e-05
424,-0.00010247967685966407,-0.0,-0.00010247967685966407
425,-0.00020657851584706123,-0.0,-0.00020657851584706123
426,-0.0003702606394861301,-0.0,-0.0003702606394861301
427,-0.0005957037399841348,-0.0,-0.0005957037399841348
428,-0.0008685262456141778,-0.0,-0.0008685262456141778
429,-0.0011770114646241468,-0.0,-0.0011770114646241468
430,-0.0014995174503615529,-0.0,-0.0014995174503615529
431,-0.0018156195755426644,-0.0,-0.0018156195755426644
432,-0.005373907741083658,-0.0,-0.005373907741083658
433,-0.0060297837129961755,-0.0,-0.0060297837129961755
434,-0.006602263519370528,-0.0,-0.006602263519370528
435,-0.007074741446551706,-0.0,-0.007074741446551706
436,-0.007418974264180477,-0.0,-0.007418974264180477
437,-0.007591376158396063,-0.0,-0.007591376158396063
438,-0.007568879569633608,-0.0,-0.007568879569633608
439,-0.007370958579757136,-0.0,-0.007370958579757136
440,-0.006984917207963973,-0.0,-0.006984917207963973
441,-0.0064780646010223365,-0.0,-0.0064780646010223365
442,-0.0059454211017930525,-0.0,-0.0059454211017930525
443,-0.005430703401686966,-0.0,-0.005430703401686966
444,-0.004875423400369561,-0.0,-0.004875423400369561
445,-0.004282428812417569,-0.0,-0.004282428812417569
446,-0.003695528069277779,-0.0,-0.003695528069277779
447,-0.003138892558822857,-0.0,-0.003138892558822857
448,-0.002628355648174928,-0.0,-0.002628355648174928
449,-0.0021777883855077056,-0.0,-0.0021777883855077056
450,-0.0017953365562982141,-0.0,-0.0017953365562982141
451,-0.0014772407097250226,-0.0,-0.0014772407097250226
452,-0.0012150855288756096,-0.0,-0.0012150855288756096
453,-0.0009985138377532708,-0.0,-0.0009985138377532708
454,-0.0008164129583884296,-0.0,-0.0008164129583884296
455,-0.0006597513525892627,-0.0,-0.0006597513525892627
456,-0.00015544796818654454,-0.0,-0.00015544796818654454
457,-9.901646943965268e-05,-0.0,-9.901646943965268e-05
458,-6.469438692975974e-05,-0.0,-6.469438692975974e-05
459,-4.234696286855637e-05,-0.0,-4.234696286855637e-05
460,-1.1577898355510396e-05,-0.0,-1.1577898355510396e-05
461,-0.0,-0.0,0.0
462,-0.0,-0.0,0.0
463,-0.0,-0.0,0.0
464,-0.0,-0.0,0.0
465,-0.0,-0.0,0.0
466,-0.0,-0.0,0.0
467,-0.0,-0.0,0.0
468,-0.0,-0.0,0.0
469,-0.0,-0.0,0.0
470,-0.0,-0.0,0.0
471,-0.0,-0.0,0.0
472,-0.0,-0.0,0.0
473,-0.0,-0.0,0.0
474,-0.0,-0.0,0.0
475,-0.0,-0.0,0.0
476,-0.0,-0.0,0.0
477,-0.0,-0.0,0.0
478,-0.0,-0.0,0.0
479,-0.0,-0.0,0.0
480,-0.0,-0.0,0.0
481,-0.0,-0.0,0.0
482,-0.0,-0.0,0.0
483,-0.0,-0.0,0.0
484,-0.0,-0.0,0.0
485,-0.0,-0.0,0.0
486,-0.0,-0.0,0.0
487,-0.0,-0.0,0.0
488,-0.0,-0.0,0.0
489,-0.0,-0.0,0.0
490,-0.0,-0.0,0.0
491,-0.0,-0.0,0.0
492,-0.0,-0.0,0.0
493,-0.0,-0.0,0.0
494,-0.0,-0.0,0.0
495,-0.0,-0.0,0.0
496,-0.0,-0.0,0.0
497,-0.0,-0.0,0.0
498,-0.0,-0.0,0.0
499,-0.0,-0.0,0.0
500,-0.0,-0.0,0.0
501,-0.0,-0.0,0.0
502,-0.0,-0.0,0.0
503,-0.0,-0.0,0.0
504,-0.0,-0.0,0.0
505,-0.0,-0.0,0.0
506,-0.0,-0.0,0.0
507,-0.0,-0.0,0.0
508,-1.065399704849336e-05,-380.81126853716114,-380.8112791911582
509,-1.3983371126228283e-05,-571.4685267270966,-571.4685407104677
510,-1.3983371126228283e-05,-539.5104462969925,-539.5104602803636
511,-1.3983371126228283e-05,-470.5065547670529,-470.506568750424
512,-3.0391983182161784e-05,-384.9589588574986,-384.95898924948176
513,-3.0391983182161784e-05,-208.14811260315764,-208.14814299514083
514,-3.0391983182161784e-05,-76.96460083400325,-76.96463122598644
515,-3.0391983182161784e-05,-0.0,-3.0391983182161784e-05
516,-3.0391983182161784e-05,-0.0,-3.0391983182161784e-05
517,-3.0391983182161784e-05,-0.0,-3.0391983182161784e-05
518,-7.511526456263722e-05,-0.0,-7.511526456263722e-05
519,-0.00015069497998312985,-0.0,-0.00015069497998312985
520,-0.00026771300975955036,-0.0,-0.00026771300975955036
521,-0.00043125055202676446,-0.0,-0.00043125055202676446
522,-0.0006399511608559508,-0.0,-0.0006399511608559508
523,-0.0008872373098143703,-0.0,-0.0008872373098143703
524,-0.001155827318510439,-0.0,-0.001155827318510439
525,-0.001436175445476486,-0.0,-0.001436175445476486
526,-0.001732613567402219,-0.0,-0.001732613567402219
527,-0.0020469123036268235,-0.0,-0.0020469123036268235
528,-0.00608106293281028,-0.0,-0.00608106293281028
529,-0.006924477798076372,-0.0,-0.006924477798076372
530,-0.007661822405675815,-0.0,-0.007661822405675815
531,-0.008043761772977864,-0.0,-0.008043761772977864
532,-0.007754133116252967,-0.0,-0.007754133116252967
533,-0.0068719647696770594,-0.0,-0.0068719647696770594
534,-0.0058374680726471385,-0.0,-0.0058374680726471385
535,-0.0050657326767863204,-0.0,-0.0050657326767863204
536,-0.004606720872965339,-0.0,-0.004606720872965339
537,-0.004370469598048963,-0.0,-0.004370469598048963
538,-0.004221885857804343,-0.0,-0.004221885857804343
539,-0.003979143590621585,-0.0,-0.003979143590621585
540,-0.003624405065165888,-0.0,-0.003624405065165888
541,-0.0032235506243584616,-0.0,-0.0032235506243584616
542,-0.0028284802702628754,-0.0,-0.0028284802702628754
543,-0.002471147462057682,-0.0,-0.002471147462057682
544,-0.0021744551144977455,-0.0,-0.0021744551144977455
545,-0.0019482564835153766,-0.0,-0.0019482564835153766
546,-0.0017806027326873403,-0.0,-0.0017806027326873403
547,-0.0016274213045574613,-0.0,-0.0016274213045574613
548,-0.0014640214712650084,-0.0,-0.0014640214712650084
549,-0.0012840870161163278,-0.0,-0.0012840870161163278
550,-0.0010917164272535845,-0.0,-0.0010917164272535845
551,-0.0008977712913731538,-0.0,-0.0008977712913731538
552,-0.00026731669110035655,-0.0,-0.00026731669110035655
553,-0.00014018102084002718,-0.0,-0.00014018102084002718
554,-9.06848995672289e-05,-0.0,-9.06848995672289e-05
555,-5.790037506138718e-05,-0.0,-5.790037506138718e-05
556,-3.7380749656229707e-06,-0.0,-3.7380749656229707e-06
557,-0.0,-0.0,0.0
558,-0.0,-0.0,0.0
559,-0.0,-0.0,0.0
560,-0.0,-0.0,0.0
561,-0.0,-0.0,0.0
562,-0.0,-0.0,0.0
563,-0.0,-0.0,0.0
564,-0.0,-0.0,0.0
565,-0.0,-0.0,0.0
566,-0.0,-0.0,0.0
567,-0.0,-0.0,0.0
568,-0.0,-0.0,0.0
569,-0.0,-0.0,0.0
570,-0.0,-0.0,0.0
571,-0.0,-0.0,0.0
572,-0.0,-0.0,0.0
573,-0.0,-0.0,0.0
574,-0.0,-0.0,0.0
575,-0.0,-0.0,0.0
576,-0.0,-0.0,0.0
577,-0.0,-0.0,0.0
578,-0.0,-0.0,0.0
579,-0.0,-0.0,0.0
580,-0.0,-0.0,0.0
581,-0.0,-0.0,0.0
582,-0.0,-0.0,0.0
583,-0.0,-0.0,0.0
584,-0.0,-0.0,0.0
585,-0.0,-0.0,0.0
586,-0.0,-0.0,0.0
587,-0.0,-0.0,0.0
588,-0.0,-0.0,0.0
589,-0.0,-0.0,0.0
590,-0.0,-0.0,0.0
591,-0.0,-0.0,0.0
592,-0.0,-0.0,0.0
593,-0.0,-0.0,0.0
594,-0.0,-0.0,0.0
595,-0.0,-0.0,0.0
596,-0.0,-0.0,0.0
597,-0.0,-0.0,0.0
598,-0.0,-0.0,0.0
599,-0.0,-0.0,0.0
600,-0.0,-0.0,0.0
601,-0.0,-0.0,0.0
602,-0.0,-0.0,0.0
603,-0.0,-0.0,0.0
604,-6.658748153090987e-07,-2.066840130282799,-2.066840796157614
605,-1.3983371126228283e-05,-278.35495012744786,-278.35496411081897
606,-1.3983371126228283e-05,-267.246191601032,-267.2462055844031
607,-1.3983371126228283e-05,-217.68842633393888,-217.68844031731
608,-3.0391983182161784e-05,-151.390876622213,-151.3909070141962
609,-3.0391983182161784e-05,-0.0,-3.0391983182161784e-05
610,-3.0391983182161784e-05,-0.0,-3.0391983182161784e-05
