,P_fan,T_oa,T_roo,mass_flow,speed,P_fan_1,P_fan_2,P_fan_3,P_fan_4
18320400.0,0.8739606953895421,291.2805555555555,292.3244928904591,0.07500000000000001,0.1,0.8739606953895421,0.8739606953895421,0.8739606953895421,0.8739606953895421
18321300.0,0.8739606953895421,291.0881944444444,292.1181161130739,0.07500000000000001,0.1,0.8739606953895421,0.8739606953895421,0.8739606953895421,0.8739606953895421
18322200.0,0.8739606953895421,290.9,291.91918918757943,0.07500000000000001,0.1,0.8739606953895421,0.8739606953895421,0.8739606953895421,0.8739606953895421
18323100.0,0.8739606953895421,290.725,291.7438534597391,0.07500000000000001,0.1,0.8739606953895421,0.8739606953895421,0.8739606953895421,0.8739606953895421
18324000.0,0.8739606953895421,290.5499999999999,291.5685177318988,0.07500000000000001,0.1,0.8739606953895421,0.8739606953895421,0.8739606953895421,0.8739606953895421
18324900.0,0.8739606953895421,290.37499999999994,291.39318200405836,0.07500000000000001,0.1,0.8739606953895421,0.8739606953895421,0.8739606953895421,0.8739606953895421
18325800.0,0.8739606953895421,290.2,291.2178462762181,0.07500000000000001,0.1,0.8739606953895421,0.8739606953895421,0.8739606953895421,0.8739606953895421
18326700.0,0.8739606953895421,290.025,291.04251054837766,0.07500000000000001,0.1,0.8739606953895421,0.8739606953895421,0.8739606953895421,0.8739606953895421
18327600.0,0.8739606953895421,289.8780247308642,290.8698487811798,0.07500000000000001,0.1,0.8739606953895421,0.8739606953895421,0.8739606953895421,0.8739606953895421
18328500.0,0.8739606953895421,289.76140958683123,290.70008380467794,0.07500000000000001,0.1,0.8739606953895421,0.8739606953895421,0.8739606953895421,0.8739606953895421
18329400.0,0.8739606953895421,289.6447944427984,290.530318828176,0.07500000000000001,0.1,0.8739606953895421,0.8739606953895421,0.8739606953895421,0.8739606953895421
18330300.0,0.8739606953895421,289.5281792987654,290.3605538516741,0.07500000000000001,0.1,0.8739606953895421,0.8739606953895421,0.8739606953895421,0.8739606953895421
18331200.0,0.8739606953895421,289.4115641547325,290.19078887517225,0.07500000000000001,0.1,0.8739606953895421,0.8739606953895421,0.8739606953895421,0.8739606953895421
18332100.0,0.8739606953895421,289.2949490106996,290.0210238986703,0.07500000000000001,0.1,0.8739606953895421,0.8739606953895421,0.8739606953895421,0.8739606953895421
18333000.0,0.8739606953895421,289.3666223407407,289.986928388664,0.07500000000000001,0.1,0.8739606953895421,0.8739606953895421,0.8739606953895421,0.8739606953895421
18333900.0,0.8739606953895421,289.5115189662552,290.0055932267392,0.07500000000000001,0.1,0.8739606953895421,0.8739606953895421,0.8739606953895421,0.8739606953895421
18334800.0,0.8739606953895421,289.6564155917696,290.0242580648145,0.07500000000000001,0.1,0.8739606953895421,0.8739606953895421,0.8739606953895421,0.8739606953895421
18335700.0,0.8739606953895421,289.801312217284,290.04292290288964,0.07500000000000001,0.1,0.8739606953895421,0.8739606953895421,0.8739606953895421,0.8739606953895421
18336600.0,0.8739606953895421,289.9462088427984,290.0615877409649,0.07500000000000001,0.1,0.8739606953895421,0.8739606953895421,0.8739606953895421,0.8739606953895421
18337500.0,0.8739606953895421,290.0911054683128,290.08025257904023,0.07500000000000001,0.1,0.8739606953895421,0.8739606953895421,0.8739606953895421,0.8739606953895421
18338400.0,0.9671206274158504,290.2817511111112,290.8684568949962,0.07784368580603203,0.10379158107470936,0.8739606953895421,0.8739606953895421,0.8739606953895421,0.8739606953895421
18339300.0,1.0641622232765882,290.47430296296295,291.6887253558639,0.08080585852064871,0.10774114469419828,0.9671206274158504,0.8739606953895421,0.8739606953895421,0.8739606953895421
18340200.0,1.1612038191373255,290.66685481481477,292.5089938167316,0.08376803123526541,0.1116907083136872,1.0641622232765882,0.9671206274158504,0.8739606953895421,0.8739606953895421
18341100.0,1.2582454149980635,290.85940666666664,293.3292622775993,0.0867302039498821,0.11564027193317612,1.1612038191373255,1.0641622232765882,0.9671206274158504,0.8739606953895421
18342000.0,1.355287010858801,291.05195851851846,294.149530738467,0.08969237666449878,0.11958983555266504,1.2582454149980635,1.1612038191373255,1.0641622232765882,0.9671206274158504
18342900.0,2.4108748567507274,291.21899777777776,294.7534893211272,0.09822398626949852,0.130965315025998,1.355287010858801,1.2582454149980635,1.1612038191373255,1.0641622232765882
18343800.0,7.300647702767407,291.28398666666664,294.4922083909576,0.12903334343603046,0.17204445791470727,2.4108748567507274,1.355287010858801,1.2582454149980635,1.1612038191373255
18344700.0,12.190420548784086,291.3489755555555,294.2309274607879,0.1598427006025624,0.2131236008034165,7.300647702767407,2.4108748567507274,1.355287010858801,1.2582454149980635
18345600.0,17.080193394800766,291.41396444444445,293.96964653061826,0.1906520577690943,0.2542027436921257,12.190420548784086,7.300647702767407,2.4108748567507274,1.355287010858801
18346500.0,21.969966240817453,291.4789533333333,293.7083656004486,0.2214614149356262,0.29528188658083504,17.080193394800766,12.190420548784086,7.300647702767407,2.4108748567507274
18347400.0,26.859739086834125,291.5439422222222,293.4470846702789,0.2522707721021581,0.3363610294695442,21.969966240817453,17.080193394800766,12.190420548784086,7.300647702767407
18348300.0,45.01488996829069,291.9439161481482,293.5530579483817,0.28979927008823986,0.3863990267843198,26.859739086834125,21.969966240817453,17.080193394800766,12.190420548784086
18349200.0,80.05324925848892,292.7702346666666,294.12644567337674,0.33587940184465764,0.4478392024595435,45.01488996829069,26.859739086834125,21.969966240817453,17.080193394800766
18350100.0,115.09160854868715,293.5965531851852,294.6998333983717,0.3819595336010754,0.5092793781347672,80.05324925848892,45.01488996829069,26.859739086834125,21.969966240817453
18351000.0,150.1299678388854,294.42287170370366,295.2732211233667,0.4280396653574932,0.570719553809991,115.09160854868715,80.05324925848892,45.01488996829069,26.859739086834125
18351900.0,185.1683271290836,295.2491902222222,295.8466088483617,0.474119797113911,0.6321597294852146,150.1299678388854,115.09160854868715,80.05324925848892,45.01488996829069
18352800.0,220.20668641928185,296.0755087407407,296.4199965733567,0.5201999288703287,0.6935999051604382,185.1683271290836,150.1299678388854,115.09160854868715,80.05324925848892
18353700.0,218.31021152514302,296.7407327407407,296.56616463617263,0.5225826384864874,0.6967768513153165,220.20668641928185,185.1683271290836,150.1299678388854,115.09160854868715
18354600.0,199.03263819131627,297.33014755555547,296.5112881520808,0.5044018553307595,0.6725358071076795,218.31021152514302,220.20668641928185,185.1683271290836,150.1299678388854
18355500.0,179.75506485748943,297.9195623703704,296.4564116679889,0.4862210721750317,0.6482947629000423,199.03263819131627,218.31021152514302,220.20668641928185,185.1683271290836
18356400.0,160.47749152366262,298.5089771851852,296.4015351838971,0.4680402890193038,0.6240537186924051,179.75506485748943,199.03263819131627,218.31021152514302,220.20668641928185
