,P_tot,T_oa,T_roo,mass_flow,speed,T_roo_1,T_roo_2,T_roo_3,T_roo_4
18358200.0,79.1874118913491,299.6878068148148,293.41112431919333,0.3718238172453107,0.4957650896604143,292.9824498541715,292.5537753891496,292.1251009241277,291.6964264591058
18359100.0,112.27954325716296,300.2707066666667,293.39278471576586,0.4033827140209035,0.537843618694538,293.41112431919333,292.9824498541715,292.5537753891496,292.1251009241277
18360000.0,152.01926080239997,300.85303999999996,293.3355743237777,0.4411688718777063,0.5882251625036085,293.39278471576586,293.41112431919333,292.9824498541715,292.5537753891496
18360900.0,191.758978347637,301.43537333333336,293.27836393178944,0.4789550297345091,0.6386067063126788,293.3355743237777,293.39278471576586,293.41112431919333,292.9824498541715
18361800.0,231.498695892874,302.0177066666667,293.22115353980126,0.5167411875913119,0.6889882501217492,293.27836393178944,293.3355743237777,293.39278471576586,293.41112431919333
18362700.0,271.23841343811097,302.60004,293.1639431478131,0.5545273454481147,0.7393697939308197,293.22115353980126,293.27836393178944,293.3355743237777,293.39278471576586
18363600.0,299.4863982881611,303.12666666666667,293.1514834288579,0.5819145522181077,0.7758860696241437,293.1639431478131,293.22115353980126,293.27836393178944,293.3355743237777
18364500.0,267.4027864884805,303.36083333333335,293.37396474332667,0.5547072657823495,0.7396096877097995,293.1514834288579,293.1639431478131,293.22115353980126,293.27836393178944
18365400.0,235.31917468879985,303.595,293.5964460577954,0.5274999793465913,0.7033333057954552,293.37396474332667,293.1514834288579,293.1639431478131,293.22115353980126
18366300.0,203.2355628891192,303.82916666666665,293.8189273722641,0.5002926929108331,0.6670569238811109,293.5964460577954,293.37396474332667,293.1514834288579,293.1639431478131
18367200.0,171.15195108943857,304.06333333333333,294.04140868673284,0.473085406475075,0.6307805419667666,293.8189273722641,293.5964460577954,293.37396474332667,293.1514834288579
18368100.0,139.06833928975792,304.2975,294.2638900012016,0.4458781200393168,0.5945041600524223,294.04140868673284,293.8189273722641,293.5964460577954,293.37396474332667
18369000.0,120.41507695610052,304.30133333333333,294.3383609772939,0.43025065056745815,0.5736675340899442,294.2638900012016,294.04140868673284,293.8189273722641,293.5964460577954
18369900.0,121.90733882147795,303.95966666666664,294.19081644582167,0.4319929065414488,0.5759905420552651,294.3383609772939,294.2638900012016,294.04140868673284,293.8189273722641
18370800.0,123.39960068685541,303.618,294.04327191434936,0.4337351625154396,0.578313550020586,294.19081644582167,294.3383609772939,294.2638900012016,294.04140868673284
18371700.0,124.89186255223282,303.2763333333333,293.8957273828771,0.4354774184894303,0.5806365579859071,294.04327191434936,294.19081644582167,294.3383609772939,294.2638900012016
18372600.0,126.38412441761022,302.93466666666666,293.7481828514048,0.437219674463421,0.582959565951228,293.8957273828771,294.04327191434936,294.19081644582167,294.3383609772939
18373500.0,127.8763862829877,302.593,293.60063831993256,0.4389619304374117,0.5852825739165489,293.7481828514048,293.8957273828771,294.04327191434936,294.19081644582167
18374400.0,124.50561114080514,302.15,293.48398278855007,0.4346465421323091,0.5795287228430788,293.60063831993256,293.7481828514048,293.8957273828771,294.04327191434936
18375300.0,118.3993776818702,301.65,293.38470231971814,0.4269237289202164,0.5692316385602885,293.48398278855007,293.60063831993256,293.7481828514048,293.8957273828771
18376200.0,112.29314422293524,301.15,293.28542185088617,0.4192009157081237,0.5589345542774983,293.38470231971814,293.48398278855007,293.60063831993256,293.7481828514048
18377100.0,106.18691076400029,300.65,293.1861413820542,0.411478102496031,0.548637469994708,293.28542185088617,293.38470231971814,293.48398278855007,293.60063831993256
18378000.0,100.08067730506531,300.15,293.0868609132222,0.4037552892839383,0.5383403857119178,293.1861413820542,293.28542185088617,293.38470231971814,293.48398278855007
18378900.0,93.97444384613036,299.65,292.9875804443903,0.3960324760718457,0.5280433014291275,293.0868609132222,293.1861413820542,293.28542185088617,293.38470231971814
18379800.0,84.52041977836723,299.15,292.83810373123345,0.3787607551572141,0.5050143402096189,292.9875804443903,293.0868609132222,293.1861413820542,293.28542185088617
18380700.0,74.60987880940026,298.65,292.68178207566865,0.36018691046496365,0.4802492139532849,292.83810373123345,292.9875804443903,293.0868609132222,293.1861413820542
18381600.0,64.69933784043329,298.15,292.5254604201038,0.3416130657727132,0.455484087696951,292.68178207566865,292.83810373123345,292.9875804443903,293.0868609132222
18382500.0,54.78879687146634,297.65,292.36913876453906,0.3230392210804628,0.43071896144061705,292.5254604201038,292.68178207566865,292.83810373123345,292.9875804443903
18383400.0,44.87825590249937,297.15,292.21281710897426,0.3044653763882123,0.4059538351842831,292.36913876453906,292.5254604201038,292.68178207566865,292.83810373123345
18384300.0,42.339284302948435,296.67165466666665,292.0034583544346,0.2946987337586484,0.3929316450115312,292.21281710897426,292.36913876453906,292.5254604201038,292.68178207566865
18385200.0,93.85848807911509,296.35211022222217,291.4051608740797,0.3495182395887853,0.4660243194517138,292.0034583544346,292.21281710897426,292.36913876453906,292.5254604201038
18386100.0,145.37769185528168,296.03256577777773,290.80686339372465,0.4043377454189223,0.5391169938918965,291.4051608740797,292.0034583544346,292.21281710897426,292.36913876453906
18387000.0,196.89689563144836,295.7130213333333,290.20856591336974,0.4591572512490593,0.612209668332079,290.80686339372465,291.4051608740797,292.0034583544346,292.21281710897426
18387900.0,248.41609940761498,295.39347688888887,289.6102684330148,0.5139767570791962,0.6853023427722618,290.20856591336974,290.80686339372465,291.4051608740797,292.0034583544346
18388800.0,299.9353031837816,295.07393244444444,289.0119709526598,0.5687962629093332,0.7583950172124443,289.6102684330148,290.20856591336974,290.80686339372465,291.4051608740797
18389700.0,312.15549154395706,294.72876,288.73070341284597,0.5708256999755821,0.7611009333007761,289.0119709526598,289.6102684330148,290.20856591336974,290.80686339372465
18390600.0,254.5107636090371,294.3380266666666,289.01304465621644,0.4790061259060298,0.6386748345413731,288.73070341284597,289.0119709526598,289.6102684330148,290.20856591336974
18391500.0,196.86603567411717,293.94729333333333,289.29538589958685,0.3871865518364776,0.5162487357819701,289.01304465621644,288.73070341284597,289.0119709526598,289.6102684330148
18392400.0,139.2213077391972,293.55656,289.5777271429574,0.2953669777669253,0.3938226370225672,289.29538589958685,289.01304465621644,288.73070341284597,289.0119709526598
18393300.0,81.57657980427724,293.16582666666665,289.86006838632784,0.20354740369737306,0.2713965382631641,289.5777271429574,289.29538589958685,289.01304465621644,288.73070341284597
18394200.0,23.93185186935727,292.7750933333333,290.1424096296983,0.11172782962782084,0.1489704395037611,289.86006838632784,289.5777271429574,289.29538589958685,289.01304465621644
18395100.0,0.8739606953892677,292.4611533333333,290.17741553222214,0.07500000000000001,0.1,290.1424096296983,289.86006838632784,289.5777271429574,289.29538589958685
18396000.0,0.8739606953892677,292.1984088888889,290.04753120751474,0.07500000000000001,0.1,290.17741553222214,290.1424096296983,289.86006838632784,289.5777271429574
18396900.0,0.8739606953892677,291.9356644444444,289.9176468828074,0.07500000000000001,0.1,290.04753120751474,290.17741553222214,290.1424096296983,289.86006838632784
18397800.0,0.8739606953892677,291.67292000000003,289.78776255810004,0.07500000000000001,0.1,289.9176468828074,290.04753120751474,290.17741553222214,290.1424096296983
18398700.0,0.8739606953892677,291.41017555555555,289.6578782333927,0.07500000000000001,0.1,289.78776255810004,289.9176468828074,290.04753120751474,290.17741553222214
18399600.0,0.8739606953892677,291.1474311111112,289.5279939086853,0.07500000000000001,0.1,289.6578782333927,289.78776255810004,289.9176468828074,290.04753120751474
18400500.0,0.8739606953892677,290.966064,289.40125127307056,0.07500000000000001,0.1,289.5279939086853,289.6578782333927,289.78776255810004,289.9176468828074
18401400.0,0.8739606953892677,290.8001973333333,289.2751070544258,0.07500000000000001,0.1,289.40125127307056,289.5279939086853,289.6578782333927,289.78776255810004
18402300.0,0.8739606953892677,290.63433066666664,289.14896283578105,0.07500000000000001,0.1,289.2751070544258,289.40125127307056,289.5279939086853,289.6578782333927
18403200.0,0.8739606953892677,290.46846400000004,289.0228186171363,0.07500000000000001,0.1,289.14896283578105,289.2751070544258,289.40125127307056,289.5279939086853
18404100.0,0.8739606953892677,290.3025973333333,288.89667439849154,0.07500000000000001,0.1,289.0228186171363,289.14896283578105,289.2751070544258,289.40125127307056
18405000.0,0.8739606953892677,290.15,288.77375382200864,0.07500000000000001,0.1,288.89667439849154,289.0228186171363,289.14896283578105,289.2751070544258
18405900.0,0.8739606953892677,290.15,288.6879051303871,0.07500000000000001,0.1,288.77375382200864,288.89667439849154,289.0228186171363,289.14896283578105
18406800.0,0.8739606953892677,290.15,288.60205643876554,0.07500000000000001,0.1,288.6879051303871,288.77375382200864,288.89667439849154,289.0228186171363
18407700.0,0.8739606953892677,290.15,288.51620774714405,0.07500000000000001,0.1,288.60205643876554,288.6879051303871,288.77375382200864,288.89667439849154
18408600.0,0.8739606953892677,290.15,288.43035905552256,0.07500000000000001,0.1,288.51620774714405,288.60205643876554,288.6879051303871,288.77375382200864
18409500.0,0.8739606953892677,290.15,288.344510363901,0.07500000000000001,0.1,288.43035905552256,288.51620774714405,288.60205643876554,288.6879051303871
18410400.0,0.8739606953892677,290.135888,288.26637912509045,0.07500000000000001,0.1,288.344510363901,288.43035905552256,288.51620774714405,288.60205643876554
18411300.0,0.8739606953892677,290.091788,288.2046474735031,0.07500000000000001,0.1,288.26637912509045,288.344510363901,288.43035905552256,288.51620774714405
18412200.0,0.8739606953892677,290.047688,288.1429158219157,0.07500000000000001,0.1,288.2046474735031,288.26637912509045,288.344510363901,288.43035905552256
18413100.0,0.8739606953892677,290.003588,288.08118417032836,0.07500000000000001,0.1,288.1429158219157,288.2046474735031,288.26637912509045,288.344510363901
18414000.0,0.8739606953892677,289.959488,288.019452518741,0.07500000000000001,0.1,288.08118417032836,288.1429158219157,288.2046474735031,288.26637912509045
18414900.0,0.8739606953892677,289.915388,287.9577208671536,0.07500000000000001,0.1,288.019452518741,288.08118417032836,288.1429158219157,288.2046474735031
18415800.0,0.8739606953892677,289.80945777777777,287.8910015599974,0.07500000000000001,0.1,287.9577208671536,288.019452518741,288.08118417032836,288.1429158219157
18416700.0,0.8739606953892677,289.65494666666666,287.82036338060857,0.07500000000000001,0.1,287.8910015599974,287.9577208671536,288.019452518741,288.08118417032836
18417600.0,0.8739606953892677,289.50043555555555,287.7497252012197,0.07500000000000001,0.1,287.82036338060857,287.8910015599974,287.9577208671536,288.019452518741
18418500.0,0.8739606953892677,289.34592444444445,287.6790870218308,0.07500000000000001,0.1,287.7497252012197,287.82036338060857,287.8910015599974,287.9577208671536
18419400.0,0.8739606953892677,289.19141333333334,287.60844884244193,0.07500000000000001,0.1,287.6790870218308,287.7497252012197,287.82036338060857,287.8910015599974
18420300.0,0.8739606953892677,289.0369022222222,287.5378106630531,0.07500000000000001,0.1,287.60844884244193,287.6790870218308,287.7497252012197,287.82036338060857
18421200.0,0.8739606953892677,289.1951822222222,287.55676660973376,0.07500000000000001,0.1,287.5378106630531,287.60844884244193,287.6790870218308,287.7497252012197
18422100.0,0.8739606953892677,289.43166,287.59812108793176,0.07500000000000001,0.1,287.55676660973376,287.5378106630531,287.60844884244193,287.6790870218308
18423000.0,0.8739606953892677,289.66813777777776,287.6394755661298,0.07500000000000001,0.1,287.59812108793176,287.55676660973376,287.5378106630531,287.60844884244193
18423900.0,0.8739606953892677,289.90461555555555,287.6808300443279,0.07500000000000001,0.1,287.6394755661298,287.59812108793176,287.55676660973376,287.5378106630531
18424800.0,0.8739606953892677,290.14109333333334,287.72218452252594,0.07500000000000001,0.1,287.6808300443279,287.6394755661298,287.59812108793176,287.55676660973376
18425700.0,2.889190577709647,290.38274444444437,287.7641981896046,0.07848917380459844,0.10465223173946456,287.72218452252594,287.6808300443279,287.6394755661298,287.59812108793176
18426600.0,53.26993763571912,290.74855555555547,287.82203238981924,0.16571851891955913,0.22095802522607885,287.7641981896046,287.72218452252594,287.6808300443279,287.6394755661298
18427500.0,103.65068469372859,291.1143666666666,287.8798665900339,0.25294786403451985,0.3372638187126931,287.82203238981924,287.7641981896046,287.72218452252594,287.6808300443279
18428400.0,154.0314317517381,291.48017777777767,287.93770079024847,0.3401772091494805,0.4535696121993074,287.8798665900339,287.82203238981924,287.7641981896046,287.72218452252594
18429300.0,204.4121788097476,291.8459888888889,287.99553499046317,0.4274065542644412,0.5698754056859217,287.93770079024847,287.8798665900339,287.82203238981924,287.7641981896046
18430200.0,254.79292586775702,292.2118,288.05336919067787,0.5146358993794019,0.686181199172536,287.99553499046317,287.93770079024847,287.8798665900339,287.82203238981924
18431100.0,281.7155241253401,292.6168764444444,288.20132877395423,0.5689447081009407,0.7585929441345876,288.05336919067787,287.99553499046317,287.93770079024847,287.8798665900339
18432000.0,248.317168324684,293.12292088888887,288.58103934224636,0.5386007089536798,0.7181342786049064,288.20132877395423,288.05336919067787,287.99553499046317,287.93770079024847
18432900.0,214.91881252402774,293.6289653333333,288.96074991053865,0.508256709806419,0.6776756130752254,288.58103934224636,288.20132877395423,288.05336919067787,287.99553499046317
18433800.0,181.52045672337158,294.13500977777767,289.3404604788308,0.4779127106591583,0.6372169475455444,288.96074991053865,288.58103934224636,288.20132877395423,288.05336919067787
18434700.0,148.1221009227154,294.6410542222222,289.72017104712296,0.4475687115118975,0.5967582820158632,289.3404604788308,288.96074991053865,288.58103934224636,288.20132877395423
18435600.0,114.72374512205927,295.14709866666664,290.0998816154152,0.4172247123646367,0.5562996164861822,289.72017104712296,289.3404604788308,288.96074991053865,288.58103934224636
18436500.0,100.63945884405224,295.68765377777777,290.48458980763735,0.405134979807332,0.5401799730764427,290.0998816154152,289.72017104712296,289.3404604788308,288.96074991053865
18437400.0,104.38354443310594,296.2600648888888,290.8739111911795,0.40989533948691,0.5465271193158799,290.48458980763735,290.0998816154152,289.72017104712296,289.3404604788308
18438300.0,108.12763002215965,296.832476,291.26323257472166,0.4146556991664879,0.5528742655553173,290.8739111911795,290.48458980763735,290.0998816154152,289.72017104712296
18439200.0,111.87171561121338,297.40488711111107,291.65255395826387,0.4194160588460659,0.5592214117947546,291.26323257472166,290.8739111911795,290.48458980763735,290.0998816154152
18440100.0,115.61580120026709,297.9772982222222,292.04187534180613,0.4241764185256439,0.5655685580341918,291.65255395826387,291.26323257472166,290.8739111911795,290.48458980763735
18441000.0,119.3598867893208,298.54970933333334,292.43119672534834,0.42893677820522186,0.5719157042736291,292.04187534180613,291.65255395826387,291.26323257472166,290.8739111911795
18441900.0,118.42737870579442,299.4078888888889,292.73327699832765,0.42780662779636,0.5704088370618133,292.43119672534834,292.04187534180613,291.65255395826387,291.26323257472166
18442800.0,116.01805156776906,300.3563111111111,293.00780744691883,0.4248163163069383,0.5664217550759177,292.73327699832765,292.43119672534834,292.04187534180613,291.65255395826387
18443700.0,113.60872442974369,301.30473333333333,293.2823378955099,0.4218260048175165,0.5624346730900219,293.00780744691883,292.73327699832765,292.43119672534834,292.04187534180613
18444600.0,111.19939729171831,302.2531555555555,293.55686834410113,0.4188356933280948,0.5584475911041263,293.2823378955099,293.00780744691883,292.73327699832765,292.43119672534834
18445500.0,108.79007015369295,303.20157777777774,293.8313987926922,0.4158453818386729,0.5544605091182307,293.55686834410113,293.2823378955099,293.00780744691883,292.73327699832765
18446400.0,106.38074301566759,304.15,294.1059292412833,0.4128550703492513,0.5504734271323349,293.8313987926922,293.55686834410113,293.2823378955099,293.00780744691883
18447300.0,91.19465736250788,304.34842222222215,294.8107884863885,0.3814792538540106,0.5086390051386809,294.1059292412833,293.8313987926922,293.55686834410113,293.2823378955099
18448200.0,76.00857170934816,304.54684444444445,295.5156477314937,0.3501034373587699,0.4668045831450266,294.8107884863885,294.1059292412833,293.8313987926922,293.55686834410113
18449100.0,60.822486056188424,304.7452666666667,296.22050697659887,0.3187276208635293,0.4249701611513724,295.5156477314937,294.8107884863885,294.1059292412833,293.8313987926922
18450000.0,45.63640040302871,304.9436888888889,296.92536622170417,0.2873518043682886,0.38313573915771815,296.22050697659887,295.5156477314937,294.8107884863885,294.1059292412833
18450900.0,30.45031474986898,305.1421111111111,297.6302254668093,0.2559759878730479,0.3413013171640639,296.92536622170417,296.22050697659887,295.5156477314937,294.8107884863885
18451800.0,26.150041641781996,305.2502906666667,298.00625540207693,0.2434278621841975,0.3245704829122633,297.6302254668093,296.92536622170417,296.22050697659887,295.5156477314937
18452700.0,56.32150825975865,305.07270177777775,297.34099252285887,0.2905007573822493,0.3873343431763325,298.00625540207693,297.6302254668093,296.92536622170417,296.22050697659887
18453600.0,86.4929748777353,304.8951128888889,296.67572964364086,0.33757365258030125,0.4500982034404017,297.34099252285887,298.00625540207693,297.6302254668093,296.92536622170417
18454500.0,116.66444149571196,304.717524,296.01046676442286,0.3846465477783532,0.5128620637044708,296.67572964364086,297.34099252285887,298.00625540207693,297.6302254668093
18455400.0,146.83590811368862,304.5399351111111,295.3452038852048,0.431719442976405,0.5756259239685401,296.01046676442286,296.67572964364086,297.34099252285887,298.00625540207693
18456300.0,177.0073747316653,304.3623462222222,294.67994100598685,0.4787923381744569,0.6383897842326092,295.3452038852048,296.01046676442286,296.67572964364086,297.34099252285887
18457200.0,217.90751570035138,304.1294986666667,294.21822067179636,0.5187775930107037,0.6917034573476049,294.67994100598685,295.3452038852048,296.01046676442286,296.67572964364086
18458100.0,270.43038721563926,303.8367875555556,293.977004761386,0.5510845707883283,0.7347794277177709,294.21822067179636,294.67994100598685,295.3452038852048,296.01046676442286
18459000.0,322.95325873092725,303.54407644444444,293.73578885097544,0.5833915485659529,0.7778553980879369,293.977004761386,294.21822067179636,294.67994100598685,295.3452038852048
18459900.0,375.4761302462151,303.2513653333333,293.494572940565,0.6156985263435774,0.8209313684581032,293.73578885097544,293.977004761386,294.21822067179636,294.67994100598685
18460800.0,427.99900176150317,302.95865422222215,293.2533570301545,0.6480055041212021,0.8640073388282692,293.494572940565,293.73578885097544,293.977004761386,294.21822067179636
18461700.0,480.521873276791,302.6659431111111,293.012141119744,0.6803124818988265,0.9070833091984354,293.2533570301545,293.494572940565,293.73578885097544,293.977004761386
18462600.0,434.09107458045503,302.21473599999996,293.32202707790026,0.6230113236857425,0.8306817649143233,293.012141119744,293.2533570301545,293.494572940565,293.73578885097544
18463500.0,349.1782930240431,301.7018915555556,293.84623042938813,0.5308625570318275,0.7078167427091032,293.32202707790026,293.012141119744,293.2533570301545,293.494572940565
18464400.0,264.2655114676312,301.1890471111111,294.3704337808758,0.4387137903779124,0.5849517205038831,293.84623042938813,293.32202707790026,293.012141119744,293.2533570301545
18465300.0,179.35272991121928,300.67620266666665,294.89463713236364,0.3465650237239973,0.462086698298663,294.3704337808758,293.84623042938813,293.32202707790026,293.012141119744
18466200.0,94.43994835480743,300.1633582222222,295.41884048385134,0.25441625707008225,0.3392216760934429,294.89463713236364,294.3704337808758,293.84623042938813,293.32202707790026
18467100.0,9.527166798395513,299.65051377777775,295.9430438353392,0.16226749041616714,0.21635665388822267,295.41884048385134,294.89463713236364,294.3704337808758,293.84623042938813
18468000.0,5.536786578990464,298.98333333333335,295.71450196576666,0.15142548776834672,0.20190065035779564,295.9430438353392,295.41884048385134,294.89463713236364,294.3704337808758
18468900.0,4.918173081960696,298.30972222222215,295.45459571198325,0.1439712669541136,0.1919616892721515,295.71450196576666,295.9430438353392,295.41884048385134,294.89463713236364
18469800.0,4.299559584930929,297.6361111111111,295.19468945819983,0.1365170461398805,0.18202272818650736,295.45459571198325,295.71450196576666,295.9430438353392,295.41884048385134
18470700.0,3.6809460879011615,296.9625,294.93478320441636,0.1290628253256474,0.1720837671008632,295.19468945819983,295.45459571198325,295.71450196576666,295.9430438353392
18471600.0,3.0623325908713936,296.2888888888889,294.674876950633,0.1216086045114143,0.16214480601521908,294.93478320441636,295.19468945819983,295.45459571198325,295.71450196576666
18472500.0,2.5086403662386108,295.65,294.4227591277568,0.11423393522599908,0.15231191363466542,294.674876950633,294.93478320441636,295.19468945819983,295.45459571198325
18473400.0,2.214633231193765,295.15,294.2017950285092,0.10717747205585536,0.1429032960744738,294.4227591277568,294.674876950633,294.93478320441636,295.19468945819983
18474300.0,1.9206260961489192,294.65,293.98083092926163,0.10012100888571164,0.13349467851428218,294.2017950285092,294.4227591277568,294.674876950633,294.93478320441636
18475200.0,1.6266189611040731,294.15,293.7598668300141,0.09306454571556792,0.12408606095409055,293.98083092926163,294.2017950285092,294.4227591277568,294.674876950633
18476100.0,1.3326118260592277,293.65,293.5389027307665,0.0860080825454242,0.11467744339389893,293.7598668300141,293.98083092926163,294.2017950285092,294.4227591277568
18477000.0,1.0386046910143816,293.15,293.317938631519,0.0789516193752805,0.10526882583370732,293.5389027307665,293.7598668300141,293.98083092926163,294.2017950285092
18477900.0,0.8739606953892677,292.81033192592594,293.071332000778,0.07500000000000001,0.1,293.317938631519,293.5389027307665,293.7598668300141,293.98083092926163
18478800.0,0.8739606953892677,292.67472266666664,292.7920894208636,0.07500000000000001,0.1,293.071332000778,293.317938631519,293.5389027307665,293.7598668300141
18479700.0,0.8739606953892677,292.5391134074074,292.51284684094935,0.07500000000000001,0.1,292.7920894208636,293.071332000778,293.317938631519,293.5389027307665
