,P_tot,T_oa,T_roo,mass_flow,speed,T_roo_1,T_roo_2,T_roo_3,T_roo_4,T_roo_5,T_roo_6,T_roo_7,T_roo_8
20370.0,0.8739606953892678,289.7026948144672,288.4551431916064,0.07499999999999997,0.10000000000000002,288.541435239616,288.66160567904825,288.804008683857,288.9522323057753,289.1045054470011,289.2611040587111,289.4224015439917,289.5887886563063
20371.0,0.8739606953892678,290.04139993034863,288.40350622319636,0.07499999999999997,0.10000000000000002,288.4551431916064,288.541435239616,288.66160567904825,288.804008683857,288.9522323057753,289.1045054470011,289.2611040587111,289.4224015439917
20372.0,0.8739606953892678,290.17189000220793,288.3787144483768,0.07499999999999997,0.10000000000000002,288.40350622319636,288.4551431916064,288.541435239616,288.66160567904825,288.804008683857,288.9522323057753,289.1045054470011,289.2611040587111
20373.0,0.8739606953892678,290.16019772776286,288.3648603464587,0.07499999999999997,0.10000000000000002,288.3787144483768,288.40350622319636,288.4551431916064,288.541435239616,288.66160567904825,288.804008683857,288.9522323057753,289.1045054470011
20374.0,0.8739606953892678,290.11292639668153,288.35913235634405,0.07499999999999997,0.10000000000000002,288.3648603464587,288.3787144483768,288.40350622319636,288.4551431916064,288.541435239616,288.66160567904825,288.804008683857,288.9522323057753
20375.0,1.228120351771405,290.1117712066897,288.3635591426873,0.07671354050045688,0.18743697677788151,288.35913235634405,288.3648603464587,288.3787144483768,288.40350622319636,288.4551431916064,288.541435239616,288.66160567904825,288.804008683857
20376.0,45.229318720194065,290.23416336813824,287.7718707657117,0.2933627959484297,0.3656129048026783,288.3635591426873,288.35913235634405,288.3648603464587,288.3787144483768,288.40350622319636,288.4551431916064,288.541435239616,288.66160567904825
20377.0,7.404948639872424,290.4881070677333,287.8236061735216,0.1556485933920386,0.33932348471424123,287.7718707657117,288.3635591426873,288.35913235634405,288.3648603464587,288.3787144483768,288.40350622319636,288.4551431916064,288.541435239616
20378.0,391.3587557446032,290.79211162453333,287.31914448286443,0.6065531133058042,0.8147302514062871,287.8236061735216,287.7718707657117,288.3635591426873,288.35913235634405,288.3648603464587,288.3787144483768,288.40350622319636,288.4551431916064
20379.0,180.1921400516932,291.0524413269333,287.2901244005445,0.4908302099331457,0.4973881832457404,287.31914448286443,287.8236061735216,287.7718707657117,288.3635591426873,288.35913235634405,288.3648603464587,288.3787144483768,288.40350622319636
20380.0,29.051009866247192,291.1865003804444,287.909721659056,0.204116306698475,0.30441028984361485,287.2901244005445,287.31914448286443,287.8236061735216,287.7718707657117,288.3635591426873,288.35913235634405,288.3648603464587,288.3787144483768
20381.0,86.46298306251637,291.1996824064,288.0200585757758,0.38247426406516,0.5178961998678578,287.909721659056,287.2901244005445,287.31914448286443,287.8236061735216,287.7718707657117,288.3635591426873,288.35913235634405,288.3648603464587
20382.0,39.619933719562404,291.15969856,288.1098923906166,0.29188036994648786,0.3824991551838025,288.0200585757758,287.909721659056,287.2901244005445,287.31914448286443,287.8236061735216,287.7718707657117,288.3635591426873,288.35913235634405
20383.0,39.54052274389669,291.1368998015999,288.3060923848139,0.2967955684834451,0.5168309798235621,288.1098923906166,288.0200585757758,287.909721659056,287.2901244005445,287.31914448286443,287.8236061735216,287.7718707657117,288.3635591426873
20384.0,348.36008260890054,291.18992857457783,288.18734245043294,0.5837535907380946,0.6668238022201275,288.3060923848139,288.1098923906166,288.0200585757758,287.909721659056,287.2901244005445,287.31914448286443,287.8236061735216,287.7718707657117
20385.0,22.510733628450737,291.32591715413326,289.21526670474566,0.17788968992629098,0.23522353878042995,288.18734245043294,288.3060923848139,288.1098923906166,288.0200585757758,287.909721659056,287.2901244005445,287.31914448286443,287.8236061735216
20386.0,81.61900838021795,291.5587329237334,289.42037321415813,0.35981345079435345,0.5430295369825024,289.21526670474566,288.18734245043294,288.3060923848139,288.1098923906166,288.0200585757758,287.909721659056,287.2901244005445,287.31914448286443
20387.0,174.62275604847568,291.9119574101333,289.2465872638487,0.4862145052905695,0.5499923989182801,289.42037321415813,289.21526670474566,288.18734245043294,288.3060923848139,288.1098923906166,288.0200585757758,287.909721659056,287.2901244005445
20388.0,36.55088695017847,292.4782427477333,290.6165743254422,0.20727968633740126,0.2842705908578171,289.2465872638487,289.42037321415813,289.21526670474566,288.18734245043294,288.3060923848139,288.1098923906166,288.0200585757758,287.909721659056
20389.0,75.76165925599828,293.4603010645333,290.85557233471815,0.3493861903997606,0.5575772970115465,290.6165743254422,289.2465872638487,289.42037321415813,289.21526670474566,288.18734245043294,288.3060923848139,288.1098923906166,288.0200585757758
20390.0,261.5246374728116,294.6482363477333,290.244494090925,0.5566604692695527,0.8290224098940797,290.85557233471815,290.6165743254422,289.2465872638487,289.42037321415813,289.21526670474566,288.18734245043294,288.3060923848139,288.1098923906166
20391.0,392.7012597397505,295.71414420890864,290.038739823981,0.6148691647941472,0.6765727191522359,290.244494090925,290.85557233471815,290.6165743254422,289.2465872638487,289.42037321415813,289.21526670474566,288.18734245043294,288.3060923848139
20392.0,11.56852413062628,296.41318443298763,291.9724338244083,0.18003470347098713,0.11351776065819913,290.038739823981,290.244494090925,290.85557233471815,290.6165743254422,289.2465872638487,289.42037321415813,289.21526670474566,288.18734245043294
20393.0,6.773529131092764,296.89776863288887,293.4613163123638,0.16357888541870802,0.20796960920198485,291.9724338244083,290.038739823981,290.244494090925,290.85557233471815,290.6165743254422,289.2465872638487,289.42037321415813,289.21526670474566
20394.0,3.5642712060384687,297.33440963982224,294.4870505389428,0.1305372311707907,0.16872133702810274,293.4613163123638,291.9724338244083,290.038739823981,290.244494090925,290.85557233471815,290.6165743254422,289.2465872638487,289.42037321415813
20395.0,4.790166422394909,297.83258746848395,295.16692337898985,0.14402378444716318,0.1754550172859122,294.4870505389428,293.4613163123638,291.9724338244083,290.038739823981,290.244494090925,290.85557233471815,290.6165743254422,289.2465872638487
20396.0,1.5156131674557651,298.4809439987357,296.460448311967,0.09231411900722793,0.18898035457675405,295.16692337898985,294.4870505389428,293.4613163123638,291.9724338244083,290.038739823981,290.244494090925,290.85557233471815,290.6165743254422
20397.0,47.74940989296354,299.24507285333334,295.08975379320657,0.3016487682881093,0.4568290602418008,296.460448311967,295.16692337898985,294.4870505389428,293.4613163123638,291.9724338244083,290.038739823981,290.244494090925,290.85557233471815
20398.0,93.70980132078412,300.0404306773333,294.1282651966382,0.3954875984600514,0.6296695926821546,295.08975379320657,296.460448311967,295.16692337898985,294.4870505389428,293.4613163123638,291.9724338244083,290.038739823981,290.244494090925
20399.0,398.49806245897406,300.78888591644437,292.87543916607467,0.6296900001047826,0.8349635110792657,294.1282651966382,295.08975379320657,296.460448311967,295.16692337898985,294.4870505389428,293.4613163123638,291.9724338244083,290.038739823981
20400.0,246.9348178025388,301.43178803674067,293.0723253541524,0.5457646078892483,0.5545880107567952,292.87543916607467,294.1282651966382,295.08975379320657,296.460448311967,295.16692337898985,294.4870505389428,293.4613163123638,291.9724338244083
20401.0,36.34491412850549,301.99641706666665,296.6636598864723,0.1645759853711453,0.23512736223079536,293.0723253541524,292.87543916607467,294.1282651966382,295.08975379320657,296.460448311967,295.16692337898985,294.4870505389428,293.4613163123638
20402.0,56.741768005117464,302.4985002666665,296.15249817097197,0.3299805068152375,0.4716887479792898,296.6636598864723,293.0723253541524,292.87543916607467,294.1282651966382,295.08975379320657,296.460448311967,295.16692337898985,294.4870505389428
20403.0,45.483360083204076,302.9380892776296,295.85324252174325,0.3103088495598179,0.39376107319952375,296.15249817097197,296.6636598864723,293.0723253541524,292.87543916607467,294.1282651966382,295.08975379320657,296.460448311967,295.16692337898985
20404.0,25.324932529852823,303.31250675242137,296.6430327544403,0.2553664199527553,0.4867794781753798,295.85324252174325,296.15249817097197,296.6636598864723,293.0723253541524,292.87543916607467,294.1282651966382,295.08975379320657,296.460448311967
20405.0,487.1924267000846,303.6156807907555,293.92319222834,0.6459794442191347,0.8764095420450779,296.6430327544403,295.85324252174325,296.15249817097197,296.6636598864723,293.0723253541524,292.87543916607467,294.1282651966382,295.08975379320657
20406.0,248.3409456273372,303.85838298168886,293.7579779391047,0.5414936330479836,0.663510647171306,293.92319222834,296.6430327544403,295.85324252174325,296.15249817097197,296.6636598864723,293.0723253541524,292.87543916607467,294.1282651966382
20407.0,122.35884652564735,304.056371083167,294.4452661398254,0.43160957246208026,0.6048065066695523,293.7579779391047,293.92319222834,296.6430327544403,295.85324252174325,296.15249817097197,296.6636598864723,293.0723253541524,292.87543916607467
20408.0,293.4632954296075,304.2358989669136,293.688183674465,0.5766245876040271,0.789118707455851,294.4452661398254,293.7579779391047,293.92319222834,296.6430327544403,295.85324252174325,296.15249817097197,296.6636598864723,293.0723253541524
20409.0,302.0644303286218,304.41354667520005,293.34181766072817,0.5843879533084919,0.7316521282816363,293.688183674465,294.4452661398254,293.7579779391047,293.92319222834,296.6430327544403,295.85324252174325,296.15249817097197,296.6636598864723
20410.0,162.71558511090794,304.4909853781333,293.8099408858442,0.4732321302316607,0.6076446660577891,293.34181766072817,293.688183674465,294.4452661398254,293.7579779391047,293.92319222834,296.6430327544403,295.85324252174325,296.15249817097197
20411.0,129.945630329058,304.3438078757925,294.00327538228925,0.4404954728076204,0.6564507852137178,293.8099408858442,293.34181766072817,293.688183674465,294.4452661398254,293.7579779391047,293.92319222834,296.6430327544403,295.85324252174325
20412.0,368.97716468783614,303.9165011598222,292.9742670044865,0.604462498321927,0.6873784446145165,294.00327538228925,293.8099408858442,293.34181766072817,293.688183674465,294.4452661398254,293.7579779391047,293.92319222834,296.6430327544403
20413.0,18.37379222260097,303.41666666666663,295.08556355728007,0.2109397991635219,0.15729429527156008,292.9742670044865,294.00327538228925,293.8099408858442,293.34181766072817,293.688183674465,294.4452661398254,293.7579779391047,293.92319222834
20414.0,17.036797382762987,302.91666666666663,296.80112532256373,0.16761570052931787,0.3392343758658702,295.08556355728007,292.9742670044865,294.00327538228925,293.8099408858442,293.34181766072817,293.688183674465,294.4452661398254,293.7579779391047
20415.0,208.0068342338917,302.41666666666663,294.0882849606201,0.5125105273177568,0.8082411408475539,296.80112532256373,295.08556355728007,292.9742670044865,294.00327538228925,293.8099408858442,293.34181766072817,293.688183674465,294.4452661398254
20416.0,414.668158768135,301.91666666666663,292.45843322214284,0.6448380333656311,0.8237016575945205,294.0882849606201,296.80112532256373,295.08556355728007,292.9742670044865,294.00327538228925,293.8099408858442,293.34181766072817,293.688183674465
20417.0,191.12831772616937,301.41666666666663,292.7287535517275,0.5002411667522028,0.6590944192650515,292.45843322214284,294.0882849606201,296.80112532256373,295.08556355728007,292.9742670044865,294.00327538228925,293.8099408858442,293.34181766072817
20418.0,255.96150609690795,300.91666666666663,292.4108607357684,0.5458286236125222,0.6197527073070564,292.7287535517275,292.45843322214284,294.0882849606201,296.80112532256373,295.08556355728007,292.9742670044865,294.00327538228925,293.8099408858442
20419.0,24.427632053317247,300.41666666666663,293.92020197139783,0.2302711488116734,0.2858835419381872,292.4108607357684,292.7287535517275,292.45843322214284,294.0882849606201,296.80112532256373,295.08556355728007,292.9742670044865,294.00327538228925
20420.0,52.114752886515944,299.91666666666663,293.6261362885565,0.3205591185440552,0.443226639006115,293.92020197139783,292.4108607357684,292.7287535517275,292.45843322214284,294.0882849606201,296.80112532256373,295.08556355728007,292.9742670044865
20421.0,60.932844939621184,299.41666666666663,293.1281003581699,0.34286466642404073,0.39767788244166624,293.6261362885565,293.92020197139783,292.4108607357684,292.7287535517275,292.45843322214284,294.0882849606201,296.80112532256373,295.08556355728007
20422.0,23.7890279595476,298.91666666666663,294.203364109973,0.20033520965185456,0.3931570528183094,293.1281003581699,293.6261362885565,293.92020197139783,292.4108607357684,292.7287535517275,292.45843322214284,294.0882849606201,296.80112532256373
20423.0,351.80289058197775,298.41666666666663,291.9385230310198,0.6027097491527686,0.7755203088784339,294.203364109973,293.1281003581699,293.6261362885565,293.92020197139783,292.4108607357684,292.7287535517275,292.45843322214284,294.0882849606201
20424.0,106.43555618060171,297.91666666666663,292.01732187708365,0.3732375961249809,0.4116480104223975,291.9385230310198,294.203364109973,293.1281003581699,293.6261362885565,293.92020197139783,292.4108607357684,292.7287535517275,292.45843322214284
20425.0,13.639028150842226,297.41666666666663,292.75064434739295,0.201487694206452,0.2341622667909722,292.01732187708365,291.9385230310198,294.203364109973,293.1281003581699,293.6261362885565,293.92020197139783,292.4108607357684,292.7287535517275
20426.0,8.273800413925269,296.91666666666663,293.13921188804875,0.14351890472273196,0.3372180197582414,292.75064434739295,292.01732187708365,291.9385230310198,294.203364109973,293.1281003581699,293.6261362885565,293.92020197139783,292.4108607357684
20427.0,288.8181746281369,296.4166801021065,290.7655375978041,0.5426059826032059,0.6617946319014366,293.13921188804875,292.75064434739295,292.01732187708365,291.9385230310198,294.203364109973,293.1281003581699,293.6261362885565,293.92020197139783
20428.0,20.263019319964663,295.9597171829389,291.03407787703634,0.2299508137192136,0.14439756581640234,290.7655375978041,293.13921188804875,292.75064434739295,292.01732187708365,291.9385230310198,294.203364109973,293.1281003581699,293.6261362885565
20429.0,2.271640321746413,295.6820020073651,292.2504897611935,0.08750457756965818,0.10000000000000002,291.03407787703634,290.7655375978041,293.13921188804875,292.75064434739295,292.01732187708365,291.9385230310198,294.203364109973,293.1281003581699
20430.0,0.8739606953892678,295.51060474961264,292.6606390243327,0.07499999999999997,0.10000000000000002,292.2504897611935,291.03407787703634,290.7655375978041,293.13921188804875,292.75064434739295,292.01732187708365,291.9385230310198,294.203364109973
20431.0,0.8739606953892678,295.3073168448565,292.54544779652764,0.07499999999999997,0.10000000000000002,292.6606390243327,292.2504897611935,291.03407787703634,290.7655375978041,293.13921188804875,292.75064434739295,292.01732187708365,291.9385230310198
20432.0,0.8739606953892678,294.9445750142193,292.3723357675857,0.07499999999999997,0.10000000000000002,292.54544779652764,292.6606390243327,292.2504897611935,291.03407787703634,290.7655375978041,293.13921188804875,292.75064434739295,292.01732187708365
20433.0,0.8739606953892678,294.413338512254,292.17971823315526,0.07499999999999997,0.10000000000000002,292.3723357675857,292.54544779652764,292.6606390243327,292.2504897611935,291.03407787703634,290.7655375978041,293.13921188804875,292.75064434739295
20434.0,0.8739606953892678,293.8347123460063,291.9724732611507,0.07499999999999997,0.10000000000000002,292.17971823315526,292.3723357675857,292.54544779652764,292.6606390243327,292.2504897611935,291.03407787703634,290.7655375978041,293.13921188804875
20435.0,0.8739606953892678,293.34370567647494,291.7585417465368,0.07499999999999997,0.10000000000000002,291.9724732611507,292.17971823315526,292.3723357675857,292.54544779652764,292.6606390243327,292.2504897611935,291.03407787703634,290.7655375978041
20436.0,0.8739606953892678,293.0331792955733,291.5490437608724,0.07499999999999997,0.10000000000000002,291.7585417465368,291.9724732611507,292.17971823315526,292.3723357675857,292.54544779652764,292.6606390243327,292.2504897611935,291.03407787703634
20437.0,0.8739606953892678,292.80953417329766,291.3486254058379,0.07499999999999997,0.10000000000000002,291.5490437608724,291.7585417465368,291.9724732611507,292.17971823315526,292.3723357675857,292.54544779652764,292.6606390243327,292.2504897611935
20438.0,0.8739606953892678,292.6043355625244,291.1555789269773,0.07499999999999997,0.10000000000000002,291.3486254058379,291.5490437608724,291.7585417465368,291.9724732611507,292.17971823315526,292.3723357675857,292.54544779652764,292.6606390243327
20439.0,0.8739606953892678,292.38311374222224,290.9681975827514,0.07499999999999997,0.10000000000000002,291.1555789269773,291.3486254058379,291.5490437608724,291.7585417465368,291.9724732611507,292.17971823315526,292.3723357675857,292.54544779652764
20440.0,0.8739606953892678,292.12271671311805,290.78405376003377,0.07499999999999997,0.10000000000000002,290.9681975827514,291.1555789269773,291.3486254058379,291.5490437608724,291.7585417465368,291.9724732611507,292.17971823315526,292.3723357675857
20441.0,0.8739606953892678,291.8476188248178,290.6022300543215,0.07499999999999997,0.10000000000000002,290.78405376003377,290.9681975827514,291.1555789269773,291.3486254058379,291.5490437608724,291.7585417465368,291.9724732611507,292.17971823315526
20442.0,0.8739606953892678,291.5708184630045,290.42309566905664,0.07499999999999997,0.10000000000000002,290.6022300543215,290.78405376003377,290.9681975827514,291.1555789269773,291.3486254058379,291.5490437608724,291.7585417465368,291.9724732611507
20443.0,0.8739606953892678,291.29545517334117,290.24667425251215,0.07499999999999997,0.10000000000000002,290.42309566905664,290.6022300543215,290.78405376003377,290.9681975827514,291.1555789269773,291.3486254058379,291.5490437608724,291.7585417465368
20444.0,0.8739606953892678,291.01065888189635,290.0727045660758,0.07499999999999997,0.10000000000000002,290.24667425251215,290.42309566905664,290.6022300543215,290.78405376003377,290.9681975827514,291.1555789269773,291.3486254058379,291.5490437608724
20445.0,0.8739606953892678,290.6869785941333,289.8990493562398,0.07499999999999997,0.10000000000000002,290.0727045660758,290.24667425251215,290.42309566905664,290.6022300543215,290.78405376003377,290.9681975827514,291.1555789269773,291.3486254058379
20446.0,0.8739606953892678,290.3852658858666,289.72636430508135,0.07499999999999997,0.10000000000000002,289.8990493562398,290.0727045660758,290.24667425251215,290.42309566905664,290.6022300543215,290.78405376003377,290.9681975827514,291.1555789269773
20447.0,0.8739606953892678,290.19117788539256,289.5596930921958,0.07499999999999997,0.10000000000000002,289.72636430508135,289.8990493562398,290.0727045660758,290.24667425251215,290.42309566905664,290.6022300543215,290.78405376003377,290.9681975827514
20448.0,0.8739606953892678,290.1500949859556,289.40561964474165,0.07499999999999997,0.10000000000000002,289.5596930921958,289.72636430508135,289.8990493562398,290.0727045660758,290.24667425251215,290.42309566905664,290.6022300543215,290.78405376003377
20449.0,0.8739606953892678,290.1500000000001,289.26433525660786,0.07499999999999997,0.10000000000000002,289.40561964474165,289.5596930921958,289.72636430508135,289.8990493562398,290.0727045660758,290.24667425251215,290.42309566905664,290.6022300543215
20450.0,0.8739606953892678,290.1500000000001,289.1329536531945,0.07499999999999997,0.10000000000000002,289.26433525660786,289.40561964474165,289.5596930921958,289.72636430508135,289.8990493562398,290.0727045660758,290.24667425251215,290.42309566905664
20451.0,0.8739606953892678,290.1500000000001,289.01046125797063,0.07499999999999997,0.10000000000000002,289.1329536531945,289.26433525660786,289.40561964474165,289.5596930921958,289.72636430508135,289.8990493562398,290.0727045660758,290.24667425251215
20452.0,0.8739606953892678,290.1500000000001,288.8962674346696,0.07499999999999997,0.10000000000000002,289.01046125797063,289.1329536531945,289.26433525660786,289.40561964474165,289.5596930921958,289.72636430508135,289.8990493562398,290.0727045660758
20453.0,0.8739606953892678,290.1500000000001,288.78929445433965,0.07499999999999997,0.10000000000000002,288.8962674346696,289.01046125797063,289.1329536531945,289.26433525660786,289.40561964474165,289.5596930921958,289.72636430508135,289.8990493562398
20454.0,0.8739606953892678,290.1500000000001,288.68806416699226,0.07499999999999997,0.10000000000000002,288.78929445433965,288.8962674346696,289.01046125797063,289.1329536531945,289.26433525660786,289.40561964474165,289.5596930921958,289.72636430508135
20455.0,0.8739606953892678,290.1500000000001,288.59172487606963,0.07499999999999997,0.10000000000000002,288.68806416699226,288.78929445433965,288.8962674346696,289.01046125797063,289.1329536531945,289.26433525660786,289.40561964474165,289.5596930921958
20456.0,0.8739606953892678,290.1500000000001,288.5005404786768,0.07499999999999997,0.10000000000000002,288.59172487606963,288.68806416699226,288.78929445433965,288.8962674346696,289.01046125797063,289.1329536531945,289.26433525660786,289.40561964474165
20457.0,0.8739606953892678,290.1500000000001,288.4153303308548,0.07499999999999997,0.10000000000000002,288.5005404786768,288.59172487606963,288.68806416699226,288.78929445433965,288.8962674346696,289.01046125797063,289.1329536531945,289.26433525660786
20458.0,0.8739606953892678,290.1500000000001,288.3362571917457,0.07499999999999997,0.10000000000000002,288.4153303308548,288.5005404786768,288.59172487606963,288.68806416699226,288.78929445433965,288.8962674346696,289.01046125797063,289.1329536531945
20459.0,0.8739606953892678,290.1500000000001,288.26301318755964,0.07499999999999997,0.10000000000000002,288.3362571917457,288.4153303308548,288.5005404786768,288.59172487606963,288.68806416699226,288.78929445433965,288.8962674346696,289.01046125797063
20460.0,0.8739606953892678,290.1065236224,288.1940803485917,0.07499999999999997,0.10000000000000002,288.26301318755964,288.3362571917457,288.4153303308548,288.5005404786768,288.59172487606963,288.68806416699226,288.78929445433965,288.8962674346696
20461.0,0.8739606953892678,289.88265131519995,288.120223587623,0.07499999999999997,0.10000000000000002,288.1940803485917,288.26301318755964,288.3362571917457,288.4153303308548,288.5005404786768,288.59172487606963,288.68806416699226,288.78929445433965
20462.0,0.8739606953892678,289.55271562239994,288.03552916302607,0.07499999999999997,0.10000000000000002,288.120223587623,288.1940803485917,288.26301318755964,288.3362571917457,288.4153303308548,288.5005404786768,288.59172487606963,288.68806416699226
20463.0,0.8739606953892678,289.2571908958815,287.9450208184969,0.07499999999999997,0.10000000000000002,288.03552916302607,288.120223587623,288.1940803485917,288.26301318755964,288.3362571917457,288.4153303308548,288.5005404786768,288.59172487606963
20464.0,0.8739606953892678,289.09357038554083,287.8581485784998,0.07499999999999997,0.10000000000000002,287.9450208184969,288.03552916302607,288.120223587623,288.1940803485917,288.26301318755964,288.3362571917457,288.4153303308548,288.5005404786768
20465.0,0.8739606953892678,288.9946688426666,287.7779927677875,0.07499999999999997,0.10000000000000002,287.8581485784998,287.9450208184969,288.03552916302607,288.120223587623,288.1940803485917,288.26301318755964,288.3362571917457,288.4153303308548
20466.0,0.8739606953892678,288.9644704170666,287.7041905452133,0.07499999999999997,0.10000000000000002,287.7779927677875,287.8581485784998,287.9450208184969,288.03552916302607,288.120223587623,288.1940803485917,288.26301318755964,288.3362571917457
20467.0,0.8739606953892678,289.05004257754075,287.64128450058786,0.07499999999999997,0.10000000000000002,287.7041905452133,287.7779927677875,287.8581485784998,287.9450208184969,288.03552916302607,288.120223587623,288.1940803485917,288.26301318755964
20468.0,0.8739606953892678,289.2667350546963,287.5986571136253,0.07499999999999997,0.10000000000000002,287.64128450058786,287.7041905452133,287.7779927677875,287.8581485784998,287.9450208184969,288.03552916302607,288.120223587623,288.1940803485917
20469.0,0.8739606953892678,289.51666666666665,287.5842660614748,0.07499999999999997,0.10000000000000002,287.5986571136253,287.64128450058786,287.7041905452133,287.7779927677875,287.8581485784998,287.9450208184969,288.03552916302607,288.120223587623
20470.0,0.8739606953892678,289.76666666666665,287.60344101535617,0.07499999999999997,0.10000000000000002,287.5842660614748,287.5986571136253,287.64128450058786,287.7041905452133,287.7779927677875,287.8581485784998,287.9450208184969,288.03552916302607
20471.0,1.2395824001271007,290.01665469439996,287.6613241368086,0.07964473728197022,0.14260352891762051,287.60344101535617,287.5842660614748,287.5986571136253,287.64128450058786,287.7041905452133,287.7779927677875,287.8581485784998,287.9450208184969
20472.0,9.209075790261554,290.2587237859555,287.5336505028448,0.1808865470211244,0.2220257928826389,287.6613241368086,287.60344101535617,287.5842660614748,287.5986571136253,287.64128450058786,287.7041905452133,287.7779927677875,287.8581485784998
20473.0,2.0014321277412237,290.4743963818666,287.75833220288393,0.08651239870866308,0.11930758359814925,287.5336505028448,287.6613241368086,287.60344101535617,287.5842660614748,287.5986571136253,287.64128450058786,287.7041905452133,287.7779927677875
20474.0,3.2277616008344268,290.6963528874667,287.97384376833025,0.12520652161109236,0.2825386068409258,287.75833220288393,287.5336505028448,287.6613241368086,287.60344101535617,287.5842660614748,287.5986571136253,287.64128450058786,287.7041905452133
20475.0,112.62942505703613,290.97142300444443,287.5472738170654,0.3912616728479605,0.4680082888197122,287.97384376833025,287.75833220288393,287.5336505028448,287.6613241368086,287.60344101535617,287.5842660614748,287.5986571136253,287.64128450058786
20476.0,9.997261106591377,291.3428259353284,288.0056664755265,0.15224806063621796,0.33462044451518713,287.5472738170654,287.97384376833025,287.75833220288393,287.5336505028448,287.6613241368086,287.60344101535617,287.5842660614748,287.5986571136253
20477.0,413.4390513855194,291.8124989610667,287.93356000275503,0.5932632647414587,0.7535937018625888,288.0056664755265,287.5472738170654,287.97384376833025,287.75833220288393,287.5336505028448,287.6613241368086,287.60344101535617,287.5842660614748
20478.0,93.44162701235494,292.33848198826666,288.1003864619253,0.36338071678881056,0.5024994356218805,287.93356000275503,288.0056664755265,287.5472738170654,287.97384376833025,287.75833220288393,287.5336505028448,287.6613241368086,287.60344101535617
20479.0,225.96345426655392,292.8738397974123,288.18035839593915,0.5276786837456711,0.6557212551834668,288.1003864619253,287.93356000275503,288.0056664755265,287.5472738170654,287.97384376833025,287.75833220288393,287.5336505028448,287.6613241368086
20480.0,35.82822415882936,293.383301210074,289.22660984560025,0.21011501274055291,0.33450977958552336,288.18035839593915,288.1003864619253,287.93356000275503,288.0056664755265,287.5472738170654,287.97384376833025,287.75833220288393,287.5336505028448
20481.0,176.19810705444905,293.88333333333327,289.236231944332,0.4874983242639897,0.7535407771148607,289.22660984560025,288.18035839593915,288.1003864619253,287.93356000275503,288.0056664755265,287.5472738170654,287.97384376833025,287.75833220288393
20482.0,159.82293400638838,294.38333333333327,289.1379328157618,0.463523445207224,0.5287405343702591,289.236231944332,289.22660984560025,288.18035839593915,288.1003864619253,287.93356000275503,288.0056664755265,287.5472738170654,287.97384376833025
20483.0,19.031809498257772,294.88333333333327,290.1984048963662,0.22203728525126412,0.3670150225087055,289.1379328157618,289.236231944332,289.22660984560025,288.18035839593915,288.1003864619253,287.93356000275503,288.0056664755265,287.5472738170654
20484.0,282.0605436606893,295.38333333333327,289.82265843725213,0.5390228778135551,0.6224245227720111,290.1984048963662,289.1379328157618,289.236231944332,289.22660984560025,288.18035839593915,288.1003864619253,287.93356000275503,288.0056664755265
