env_step,rew,time
1088,-2542.6665,2042.1442
2432,-2717.3201,4427.4213
3776,-2635.9302,6818.0762
5120,-2645.7395,9187.6805
6464,-2671.7678,11563.9816
7808,-2802.8506,13913.135
9152,-2510.7629,16289.5907
10496,-2532.0815,18672.6067
11840,-2539.5566,21059.4136
13184,-2427.2175,23431.0795
14528,-2345.1362,25804.7996
15872,-2531.625,28141.1839
17216,-2658.2788,30480.2649
18560,-2546.4111,32820.5719
19904,-2424.6472,35162.6717
21248,-2561.6387,37487.0351
22592,-2412.6702,39838.8459
23936,-2565.8579,42180.7633
25280,-2432.0864,44544.8289
26624,-2290.6521,46920.7912
27968,-2409.2896,49319.842
29312,-2157.3484,51663.3287
30656,-2346.261,54014.4384
32000,-2394.3425,56375.0422
33344,-2434.0581,58759.6174
34688,-2337.741,61127.3752
36032,-2256.1924,63491.5589
37376,-2171.7595,65822.1659
38720,-2235.0898,68186.1249
40064,-2180.4717,70551.9622
41408,-2093.6484,72916.6406
42752,-2029.8038,75282.1739
44096,-2126.9539,77652.4131
45440,-1952.4377,80009.0277
46784,-1923.3981,82360.6841
48128,-1941.11,84717.8698
49472,-2072.9521,87097.8408
50816,-2109.751,89446.4922
52160,-2115.0452,91830.7908
53504,-1860.4478,94210.2669
54848,-2019.3759,96557.7075
56192,-1953.9696,98942.6484
57536,-1829.0717,101293.5866
58880,-1894.6562,103655.8837
60224,-1821.8511,106013.9574
61568,-1804.2422,108353.3954
62912,-1858.2522,110702.394
64256,-1988.0133,113065.9039
65600,-1785.837,115420.6455
66944,-1706.4902,117763.5183
68288,-1651.2512,120101.8296
69632,-1731.1705,122449.573
70976,-1687.3878,124809.271
72320,-1665.0873,127134.9379
73664,-1698.0574,129483.9536
75008,-1606.3483,131817.1756
76352,-1651.0999,134148.5673
77696,-1642.1714,136477.8692
79040,-1589.5469,138799.291
80384,-1627.0936,141111.31
81728,-1416.8542,143465.5644
83072,-1403.8755,145847.2956
84416,-1529.1541,148206.5903
85760,-1475.1724,150596.8212
87104,-1508.0476,152997.8705
88448,-1313.6676,155426.8434
89792,-1515.5142,157794.6714
91136,-1369.118,160158.1599
92480,-1313.9138,162558.5889
93824,-1284.8417,164960.1684
95168,-1227.8177,167391.9586
96512,-1370.6235,169850.5133
97856,-1275.5897,172287.224
99200,-1187.9989,174729.1956
100544,-1221.4049,177184.7328
101888,-1182.0708,179654.3028
103232,-1029.9011,182139.7327
104576,-1148.2195,184619.8411
105920,-1166.5782,187238.6614
107264,-1097.5343,189745.5706
108608,-1118.7805,192208.1177
109952,-1091.7444,194704.3342
111296,-1122.9843,197169.9353
112640,-954.5455,199625.3763
113984,-1011.0194,202073.9246
115328,-993.0126,204570.5078
116672,-991.4079,207054.4175
118016,-908.824,209542.3188
119360,-782.7242,212088.774
120704,-940.3536,214620.78
122048,-949.2966,217582.9591
123392,-879.2549,220225.923
124736,-922.1105,222752.9395
126080,-889.0061,225311.1336
127424,-796.1516,227904.1562
128768,-834.8645,230474.636
130112,-798.0685,233050.9035
131456,-817.4796,235593.1795
132800,-714.4739,238158.0012
134144,-666.0386,240705.0868
