,speed,mass_flow,T_oa,T_sa,T_roo,P_tot
17558.0,0.0,0.0,289.4894757992007,287.1324638305028,294.61666808103627,0.0
17559.0,0.0,0.0,289.35222349335464,287.1325117109074,294.3779168384959,0.0
17560.0,0.0,0.0,289.13245430197895,287.1325292550727,294.1371330960896,0.0
17561.0,0.0,0.0,288.8561718837362,287.1325357613785,293.8937893008822,0.0
17562.0,0.0,0.0,288.5631812652828,287.1325381034268,293.6480522644823,0.0
17563.0,0.0,0.0,288.2848070912478,287.1325389350787,293.4007157820865,0.0
17564.0,0.0,0.0,288.0567913306078,287.13253923286396,293.1532703827509,0.0
17565.0,0.0,0.0,287.9029269332066,287.1325393367703,292.90795516073314,0.0
17566.0,0.0,0.0,287.78356446832964,287.1325393738041,292.6664703741542,0.0
17567.0,0.0,0.0,287.6451815508975,287.13253938761187,292.42864676681813,0.0
17568.0,0.0,0.0,287.40903059993957,287.13253939262864,292.19230648052144,0.0
17569.0,0.0,0.0,286.986648480386,287.1325393945642,291.95219380581847,0.0
17570.0,0.0,0.0,286.4910433050794,287.1325393952892,291.7037996747941,0.0
17571.0,0.0,0.0,286.08750838335806,287.13253939553937,291.447738374532,0.0
17572.0,0.0,0.0,285.9105640197649,287.1325393956225,291.1900239606264,0.0
17573.0,0.0,0.0,285.91276485958593,287.1325393956518,290.9387786931955,0.0
17574.0,0.0,0.0,285.9755627865853,287.13253939566255,290.69851557510265,0.0
17575.0,0.0,0.0,285.9895690335015,287.1325393956665,290.4698982379765,0.0
17576.0,0.0,0.0,285.8822580418031,287.13253939566795,290.24987977948007,0.0
17577.0,0.0,0.0,285.7318251968687,287.1325393956685,290.03399510307685,0.0
17578.0,0.0,0.0,285.57789335881665,287.1325393956687,289.8200745594192,0.0
17579.0,0.0,0.0,285.42728072384676,287.13253939566874,289.60760051024164,0.0
17580.0,0.0,0.0,285.28538395911096,287.1325393956688,289.3967771877647,0.0
17581.0,0.0,0.0,285.1513120578446,287.1325393956688,289.18784576406284,0.0
17582.0,0.0,0.0,285.02524758115817,287.1325393956688,288.9807253651826,0.0
17583.0,0.0,0.0,284.9085280122461,287.1325393956688,288.7755644156294,0.0
17584.0,0.0,0.0,284.8207412096415,287.1325393956688,288.57395067443275,0.0
17585.0,0.0,0.0,284.835046343074,287.1325393956688,288.38036155628754,0.0
17586.0,0.0,0.0,284.9630855594671,287.1325393956688,288.20251290456486,0.0
17587.0,0.0,0.0,285.1933827808641,287.1325393956688,288.0500196068691,0.0
17588.0,0.0,0.0,285.5118102007492,287.1325393956688,287.93151295157037,0.0
17589.0,0.0,0.0,285.8946471349203,287.1325393956688,287.85226138159413,0.0
17590.0,0.0,0.0,286.3257694771155,287.1325393956688,287.81584888274756,0.0
17591.0,0.2230120465723142,0.08920481862892567,286.7921583419917,288.86126448309926,287.9112616271269,17.78701289862658
17592.0,0.8200921531891147,0.3280368612756458,287.3047869442934,288.66684436137,288.2188974574494,194.77280243605247
17593.0,0.5889965824178288,0.23559863296713152,287.9158090533775,288.5999927185955,288.3821608850821,74.84441069019272
17594.0,0.28878620670317673,0.1155144826812707,288.53982577616523,288.554270573349,288.5028047003515,10.898703487810927
17595.0,0.13873403303611714,0.05549361321444685,289.05164624608557,288.59881290538027,288.6694248573518,1.9760487517500425
17596.0,0.5139529322214172,0.20558117288856692,289.3782425055687,286.9189341833274,288.6951738272635,58.69811920218073
17597.0,0.9109653370247431,0.3643861348098973,289.6533333333333,286.1765950048891,288.25367198406707,260.4227992539296
17598.0,0.9404920528147371,0.37619682112589486,289.92833333333334,286.1498835020586,288.0513060226016,283.0465348894943
17599.0,0.7872433014527235,0.3148973205810894,290.20333333333326,286.14569121959323,288.1430332383809,178.65573813876276
17600.0,0.4662189202971115,0.1864875681188446,290.4783333333333,286.14784159254356,288.6514882025853,35.93425298378224
17601.0,0.5819146469395551,0.23276585877582207,290.7533333333333,286.1536400071742,289.0979465541341,67.39755630695942
17602.0,0.4899073901253624,0.19596295605014494,291.0283333333333,286.1489670173711,289.52551099255015,41.40684814527342
17603.0,0.493269144556162,0.19730765782246482,291.30333333333334,286.15526725267824,290.0319915317525,51.85938763554868
17604.0,0.8534576430416748,0.34138305721666995,291.5961000068638,286.15619103168353,290.00142475530475,218.0728046551004
17605.0,0.6377952670972757,0.2551181068389103,291.96917415816887,286.147028395429,290.36429730961316,89.16551295898549
17606.0,0.5838714617983316,0.23354858471933268,292.4125062109031,286.14824746178857,290.85952944716445,74.52116324733791
17607.0,0.3831868432817197,0.1532747373126879,292.89142978154996,286.1513847811962,291.7553922589914,25.380051623056936
17608.0,0.7940776935620716,0.31763107742482866,293.42963494229764,286.16309639780434,291.8277802021109,175.3220669018432
17609.0,0.7858579986483147,0.31434319945932593,294.1789347482492,286.14663460105993,291.8723792584288,174.43004449317738
17610.0,0.40529815794052126,0.1621192631762085,295.0076092792917,286.1403961787945,292.8712532790868,26.226857431960873
17611.0,0.20601291126776916,0.08240516450710768,295.6944607637136,286.1459849931583,294.31691449911733,3.4167317426479227
17612.0,0.11318009917292994,0.045272039669171975,296.0692325298157,286.1486257558062,295.8194470682157,0.659456893622999
17613.0,0.16187665558633935,0.06475066223453575,296.2223010769292,286.1552216676004,297.04994717078284,2.704497317946267
17614.0,0.40074191275463616,0.16029676510185448,296.2880390887752,286.15879662372356,297.1511033441564,22.438442533453006
17615.0,0.4043292354547169,0.16173169418188676,296.3710493613346,286.14968774320334,297.2741839753674,22.508697712303395
17616.0,0.49971307362168543,0.1998852294486742,296.56382260384703,286.1595531557637,297.46628283951816,49.480928911608665
17617.0,0.7137391449449783,0.2854956579779913,296.86031326080143,286.1537310506415,296.78958238300095,133.28978763959046
17618.0,0.3145343947665689,0.12581375790662758,297.18270143721435,286.1334113243435,297.8094349448362,12.869314458858089
17619.0,0.3148063418993005,0.1259225367597202,297.44955753169035,286.1554250023181,299.0098737505947,13.712117117227438
17620.0,0.6049323997074946,0.24197295988299786,297.53224031135727,286.1624541256531,298.5238128265389,76.58374152545703
17621.0,0.6969976775842371,0.2787990710336949,297.26390529241075,286.1568998381823,297.92859775732336,120.50825565415711
17622.0,0.761205970310991,0.30448238812439643,296.829794788304,286.1422285801139,297.21538667467865,171.4477127670329
17623.0,0.2253989410513319,0.09015957642053277,296.5067396146607,286.1290587938392,298.77466584679365,6.0034262110645065
17624.0,0.3792873079260959,0.15171492317043836,296.5002918407967,286.16159466729766,299.6376996537309,25.883746458570258
17625.0,0.7075119584436145,0.2830047833774458,296.66914687918074,286.1617720444766,298.3847953925405,122.6097138697024
17626.0,0.6240809891719393,0.2496323956687757,296.8716901391232,286.14978612268953,297.89291973815074,84.10139707779453
17627.0,0.7024725618940947,0.2809890247576379,297.01724823020214,286.15236868591745,297.3472577278833,119.9523920845965
17628.0,0.6093118968448537,0.2437247587379415,297.0499240481324,286.1501400175587,297.3285082222298,80.52273608076247
17629.0,0.7383743097517906,0.2953497239007163,297.04999999999995,286.14901274658786,296.68863454802937,145.22732865456544
17630.0,0.38803508486095706,0.15521403394438285,297.04999999999995,286.1347516165909,297.27205517118335,21.844433389949767
17631.0,0.2584314227599929,0.1033725691039972,297.04999999999995,286.1430685571687,298.1507248361597,6.679923004772778
17632.0,0.1647027830038173,0.06588111320152693,297.04999999999995,286.14952984645237,299.10190103840324,2.172861105786811
17633.0,0.2910006913368399,0.116400276534736,297.04999999999995,286.15315372023684,299.0233211664872,8.89509262283252
17634.0,0.22785508239979343,0.09114203295991737,297.04999999999995,286.15107785151497,299.1902376505168,5.333843888610109
17635.0,0.4240770756361612,0.1696308302544645,297.0500711741067,286.15782642594365,298.461445297982,26.363657559356636
17636.0,0.41056660519634935,0.16422664207853976,297.093263290266,286.1518130187732,297.93203978859117,24.246436417363388
17637.0,0.5912461822807341,0.23649847291229367,297.29778105976146,286.16035698742013,297.0496123209878,72.82471764308295
17638.0,0.6239101793639125,0.24956407174556502,297.53835434301953,286.1417741308372,296.0831985460848,90.84080815512402
17639.0,0.3956293099648045,0.1582517239859218,297.61842676967757,286.1473944836845,296.38667316029233,27.518687320470114
17640.0,0.776267699874528,0.31050707994981125,297.4216376821138,286.16053861932596,295.2619481303218,162.0630590873595
17641.0,0.6936336515074225,0.277453460602969,297.14666666666665,286.1390653542631,294.3500054105813,115.86029768256827
17642.0,0.475868711170183,0.19034748446807317,296.87166666666667,286.1390858801376,294.29757827482433,39.43036597443374
17643.0,0.221584354963644,0.0886337419854576,296.59666666666664,286.16637800641803,294.79630395764013,5.290140378513845
17644.0,0.017556289730717923,0.0070225158922871695,296.32166666666666,287.38218654083283,295.69772359749425,0.05624919763842965
17645.0,0.0,0.0,296.0466666666667,288.5223645360424,296.3640323498695,0.0
17646.0,0.0,0.0,295.77166666666665,289.0045959704647,296.7047535457017,0.0
17647.0,0.0,0.0,295.49666666666667,289.1808933119229,296.8678456308691,0.0
17648.0,0.0,0.0,295.22166666666664,289.24497086656334,296.92572749305936,0.0
17649.0,0.0,0.0,294.94666666666666,289.26798146523316,296.92113133709887,0.0
17650.0,0.0,0.0,294.6716666666667,289.27606472196675,296.8757206278187,0.0
17651.0,0.0,0.0,294.3966975262583,289.2789997129804,296.79712178886194,0.0
17652.0,0.0,0.0,294.14465341510993,289.2800968284716,296.6941166615819,0.0
17653.0,0.0,0.0,293.99015065304746,289.2804850985429,296.57529527946446,0.0
17654.0,0.0,0.0,293.90190743757995,289.28061745715644,296.44873764240884,0.0
17655.0,0.0,0.0,293.81424373717675,289.2806647377951,296.3192013916549,0.0
17656.0,0.0,0.0,293.6799711735558,289.28068237986855,296.18768012405354,0.0
17657.0,0.0,0.0,293.53,289.28068892697496,296.0537881172313,0.0
17658.0,0.0,0.0,293.38,289.2806913357917,295.91805353510637,0.0
17659.0,0.0,0.0,293.22999999999996,289.28069219292695,295.78101258832885,0.0
17660.0,0.0,0.0,293.08,289.2806924976025,295.6429269504718,0.0
17661.0,0.0,0.0,292.93,289.2806926055111,295.5041700024045,0.0
17662.0,0.0,0.0,292.78,289.280692643987,295.36549987268813,0.0
17663.0,0.0,0.0,292.6299377567131,289.2806926581163,295.2277438108848,0.0
17664.0,0.0,0.0,292.4299704118815,289.2806926631991,295.0908324945818,0.0
17665.0,0.0,0.0,292.02808037518116,289.28069266512296,294.95031003756077,0.0
17666.0,0.0,0.0,291.52526496216433,289.2806926658887,294.80076632354644,0.0
17667.0,0.0,0.0,291.1001602471098,289.28069266615995,294.6424439829314,0.0
17668.0,0.0,0.0,290.87190586631016,289.2806926662542,294.48185183663577,0.0
17669.0,0.0,0.0,290.7129043348956,289.28069266628694,294.3245910302741,0.0
17670.0,0.0,0.0,290.564813603787,289.28069266629825,294.1710656148237,0.0
17671.0,0.0,0.0,290.4237365912359,289.2806926663023,294.0201086221465,0.0
17672.0,0.0,0.0,290.2796502779817,289.28069266630365,293.8703396616742,0.0
