,speed,mass_flow,T_oa,T_roo,P_tot,T_roo_1
18482400.0,0.1,0.07500000000000001,292.1484875899258,291.43056214364134,0.8739606953892677,291.64885666724814
18483300.0,0.1,0.07500000000000001,291.91691583999994,291.2149743642087,0.8739606953892677,291.43056214364134
18484200.0,0.1,0.07500000000000001,291.61361354666667,290.99965828521874,0.8739606953892677,291.2149743642087
18485100.0,0.1,0.07500000000000001,291.32871493333334,290.78673949226413,0.8739606953892677,290.99965828521874
18486000.0,0.1,0.07500000000000001,291.151312109037,290.58121403792666,0.8739606953892677,290.78673949226413
18486900.0,0.1,0.07500000000000001,291.121249632,290.3899788718341,0.8739606953892677,290.58121403792666
18487800.0,0.1,0.07500000000000001,291.16558912,290.2148941747512,0.8739606953892677,290.3899788718341
18488700.0,0.1,0.07500000000000001,291.20211948799994,290.0531838734111,0.8739606953892677,290.2148941747512
18489600.0,0.1,0.07500000000000001,291.14886289919997,289.8999686099967,0.8739606953892677,290.0531838734111
18490500.0,0.1,0.07500000000000001,291.00928844799995,289.7497401111002,0.8739606953892677,289.8999686099967
18491400.0,0.1,0.07500000000000001,290.8499960576,289.60286232278105,0.8739606953892677,289.7497401111002
18492300.0,0.1,0.07500000000000001,290.69068915199995,289.45977874560015,0.8739606953892677,289.60286232278105
18493200.0,0.1,0.07500000000000001,290.5503746702222,289.3213875140717,0.8739606953892677,289.45977874560015
18494100.0,0.1,0.07500000000000001,290.44064409599997,289.1886690119152,0.8739606953892677,289.3213875140717
18495000.0,0.1,0.07500000000000001,290.35,289.06225400614096,0.8739606953892677,289.1886690119152
18495900.0,0.1,0.07500000000000001,290.259355904,288.94115477088474,0.8739606953892677,289.06225400614096
18496800.0,0.1,0.07500000000000001,290.14845341866663,288.8242638259158,0.8739606953892677,288.94115477088474
18497700.0,0.1,0.07500000000000001,289.9230553600001,288.70702053240296,0.8739606953892677,288.8242638259158
18498600.0,0.1,0.07500000000000001,289.587837568,288.58313310823195,0.8739606953892677,288.70702053240296
18499500.0,0.1,0.07500000000000001,289.28361664,288.4560647024539,0.8739606953892677,288.58313310823195
18500400.0,0.1,0.07500000000000001,289.150946176,288.33397465457585,0.8739606953892677,288.4560647024539
18501300.0,0.1,0.07500000000000001,289.15,288.2252470044138,0.8739606953892677,288.33397465457585
18502200.0,0.1,0.07500000000000001,289.15,288.12597612365937,0.8739606953892677,288.2252470044138
18503100.0,0.1,0.07500000000000001,289.15,288.0340757346971,0.8739606953892677,288.12597612365937
