,uFan,PTot,TRoo
17388780.0,0.0,0.0,296.6403684244268
17388840.0,0.0,0.0,296.6459453885132
17388900.0,0.0,0.0,296.6516782760959
17388900.0,0.0,0.0,296.6516782760959
17388960.0,0.0,0.0,296.6576396375617
17389020.0,0.0,0.0,296.6637023091974
17389080.0,0.0,0.0,296.6698995556209
17389140.0,0.0,0.0,296.67624169589925
17389200.0,0.0,0.0,296.68273117376845
17389260.0,0.0,0.0,296.68936770018706
17389320.0,0.0,0.0,296.6961499878039
17389380.0,0.0,0.0,296.70307632575015
17389440.0,0.0,0.0,296.71014477422773
17389500.0,0.0,0.0,296.7173532037033
17389560.0,0.0,0.0,296.72469931209275
17389620.0,0.0,0.0,296.7321806238871
17389680.0,0.0,0.0,296.73979449000853
17389740.0,0.0,0.0,296.74753809160717
17389800.0,0.0,0.0,296.75540844819506
17389800.0,0.0,0.0,296.75540844819506
17389860.0,0.0,0.0,296.76346147315064
17389920.0,0.0,0.0,296.77159327644404
17389980.0,0.0,0.0,296.77982818789366
17390040.0,0.0,0.0,296.78817221909935
17390100.0,0.0,0.0,296.79662509080407
17390160.0,0.0,0.0,296.80518436376235
17390220.0,0.0,0.0,296.8138468367792
17390280.0,0.0,0.0,296.8226090247803
17390340.0,0.0,0.0,296.8314673235309
17390400.0,0.0,0.0,296.8404180676085
17390460.0,0.0,0.0,296.84945755159924
17390520.0,0.0,0.0,296.85858203825416
17390580.0,0.0,0.0,296.86778776171116
17390640.0,0.0,0.0,296.87707092860603
17390700.0,0.0,0.0,296.88642771810385
17390700.0,0.0,0.0,296.88642771810385
17390760.0,0.0,0.0,296.8958612435913
17390820.0,0.0,0.0,296.90535311812965
17390880.0,0.0,0.0,296.91490750771055
17390940.0,0.0,0.0,296.92453591165463
17391000.0,0.0,0.0,296.9342185656715
17391060.0,0.0,0.0,296.9439582823819
17391120.0,0.0,0.0,296.953741710579
17391180.0,0.0,0.0,296.96356527559385
17391240.0,0.0,0.0,296.9734254343255
17391300.0,0.0,0.0,296.9833187288485
17391360.0,0.0,0.0,296.99324178040774
17391420.0,0.0,0.0,297.0031912758268
17391480.0,0.0,0.0,297.013163948717
17391540.0,0.0,0.0,297.0231565575815
17391600.0,0.0,0.0,297.0331658625802
17391600.0,0.0,0.0,297.0331658625802
17391660.0,0.0,0.0,297.04319290928214
17391720.0,0.0,0.0,297.0532341254851
17391780.0,0.0,0.0,297.0632967911944
17391840.0,0.0,0.0,297.07338582431606
17391900.0,0.0,0.0,297.08350524074655
17391960.0,0.0,0.0,297.09365862941877
17392020.0,0.0,0.0,297.1038493067427
17392080.0,0.0,0.0,297.1140803693374
17392140.0,0.0,0.0,297.12435471564754
17392200.0,0.0,0.0,297.13467505917777
17392260.0,0.0,0.0,297.1450439406208
17392320.0,0.0,0.0,297.1554637411634
17392380.0,0.0,0.0,297.16593669765496
17392440.0,0.0,0.0,297.1764649198375
17392500.0,0.0,0.0,297.1870504097369
17392500.0,0.0,0.0,297.1870504097369
17392560.0,0.0,0.0,297.1977239113382
17392620.0,0.0,0.0,297.2084420304195
17392680.0,0.0,0.0,297.21923338392344
17392740.0,0.0,0.0,297.2301108231838
17392800.0,0.0,0.0,297.2411216872821
17392860.0,0.0,0.0,297.2522215052906
17392920.0,0.0,0.0,297.2634097923937
17392980.0,0.0,0.0,297.2746868128662
17393040.0,0.0,0.0,297.28605357969195
17393100.0,0.0,0.0,297.29751200535475
17393160.0,0.0,0.0,297.3090653746856
17393220.0,0.0,0.0,297.3207200187563
17393280.0,0.0,0.0,297.3324787430436
17393340.0,0.0,0.0,297.3443333310115
17393400.0,0.0,0.0,297.35627647786305
17393400.0,0.0,0.0,297.35627647786305
17393460.0,0.0,0.0,297.36830439671775
17393520.0,0.0,0.0,297.38038773832756
17393580.0,0.0,0.0,297.3925440911384
17393640.0,0.0,0.0,297.40477889646246
17393700.0,0.0,0.0,297.4170946151516
17393760.0,0.0,0.0,297.4294943691518
17393820.0,0.0,0.0,297.4419837209825
17393880.0,0.0,0.0,297.45457340198686
17393940.0,0.0,0.0,297.46726991851995
17394000.0,0.0,0.0,297.48007749035236
17394060.0,0.0,0.0,297.49301348237714
17394120.0,0.0,0.0,297.5060861814926
17394180.0,0.0,0.0,297.51928245873455
17394240.0,0.0,0.0,297.53258600685274
17394300.0,0.0,0.0,297.5459816135715
17394300.0,2.0353952375629538e-05,0.0,297.5459816135715
17394360.0,2.0353952375629538e-05,0.06481026350167066,297.5594240081894
17394420.0,2.0353952375629538e-05,0.06484772526167633,297.57294421709537
17394480.0,2.0353952375629538e-05,0.0649232858185249,297.58653227890875
17394540.0,2.0353952375629538e-05,0.0649991055905781,297.60016615737754
17394600.0,2.0353952375629538e-05,0.06507497769667023,297.6138389291907
17394660.0,2.0353952375629538e-05,0.06515086702602652,297.62754459401805
17394720.0,2.0353952375629538e-05,0.0652267431262227,297.6412779836772
17394780.0,2.0353952375629538e-05,0.06530257794129346,297.65503467998815
17394840.0,2.0353952375629538e-05,0.06537834591073646,297.6688109412143
17394900.0,2.0353952375629538e-05,0.06545402376806553,297.68260363484916
17394960.0,2.0353952375629538e-05,0.06552959030949825,297.69641017516756
17395020.0,2.0353952375629538e-05,0.06560502617179013,297.7102284644051
17395080.0,2.0353952375629538e-05,0.06568031362018972,297.72405683670627
17395140.0,2.0353952375629538e-05,0.06575543634423289,297.7378940041457
17395200.0,2.0353952375629538e-05,0.06583037925909352,297.7517390042139
17395200.0,0.0,0.06583037925909352,297.7517390042139
17395260.0,0.0,0.0001231488437954685,297.9071868346422
17395320.0,0.0,5.10414349641375e-07,298.0513115749102
17395380.0,0.0,5.941721414718999e-09,298.1858121116436
17395440.0,0.0,1.0581083907312337e-08,298.31432181808526
17395500.0,0.0,6.737836461611839e-09,298.43446506359555
17395560.0,0.0,3.625150386603408e-10,298.5464582787185
17395620.0,0.0,3.92535650730185e-11,298.65073876653804
17395680.0,0.0,9.587252642060677e-11,298.74779469881696
17395740.0,0.0,1.77784710560706e-11,298.8381275126141
17395800.0,0.0,8.056932083283466e-13,298.9222325708641
17395860.0,0.0,3.447029155411149e-13,299.000588652244
17395920.0,0.0,1.0290667364168258e-14,299.07365214732675
17395980.0,0.0,4.15787633677297e-14,299.1418539809187
17396040.0,0.0,6.640411603200729e-15,299.205598220166
17396100.0,0.0,2.1175274258141374e-16,299.2652617695302
17396100.0,0.03704384532622505,2.1175274258141374e-16,299.2652617695302
17396160.0,0.03704384532622505,91.00740096281136,299.24172581561555
17396220.0,0.03704384532622505,84.33048954853736,299.2111736595756
17396280.0,0.03704384532622505,83.38338909568235,299.18552221876956
17396340.0,0.03704384532622505,83.16756264238705,299.16429258826236
17396400.0,0.03704384532622505,83.02960365739891,299.14700369315455
17396460.0,0.03704384532622505,82.93663386288796,299.133241409206
17396520.0,0.03704384532622505,82.8640342099962,299.1226047099008
17396580.0,0.03704384532622505,82.81020029003834,299.1147962656529
17396640.0,0.03704384532622505,82.77380381341861,299.10953613023906
17396700.0,0.03704384532622505,82.75321703837501,299.10656292656415
17396760.0,0.03704384532622505,82.74681227240006,299.10563898970827
17396820.0,0.03704384532622505,82.75309378234945,299.10655008341007
17396880.0,0.03704384532622505,82.77071984260037,299.10910340536327
17396940.0,0.03704384532622505,82.7984866868441,299.11312509019064
17397000.0,0.03704384532622505,82.83530543548187,299.1184574691752
17397000.0,0.039701620104955405,82.83530543548187,299.1184574691752
17397060.0,0.039701620104955405,88.7793633120033,299.11937344408966
17397120.0,0.039701620104955405,88.79195682793825,299.12105569047327
17397180.0,0.039701620104955405,88.8150005877702,299.1241836672234
17397240.0,0.039701620104955405,88.85256708075572,299.12926300682983
17397300.0,0.039701620104955405,88.89883489497377,299.13550586294593
17397360.0,0.039701620104955405,88.9530807381971,299.14282620498165
17397420.0,0.039701620104955405,89.01470417652202,299.1511427769956
17397480.0,0.039701620104955405,89.08314532573478,299.16037982993646
17397540.0,0.039701620104955405,89.15788551252002,299.17046722628453
17397600.0,0.039701620104955405,89.23844637450789,299.1813402756523
17397660.0,0.039701620104955405,89.32438772089537,299.1929394439939
17397720.0,0.039701620104955405,89.41530507784987,299.2052100224829
17397780.0,0.039701620104955405,89.51082733706578,299.218101810083
17397840.0,0.039701620104955405,89.61061359808106,299.2315686870199
17397900.0,0.039701620104955405,89.71435066498461,299.2455682765474
17397900.0,0.06198362179177597,89.71435066498461,299.2455682765474
17397960.0,0.06198362179177597,139.65306679256273,299.21232667093676
17398020.0,0.06198362179177597,139.25882939982563,299.17787568749856
17398080.0,0.06198362179177597,138.94058028810662,299.150325978801
17398140.0,0.06198362179177597,138.68434746279237,299.1280994133885
17398200.0,0.06198362179177597,138.45654090906638,299.10833856918083
17398260.0,0.06198362179177597,138.2735208354382,299.0924161072143
17398320.0,0.06198362179177597,138.12981403178858,299.08001212781227
17398380.0,0.06198362179177597,138.02463840506837,299.07079039053497
17398440.0,0.06198362179177597,137.95029381792554,299.0644312034834
17398500.0,0.06198362179177597,137.90891367320222,299.06064344307066
17398560.0,0.06198362179177597,137.88991661464277,299.0591657651531
17398620.0,0.06198362179177597,137.90090035909887,299.05976457579163
17398680.0,0.06198362179177597,137.9253497559219,299.0622313854753
17398740.0,0.06198362179177597,137.97374649356442,299.0663803085797
17398800.0,0.06198362179177597,138.04120415231034,299.0720446513052
17398800.0,0.061828795738592915,138.04120415231034,299.0720446513052
17398860.0,0.061828795738592915,137.78433006755293,299.07950282780934
17398920.0,0.061828795738592915,137.88887556906292,299.088487411558
17398980.0,0.061828795738592915,138.00645829997487,299.0986326351325
17399040.0,0.061828795738592915,138.13438185145864,299.10967878286056
17399100.0,0.061828795738592915,138.27177377533835,299.12154945804707
17399160.0,0.061828795738592915,138.41783762657025,299.1341754440342
17399220.0,0.061828795738592915,138.57185033789395,299.1474939561894
17399280.0,0.061828795738592915,138.7331552196897,299.1614479760685
17399340.0,0.061828795738592915,138.90115523090486,299.17598565883327
17399400.0,0.061828795738592915,139.0753069159444,299.1910598056837
17399460.0,0.061828795738592915,139.2551149916863,299.20662739397426
17399520.0,0.061828795738592915,139.44012752175047,299.2226491585175
17399580.0,0.061828795738592915,139.6299316140737,299.23908921832765
17399640.0,0.061828795738592915,139.82414958362185,299.25591474371515
17399700.0,0.061828795738592915,140.02243552846292,299.27309565923713
17399700.0,0.08648967683109657,140.02243552846292,299.27309565923713
17399760.0,0.08648967683109657,195.30664362984663,299.2378398346068
