env_step,rew,time
1344,-796.5217,332.636
2688,-701.741,661.308
4032,-684.5809,989.1398
5376,-657.7812,1318.3957
6720,-676.8765,1648.7663
8064,-661.4119,2018.2322
9408,-666.936,2355.6287
10752,-646.5449,2688.7961
12096,-643.0942,3021.9967
13440,-652.7243,3356.1967
14784,-647.0999,3687.1897
16128,-633.8298,4019.6249
17472,-633.0142,4348.2603
18816,-641.7601,4676.5653
20160,-643.3391,5008.2799
21504,-645.9555,5344.0393
22848,-652.0616,5678.058
24192,-643.064,6012.9992
25536,-676.0219,6345.1293
26880,-648.4357,6678.4454
28224,-636.6725,7010.8715
29568,-638.5651,7351.1969
30912,-635.8203,7683.5156
32256,-647.6262,8017.6182
33600,-639.7797,8352.9896
34944,-641.1917,8689.4284
36288,-632.9825,9019.2381
37632,-618.7062,9353.258
38976,-639.2954,9686.8552
40320,-642.6926,10021.7537
41664,-647.1504,10356.6628
43008,-640.6307,10691.6282
44352,-641.9016,11028.6051
45696,-647.9332,11365.3663
47040,-650.9269,11706.7836
48384,-649.4292,12046.6049
49728,-647.9738,12386.4798
51072,-644.9555,12725.6851
52416,-645.6268,13078.1083
53760,-654.4933,13411.9593
55104,-659.9351,13746.6736
56448,-653.4672,14083.6356
57792,-638.0555,14424.4425
59136,-640.9951,14765.2158
60480,-643.4921,15110.503
61824,-649.2437,15456.884
63168,-647.7931,15812.7609
64512,-657.8703,16183.8831
65856,-645.4089,16572.8481
67200,-641.902,16948.4129
68544,-658.2758,17355.1508
69888,-645.3228,17713.7313
71232,-629.8834,18061.719
72576,-655.35,18418.5988
73920,-665.2177,18779.7242
75264,-636.4189,19148.1764
76608,-649.2394,19515.021
77952,-679.0168,19883.4013
79296,-646.4758,20234.9322
80640,-637.7477,20581.2609
81984,-642.5986,20919.177
83328,-641.9701,21259.4378
84672,-706.0555,21601.5738
86016,-713.0792,21945.9067
87360,-673.0529,22292.8158
88704,-641.6653,22651.2526
90048,-664.7266,23000.1338
91392,-636.9351,23370.2963
92736,-668.4079,23760.0313
94080,-665.9406,24167.0777
95424,-656.2825,24587.4768
96768,-663.015,24966.8417
98112,-653.5221,25390.9888
99456,-664.3996,25815.5545
100800,-674.9344,26249.0901
102144,-688.4678,26671.2546
103488,-678.7076,27084.9851
104832,-705.1995,27427.2673
106176,-647.7663,27776.3733
107520,-670.3316,28133.6026
108864,-647.0248,28494.6336
110208,-648.3221,28875.8472
111552,-662.1534,29251.4464
112896,-653.2629,29625.1767
114240,-638.7414,30004.5545
115584,-636.9268,30390.6671
116928,-639.1823,30773.5404
118272,-643.5294,31149.1273
119616,-658.4724,31528.9583
120960,-639.3312,31903.0857
122304,-621.7861,32273.3923
123648,-628.7891,32664.5237
124992,-650.5096,33051.5381
126336,-642.6274,33422.5315
127680,-622.4038,33770.7073
129024,-631.4181,34140.7977
