env_step,rew,time
1088,-950.8312,315.2092
2432,-823.8231,635.1949
3776,-731.4594,953.0608
5120,-707.613,1267.6695
6464,-916.1245,1582.5644
7808,-854.7479,1900.6258
9152,-827.8733,2215.9694
10496,-910.1913,2532.5838
11840,-734.9647,2850.3114
13184,-733.0627,3166.9064
14528,-829.8034,3483.7818
15872,-703.4937,3801.9249
17216,-805.8474,4119.6253
18560,-775.4813,4438.2894
19904,-677.7166,4757.597
21248,-766.9201,5075.2285
22592,-761.715,5394.0446
23936,-772.2958,5713.6842
25280,-679.8016,6033.0175
26624,-750.0906,6352.9813
27968,-658.1661,6673.9344
29312,-670.0837,6990.6874
30656,-757.6932,7310.4889
32000,-597.4991,7629.8905
33344,-642.5568,7947.4796
34688,-746.6654,8267.3033
36032,-577.1519,8585.8287
37376,-625.002,8903.5097
38720,-587.3302,9222.9641
40064,-868.6398,9540.849
41408,-686.7485,9860.5402
42752,-696.6509,10179.6551
44096,-718.8536,10497.1048
45440,-716.5582,10817.0912
46784,-730.4545,11134.9426
48128,-666.3544,11451.8426
49472,-804.9165,11769.9556
50816,-693.8802,12087.3623
52160,-701.3302,12404.8704
53504,-555.8011,12723.7019
54848,-429.7218,13042.2918
56192,-590.6318,13361.7995
57536,-524.7106,13683.504
58880,-505.8026,14002.4178
60224,-504.3542,14322.6409
61568,-600.2087,14642.8046
62912,-622.2998,14969.2041
64256,-524.903,15288.8677
65600,-543.2217,15607.3914
66944,-421.0253,15926.0393
68288,-565.6746,16266.4283
69632,-570.7242,16584.8791
70976,-554.3447,16903.4991
72320,-562.3762,17221.4308
73664,-510.4353,17540.0992
75008,-416.1764,17867.3088
76352,-467.0408,18187.3884
77696,-435.9289,18505.9979
79040,-406.7506,18824.8009
80384,-327.5149,19144.1989
81728,-413.7622,19462.9326
83072,-419.9562,19782.0486
84416,-443.3919,20102.7605
85760,-500.9416,20419.0011
87104,-438.5036,20733.8316
88448,-345.5616,21051.4848
89792,-410.453,21368.0412
91136,-374.8803,21685.4517
92480,-349.4861,22001.3759
93824,-373.2191,22318.8913
95168,-369.9348,22635.5917
96512,-338.2241,22952.9073
97856,-271.2638,23269.2134
99200,-275.1123,23585.5945
100544,-326.6861,23902.9166
101888,-253.5954,24220.8674
