,Tz_1,Tz_2,Tz_3,Tz_4,time,Tz,To_1,To_2,To_3,To_4,To,T_set
17408.0,17.232825409756856,17.120466625385973,17.088351181201347,17.17899697266148,17408.0,17.504273947496188,16.61632364079088,16.428229005736227,16.242325825143894,16.12275131410553,16.758637833194655,30.408623372084094
17409.0,17.504273947496188,17.232825409756856,17.120466625385973,17.088351181201347,17409.0,17.89543031785047,16.758637833194655,16.61632364079088,16.428229005736227,16.242325825143894,16.881129250188224,30.408623372084094
17410.0,17.89543031785047,17.504273947496188,17.232825409756856,17.120466625385973,17410.0,18.27714004887997,16.881129250188224,16.758637833194655,16.61632364079088,16.428229005736227,17.002586608579634,30.408623372084094
17411.0,18.27714004887997,17.89543031785047,17.504273947496188,17.232825409756856,17411.0,18.65839772277195,17.002586608579634,16.881129250188224,16.758637833194655,16.61632364079088,17.129090313608174,30.408623372084094
17412.0,18.65839772277195,18.27714004887997,17.89543031785047,17.504273947496188,17412.0,19.042199251222883,17.129090313608174,17.002586608579634,16.881129250188224,16.758637833194655,17.266213478614134,30.408623372084094
17413.0,19.042199251222883,18.65839772277195,18.27714004887997,17.89543031785047,17413.0,19.42928024104424,17.266213478614134,17.129090313608174,17.002586608579634,16.881129250188224,17.414331323188378,30.408623372084094
17414.0,19.42928024104424,19.042199251222883,18.65839772277195,18.27714004887997,17414.0,19.82188911347407,17.414331323188378,17.266213478614134,17.129090313608174,17.002586608579634,17.56785766301755,30.408623372084094
17415.0,19.82188911347407,19.42928024104424,19.042199251222883,18.65839772277195,17415.0,20.223567424165026,17.56785766301755,17.414331323188378,17.266213478614134,17.129090313608174,17.720554625841828,30.697043867308935
17416.0,20.223567424165026,19.82188911347407,19.42928024104424,19.042199251222883,17416.0,20.638059610462335,17.720554625841828,17.56785766301755,17.414331323188378,17.266213478614134,17.866218251134285,31.602949149525898
17417.0,20.638059610462335,20.223567424165026,19.82188911347407,19.42928024104424,17417.0,21.06661415994654,17.866218251134285,17.720554625841828,17.56785766301755,17.414331323188378,18.001172872955067,31.686374938488655
17418.0,21.06661415994654,20.638059610462335,20.223567424165026,19.82188911347407,17418.0,21.505328257706992,18.001172872955067,17.866218251134285,17.720554625841828,17.56785766301755,18.125850588989977,31.686374938488655
17419.0,21.505328257706992,21.06661415994654,20.638059610462335,20.223567424165026,17419.0,21.943567065983643,18.125850588989977,18.001172872955067,17.866218251134285,17.720554625841828,18.241365653067078,31.686374938488655
17420.0,21.943567065983643,21.505328257706992,21.06661415994654,20.638059610462335,17420.0,22.36880884054318,18.241365653067078,18.125850588989977,18.001172872955067,17.866218251134285,18.332591278077643,31.686374938488655
17421.0,22.36880884054318,21.943567065983643,21.505328257706992,21.06661415994654,17421.0,22.771984707167235,18.332591278077643,18.241365653067078,18.125850588989977,18.001172872955067,18.34913876200926,31.686374938488655
17422.0,22.771984707167235,22.36880884054318,21.943567065983643,21.505328257706992,17422.0,23.149590221149765,18.34913876200926,18.332591278077643,18.241365653067078,18.125850588989977,18.319277234020092,31.686374938488655
17423.0,23.149590221149765,22.771984707167235,22.36880884054318,21.943567065983643,17423.0,23.50503749519055,18.319277234020092,18.34913876200926,18.332591278077643,18.241365653067078,18.29583649374365,31.686374938488655
17424.0,23.50503749519055,23.149590221149765,22.771984707167235,22.36880884054318,17424.0,23.847588068925063,18.29583649374365,18.319277234020092,18.34913876200926,18.332591278077643,18.342063430911082,31.686374938488655
17425.0,23.847588068925063,23.50503749519055,23.149590221149765,22.771984707167235,17425.0,24.187243969423093,18.342063430911082,18.29583649374365,18.319277234020092,18.34913876200926,18.505082966669477,31.686374938488655
17426.0,24.187243969423093,23.847588068925063,23.50503749519055,23.149590221149765,17426.0,24.507601187924195,18.505082966669477,18.342063430911082,18.29583649374365,18.319277234020092,18.712779413741828,29.463956627967377
17427.0,24.507601187924195,24.187243969423093,23.847588068925063,23.50503749519055,17427.0,22.304088001479386,18.712779413741828,18.505082966669477,18.342063430911082,18.29583649374365,18.86530270553243,22.420399346594024
17428.0,22.304088001479386,24.507601187924195,24.187243969423093,23.847588068925063,17428.0,21.77691446208854,18.86530270553243,18.712779413741828,18.505082966669477,18.342063430911082,18.852019713218226,21.777126451862898
17429.0,21.77691446208854,22.304088001479386,24.507601187924195,24.187243969423093,17429.0,21.776902824618844,18.852019713218226,18.86530270553243,18.712779413741828,18.505082966669477,18.605935200960857,21.777126451862898
17430.0,21.776902824618844,21.77691446208854,22.304088001479386,24.507601187924195,17430.0,21.776909825808275,18.605935200960857,18.852019713218226,18.86530270553243,18.712779413741828,18.243032427519154,21.777126451862898
17431.0,21.776909825808275,21.776902824618844,21.77691446208854,22.304088001479386,17431.0,21.776932032296486,18.243032427519154,18.605935200960857,18.852019713218226,18.86530270553243,17.917880541569787,21.777126451862898
17432.0,21.776932032296486,21.776909825808275,21.776902824618844,21.77691446208854,17432.0,21.77696558893024,17.917880541569787,18.243032427519154,18.605935200960857,18.852019713218226,17.768506745513037,21.777126451862898
17433.0,21.77696558893024,21.776932032296486,21.776909825808275,21.776902824618844,17433.0,21.776990558072157,17.768506745513037,17.917880541569787,18.243032427519154,18.605935200960857,17.79087247200073,21.777126451862898
17434.0,21.776990558072157,21.77696558893024,21.776932032296486,21.776909825808275,17434.0,22.311438751279297,17.79087247200073,17.768506745513037,17.917880541569787,18.243032427519154,17.865001694929163,24.18726743676109
17435.0,22.311438751279297,21.776990558072157,21.77696558893024,21.776932032296486,17435.0,23.26503633425392,17.865001694929163,17.79087247200073,17.768506745513037,17.917880541569787,17.862935666742374,31.695453438720733
17436.0,23.26503633425392,22.311438751279297,21.776990558072157,21.77696558893024,17436.0,23.74722826477415,17.862935666742374,17.865001694929163,17.79087247200073,17.768506745513037,17.66136905344922,32.362608436328856
17437.0,23.74722826477415,23.26503633425392,22.311438751279297,21.776990558072157,17437.0,23.952031423888172,17.66136905344922,17.862935666742374,17.865001694929163,17.79087247200073,17.238412153186516,32.362608436328856
17438.0,23.952031423888172,23.74722826477415,23.26503633425392,22.311438751279297,17438.0,23.97969359492589,17.238412153186516,17.66136905344922,17.862935666742374,17.865001694929163,16.72501898438287,32.362608436328856
17439.0,23.97969359492589,23.952031423888172,23.74722826477415,23.26503633425392,17439.0,23.900172289392458,16.72501898438287,17.238412153186516,17.66136905344922,17.862935666742374,16.275326009752916,32.362608436328856
17440.0,23.900172289392458,23.97969359492589,23.952031423888172,23.74722826477415,17440.0,23.76181857386723,16.275326009752916,16.72501898438287,17.238412153186516,17.66136905344922,15.994392935424457,32.362608436328856
17441.0,23.76181857386723,23.900172289392458,23.97969359492589,23.952031423888172,17441.0,23.59328226162188,15.994392935424457,16.275326009752916,16.72501898438287,17.238412153186516,15.79409354246701,32.362608436328856
17442.0,23.59328226162188,23.76181857386723,23.900172289392458,23.97969359492589,17442.0,23.41010664122996,15.79409354246701,15.994392935424457,16.275326009752916,16.72501898438287,15.652541136979721,32.68160884855041
17443.0,23.41010664122996,23.59328226162188,23.76181857386723,23.900172289392458,17443.0,23.22235608855169,15.652541136979721,15.79409354246701,15.994392935424457,16.275326009752916,15.59439127091332,33.658703522646874
17444.0,23.22235608855169,23.41010664122996,23.59328226162188,23.76181857386723,17444.0,23.037769635040036,15.59439127091332,15.652541136979721,15.79409354246701,15.994392935424457,15.642544138666892,33.74091501448174
17445.0,23.037769635040036,23.22235608855169,23.41010664122996,23.59328226162188,17445.0,22.861491201284878,15.642544138666892,15.59439127091332,15.652541136979721,15.79409354246701,15.783953955074935,33.74091501448174
17446.0,22.861491201284878,23.037769635040036,23.22235608855169,23.41010664122996,17446.0,22.694397198863328,15.783953955074935,15.642544138666892,15.59439127091332,15.652541136979721,15.952238731249508,33.74091501448174
17447.0,22.694397198863328,22.861491201284878,23.037769635040036,23.22235608855169,17447.0,22.531674562054718,15.952238731249508,15.783953955074935,15.642544138666892,15.59439127091332,16.072880202711758,33.74091501448174
17448.0,22.531674562054718,22.694397198863328,22.861491201284878,23.037769635040036,17448.0,22.261161961537198,16.072880202711758,15.952238731249508,15.783953955074935,15.642544138666892,16.099974188501676,33.74091501448174
17449.0,22.261161961537198,22.531674562054718,22.694397198863328,22.861491201284878,17449.0,21.8988533311512,16.099974188501676,16.072880202711758,15.952238731249508,15.783953955074935,16.100000000000023,33.74091501448174
17450.0,21.8988533311512,22.261161961537198,22.531674562054718,22.694397198863328,17450.0,21.566769411070368,16.100000000000023,16.099974188501676,16.072880202711758,15.952238731249508,16.100000000000023,33.74091501448174
17451.0,21.566769411070368,21.8988533311512,22.261161961537198,22.531674562054718,17451.0,21.249890226697346,16.100000000000023,16.100000000000023,16.099974188501676,16.072880202711758,16.100000000000023,33.74091501448174
17452.0,21.249890226697346,21.566769411070368,21.8988533311512,22.261161961537198,17452.0,21.288421259290658,16.100000000000023,16.100000000000023,16.100000000000023,16.099974188501676,16.100000000000023,33.74091501448174
17453.0,21.288421259290658,21.249890226697346,21.566769411070368,21.8988533311512,17453.0,21.52861393988377,16.100000000000023,16.100000000000023,16.100000000000023,16.100000000000023,16.100000000000023,30.55727912721329
17454.0,21.52861393988377,21.288421259290658,21.249890226697346,21.566769411070368,17454.0,20.324196965451904,16.100000000000023,16.100000000000023,16.100000000000023,16.100000000000023,16.100000000000023,20.834891761320762
17455.0,20.324196965451904,21.52861393988377,21.288421259290658,21.249890226697346,17455.0,19.850666540864893,16.100000000000023,16.100000000000023,16.100000000000023,16.100000000000023,16.100000000000023,20.037496205959314
17456.0,19.850666540864893,20.324196965451904,21.52861393988377,21.288421259290658,17456.0,19.650352861454508,16.100000000000023,16.100000000000023,16.100000000000023,16.100000000000023,16.100000000000023,20.037496205959314
17457.0,19.650352861454508,19.850666540864893,20.324196965451904,21.52861393988377,17457.0,19.71955017560208,16.100000000000023,16.100000000000023,16.100000000000023,16.100000000000023,16.100000000000023,20.037496205959314
17458.0,19.71955017560208,19.650352861454508,19.850666540864893,20.324196965451904,17458.0,19.922178280842047,16.100000000000023,16.100000000000023,16.100000000000023,16.100000000000023,16.100000000000023,21.929955112692994
17459.0,19.922178280842047,19.71955017560208,19.650352861454508,19.850666540864893,17459.0,19.9851376410042,16.100000000000023,16.100000000000023,16.100000000000023,16.100000000000023,16.100021985518538,27.631408400366865
17460.0,19.9851376410042,19.922178280842047,19.71955017560208,19.650352861454508,17460.0,19.97448443443227,16.100021985518538,16.100000000000023,16.100000000000023,16.100000000000023,16.156839359625394,28.10297671329556
17461.0,19.97448443443227,19.9851376410042,19.922178280842047,19.71955017560208,17461.0,19.928999338677386,16.156839359625394,16.100021985518538,16.100000000000023,16.100000000000023,16.44060516616196,28.10297671329556
17462.0,19.928999338677386,19.97448443443227,19.9851376410042,19.922178280842047,17462.0,19.87372914069755,16.44060516616196,16.156839359625394,16.100021985518538,16.100000000000023,16.834341768540128,28.10297671329556
17463.0,19.87372914069755,19.928999338677386,19.97448443443227,19.9851376410042,17463.0,19.81637152311839,16.834341768540128,16.44060516616196,16.156839359625394,16.100021985518538,17.13178061688052,28.10297671329556
17464.0,19.81637152311839,19.87372914069755,19.928999338677386,19.97448443443227,17464.0,19.753712226910352,17.13178061688052,16.834341768540128,16.44060516616196,16.156839359625394,17.19978285245321,28.10297671329556
17465.0,19.753712226910352,19.81637152311839,19.87372914069755,19.928999338677386,17465.0,19.683804094355708,17.19978285245321,17.13178061688052,16.834341768540128,16.44060516616196,17.200000000000045,28.10297671329556
17466.0,19.683804094355708,19.753712226910352,19.81637152311839,19.87372914069755,17466.0,19.60936965262863,17.200000000000045,17.19978285245321,17.13178061688052,16.834341768540128,17.200000000000045,28.10297671329556
17467.0,19.60936965262863,19.683804094355708,19.753712226910352,19.81637152311839,17467.0,19.532854339057735,17.200000000000045,17.200000000000045,17.19978285245321,17.13178061688052,17.200000000000045,25.617091083940124
17468.0,19.532854339057735,19.60936965262863,19.683804094355708,19.753712226910352,17468.0,17.786488698215862,17.200000000000045,17.200000000000045,17.200000000000045,17.19978285245321,17.200000000000045,17.999430222411036
17469.0,17.786488698215862,19.532854339057735,19.60936965262863,19.683804094355708,17469.0,17.35505994345766,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.356234217338226
17470.0,17.35505994345766,17.786488698215862,19.532854339057735,19.60936965262863,17470.0,17.354427614088536,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.356234217338226
17471.0,17.354427614088536,17.35505994345766,17.786488698215862,19.532854339057735,17471.0,17.32217408514532,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.356234217338226
17472.0,17.32217408514532,17.354427614088536,17.35505994345766,17.786488698215862,17472.0,17.247989879573538,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.356234217338226
17473.0,17.247989879573538,17.32217408514532,17.354427614088536,17.35505994345766,17473.0,17.154049018847843,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.356234217338226
17474.0,17.154049018847843,17.247989879573538,17.32217408514532,17.354427614088536,17474.0,17.05280056973362,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.356234217338226
17475.0,17.05280056973362,17.154049018847843,17.247989879573538,17.32217408514532,17475.0,16.950635114501722,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.356234217338226
17476.0,16.950635114501722,17.05280056973362,17.154049018847843,17.247989879573538,17476.0,16.914824946366082,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.356234217338226
17477.0,16.914824946366082,16.950635114501722,17.05280056973362,17.154049018847843,17477.0,17.10945054016861,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.356234217338226
17478.0,17.10945054016861,16.914824946366082,16.950635114501722,17.05280056973362,17478.0,17.2565460417934,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.356234217338226
17479.0,17.2565460417934,17.10945054016861,16.914824946366082,16.950635114501722,17479.0,16.550127297642348,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,16.327281243121377
17480.0,16.550127297642348,17.2565460417934,17.10945054016861,16.914824946366082,17480.0,14.805413671271367,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,13.128351934895193
17481.0,14.805413671271367,16.550127297642348,17.2565460417934,17.10945054016861,17481.0,14.311941710178814,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,12.831442567032354
17482.0,14.311941710178814,14.805413671271367,16.550127297642348,17.2565460417934,17482.0,14.135846625840657,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,12.831442567032354
17483.0,14.135846625840657,14.311941710178814,14.805413671271367,16.550127297642348,17483.0,14.028836033058667,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,12.831442567032354
17484.0,14.028836033058667,14.135846625840657,14.311941710178814,14.805413671271367,17484.0,13.945883996105238,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,12.831442567032354
17485.0,13.945883996105238,14.028836033058667,14.135846625840657,14.311941710178814,17485.0,13.87674169198749,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,12.831442567032354
17486.0,13.87674169198749,13.945883996105238,14.028836033058667,14.135846625840657,17486.0,13.940803621013401,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,13.977303137179263
17487.0,13.940803621013401,13.87674169198749,13.945883996105238,14.028836033058667,17487.0,14.476095365050469,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.4564287470792
17488.0,14.476095365050469,13.940803621013401,13.87674169198749,13.945883996105238,17488.0,14.864589571050033,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.727948606569953
17489.0,14.864589571050033,14.476095365050469,13.940803621013401,13.87674169198749,17489.0,15.129084098686064,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.727948606569953
17490.0,15.129084098686064,14.864589571050033,14.476095365050469,13.940803621013401,17490.0,15.32573976093488,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.727948606569953
17491.0,15.32573976093488,15.129084098686064,14.864589571050033,14.476095365050469,17491.0,15.485408133869669,17.200000000000045,17.200000000000045,17.200000000000045,17.200000000000045,17.200026089798257,17.727948606569953
17492.0,15.485408133869669,15.32573976093488,15.129084098686064,14.864589571050033,17492.0,15.627268098223112,17.200026089798257,17.200000000000045,17.200000000000045,17.200000000000045,17.22653507199192,18.31753757587711
17493.0,15.627268098223112,15.485408133869669,15.32573976093488,15.129084098686064,17493.0,15.766493751372991,17.22653507199192,17.200026089798257,17.200000000000045,17.200000000000045,17.362723903547533,20.125056515171366
17494.0,15.766493751372991,15.627268098223112,15.485408133869669,15.32573976093488,17494.0,15.915808577810822,17.362723903547533,17.22653507199192,17.200026089798257,17.200000000000045,17.56217904025516,20.278194095013532
17495.0,15.915808577810822,15.766493751372991,15.627268098223112,15.485408133869669,17495.0,16.082951390006826,17.56217904025516,17.362723903547533,17.22653507199192,17.200026089798257,17.738193506500636,20.278194095013532
17496.0,16.082951390006826,15.915808577810822,15.766493751372991,15.627268098223112,17496.0,16.27075019062454,17.738193506500636,17.56217904025516,17.362723903547533,17.22653507199192,17.818047631199022,20.278194095013532
17497.0,16.27075019062454,16.082951390006826,15.915808577810822,15.766493751372991,17497.0,16.479035621377307,17.818047631199022,17.738193506500636,17.56217904025516,17.362723903547533,17.817473339572018,20.278194095013532
17498.0,16.479035621377307,16.27075019062454,16.082951390006826,15.915808577810822,17498.0,16.708011341539645,17.817473339572018,17.818047631199022,17.738193506500636,17.56217904025516,17.78931038916153,20.278194095013532
17499.0,16.708011341539645,16.479035621377307,16.27075019062454,16.082951390006826,17499.0,16.95664413777081,17.78931038916153,17.817473339572018,17.818047631199022,17.738193506500636,17.78260235964632,20.278194095013532
17500.0,16.95664413777081,16.708011341539645,16.479035621377307,16.27075019062454,17500.0,17.0342607092075,17.78260235964632,17.78931038916153,17.817473339572018,17.818047631199022,17.83334033592223,20.576117164404877
17501.0,17.0342607092075,16.95664413777081,16.708011341539645,16.479035621377307,17501.0,17.03331314757628,17.83334033592223,17.78260235964632,17.78931038916153,17.817473339572018,17.922566440224386,21.483533268859276
17502.0,17.03331314757628,17.0342607092075,16.95664413777081,16.708011341539645,17502.0,17.149585581233964,17.922566440224386,17.83334033592223,17.78260235964632,17.78931038916153,18.04374874984535,21.554845135131075
17503.0,17.149585581233964,17.03331314757628,17.0342607092075,16.95664413777081,17503.0,17.336574015824283,18.04374874984535,17.922566440224386,17.83334033592223,17.78260235964632,18.2014457125905,21.554845135131075
17504.0,17.336574015824283,17.149585581233964,17.03331314757628,17.0342607092075,17504.0,17.679297778741386,18.2014457125905,18.04374874984535,17.922566440224386,17.83334033592223,18.408385206082414,21.554845135131075
17505.0,17.679297778741386,17.336574015824283,17.149585581233964,17.03331314757628,17505.0,18.14145234260451,18.408385206082414,18.2014457125905,18.04374874984535,17.922566440224386,18.683927817059327,21.554845135131075
17506.0,18.14145234260451,17.679297778741386,17.336574015824283,17.149585581233964,17506.0,18.595492298761826,18.683927817059327,18.408385206082414,18.2014457125905,18.04374874984535,18.989772822158557,24.333712031723564
17507.0,18.595492298761826,18.14145234260451,17.679297778741386,17.336574015824283,17507.0,19.052360079594052,18.989772822158557,18.683927817059327,18.408385206082414,18.2014457125905,19.272259277913747,32.8960571977517
17508.0,19.052360079594052,18.595492298761826,18.14145234260451,17.679297778741386,17508.0,19.5143147656035,19.272259277913747,18.989772822158557,18.683927817059327,18.408385206082414,19.484745350453693,33.63827609781276
17509.0,19.5143147656035,19.052360079594052,18.595492298761826,18.14145234260451,17509.0,19.977458334350217,19.484745350453693,19.272259277913747,18.989772822158557,18.683927817059327,19.63297193329265,33.63827609781276
17510.0,19.977458334350217,19.5143147656035,19.052360079594052,18.595492298761826,17510.0,20.43562807160953,19.63297193329265,19.484745350453693,19.272259277913747,18.989772822158557,19.758438686735644,33.63827609781276
17511.0,20.43562807160953,19.977458334350217,19.5143147656035,19.052360079594052,17511.0,20.88323992300667,19.758438686735644,19.63297193329265,19.484745350453693,19.272259277913747,19.903811392974887,33.63827609781276
17512.0,20.88323992300667,20.43562807160953,19.977458334350217,19.5143147656035,17512.0,21.31999841942121,19.903811392974887,19.758438686735644,19.63297193329265,19.484745350453693,20.101877791249137,33.63827609781276
17513.0,21.31999841942121,20.88323992300667,20.43562807160953,19.977458334350217,17513.0,21.749375212882228,20.101877791249137,19.903811392974887,19.758438686735644,19.63297193329265,20.341676140606126,33.63827609781276
17514.0,21.749375212882228,21.31999841942121,20.88323992300667,20.43562807160953,17514.0,22.17199459944169,20.341676140606126,20.101877791249137,19.903811392974887,19.758438686735644,20.615530767515224,33.63827609781276
17515.0,22.17199459944169,21.749375212882228,21.31999841942121,20.88323992300667,17515.0,22.600816624158824,20.615530767515224,20.341676140606126,20.101877791249137,19.903811392974887,20.923487858175747,33.63827609781276
17516.0,22.600816624158824,22.17199459944169,21.749375212882228,21.31999841942121,17516.0,23.06116125097651,20.923487858175747,20.615530767515224,20.341676140606126,20.101877791249137,21.27521377370539,33.63827609781276
17517.0,23.06116125097651,22.600816624158824,22.17199459944169,21.749375212882228,17517.0,23.569423684631033,21.27521377370539,20.923487858175747,20.615530767515224,20.341676140606126,21.694889371630552,33.63827609781276
17518.0,23.569423684631033,23.06116125097651,22.600816624158824,22.17199459944169,17518.0,24.122567629632897,21.694889371630552,21.27521377370539,20.923487858175747,20.615530767515224,22.148748883821497,33.63827609781276
17519.0,24.122567629632897,23.569423684631033,23.06116125097651,22.600816624158824,17519.0,24.706586676143502,22.148748883821497,21.694889371630552,21.27521377370539,20.923487858175747,22.58621584669254,32.871025396628795
17520.0,24.706586676143502,24.122567629632897,23.569423684631033,23.06116125097651,17520.0,25.30174110197953,22.58621584669254,22.148748883821497,21.694889371630552,21.27521377370539,22.97731508178765,30.563890366601015
