,P_coo,P_coo_1,P_coo_2,P_coo_3,P_coo_4,T_roo,T_roo_1,T_roo_2,T_roo_3,T_roo_4,T_set,h,T_oa
17408.0,145.38132835984752,142.06704754857907,141.53346918051506,138.9746752328801,105.63452997228396,17.504273947496188,17.2328254097568,17.120466625385973,17.088351181201347,17.17899697266148,30.408623372084094,8,16.758637833194655
17409.0,154.83635380032118,145.38132835984752,142.06704754857907,141.53346918051506,138.9746752328801,17.89543031785047,17.504273947496188,17.2328254097568,17.120466625385973,17.088351181201347,30.408623372084094,8,16.881129250188224
17410.0,166.15360576194053,154.83635380032118,145.38132835984752,142.06704754857907,141.53346918051506,18.277140048880028,17.89543031785047,17.504273947496188,17.2328254097568,17.120466625385973,30.408623372084094,8,17.002586608579634
17411.0,177.2149865767996,166.15360576194053,154.83635380032118,145.38132835984752,142.06704754857907,18.65839772277201,18.277140048880028,17.89543031785047,17.504273947496188,17.2328254097568,30.408623372084094,8,17.129090313608117
17412.0,187.81315921132895,177.2149865767996,166.15360576194053,154.83635380032118,145.38132835984752,19.042199251222883,18.65839772277201,18.277140048880028,17.89543031785047,17.504273947496188,30.408623372084094,9,17.266213478614134
17413.0,198.1130626815376,187.81315921132895,177.2149865767996,166.15360576194053,154.83635380032118,19.42928024104424,19.042199251222883,18.65839772277201,18.277140048880028,17.89543031785047,30.408623372084094,9,17.414331323188435
17414.0,208.26112280732912,198.1130626815376,187.81315921132895,177.2149865767996,166.15360576194053,19.82188911347407,19.42928024104424,19.042199251222883,18.65839772277201,18.277140048880028,30.408623372084094,9,17.56785766301755
17415.0,216.49394492810976,208.26112280732912,198.1130626815376,187.81315921132895,177.2149865767996,20.223567424165026,19.82188911347407,19.42928024104424,19.042199251222883,18.65839772277201,30.69704386730899,9,17.720554625841828
17416.0,223.33576357296,216.49394492810976,208.26112280732912,198.1130626815376,187.81315921132895,20.638059610462335,20.223567424165026,19.82188911347407,19.42928024104424,19.042199251222883,31.602949149525898,10,17.866218251134285
17417.0,231.81277864988047,223.33576357296,216.49394492810976,208.26112280732912,198.1130626815376,21.066614159946482,20.638059610462335,20.223567424165026,19.82188911347407,19.42928024104424,31.686374938488598,10,18.001172872955067
17418.0,240.9250752022069,231.81277864988047,223.33576357296,216.49394492810976,208.26112280732912,21.505328257706992,21.066614159946482,20.638059610462335,20.223567424165026,19.82188911347407,31.686374938488598,10,18.125850588989977
17419.0,250.2617763923175,240.9250752022069,231.81277864988047,223.33576357296,216.49394492810976,21.943567065983643,21.505328257706992,21.066614159946482,20.638059610462335,20.223567424165026,31.686374938488598,10,18.241365653067078
17420.0,258.838779528456,250.2617763923175,240.9250752022069,231.81277864988047,223.33576357296,22.368808840543124,21.943567065983643,21.505328257706992,21.066614159946482,20.638059610462335,31.686374938488598,11,18.332591278077643
17421.0,263.5983560558856,258.838779528456,250.2617763923175,240.9250752022069,231.81277864988047,22.771984707167235,22.368808840543124,21.943567065983643,21.505328257706992,21.066614159946482,31.686374938488598,11,18.34913876200926
17422.0,263.96968365367786,263.5983560558856,258.838779528456,250.2617763923175,240.9250752022069,23.149590221149765,22.771984707167235,22.368808840543124,21.943567065983643,21.505328257706992,31.686374938488598,11,18.319277234020092
17423.0,263.6922679893138,263.96968365367786,263.5983560558856,258.838779528456,250.2617763923175,23.50503749519055,23.149590221149765,22.771984707167235,22.368808840543124,21.943567065983643,31.686374938488598,11,18.29583649374365
17424.0,263.868207167619,263.6922679893138,263.96968365367786,263.5983560558856,258.838779528456,23.847588068925006,23.50503749519055,23.149590221149765,22.771984707167235,22.368808840543124,31.686374938488598,12,18.342063430911082
17425.0,265.1153529826858,263.868207167619,263.6922679893138,263.96968365367786,263.5983560558856,24.187243969423093,23.847588068925006,23.50503749519055,23.149590221149765,22.771984707167235,31.686374938488598,12,18.505082966669477
17426.0,267.630148208804,265.1153529826858,263.868207167619,263.6922679893138,263.96968365367786,24.507601187924195,24.187243969423093,23.847588068925006,23.50503749519055,23.149590221149765,29.463956627967434,12,18.712779413741828
17427.0,453.7196077040964,267.630148208804,265.1153529826858,263.868207167619,263.6922679893138,22.304088001479442,24.507601187924195,24.187243969423093,23.847588068925006,23.50503749519055,22.420399346594024,12,18.865302705532372
17428.0,531.7432029825492,453.7196077040964,267.630148208804,265.1153529826858,263.868207167619,21.77691446208854,22.304088001479442,24.507601187924195,24.187243969423093,23.847588068925006,21.777126451862898,13,18.852019713218226
17429.0,500.0608932237023,531.7432029825492,453.7196077040964,267.630148208804,265.1153529826858,21.776902824618844,21.77691446208854,22.304088001479442,24.507601187924195,24.187243969423093,21.777126451862898,13,18.605935200960857
17430.0,465.31639877903706,500.0608932237023,531.7432029825492,453.7196077040964,267.630148208804,21.776909825808275,21.776902824618844,21.77691446208854,22.304088001479442,24.507601187924195,21.777126451862898,13,18.243032427519097
17431.0,434.37045136556543,465.31639877903706,500.0608932237023,531.7432029825492,453.7196077040964,21.776932032296543,21.776909825808275,21.776902824618844,21.77691446208854,22.304088001479442,21.777126451862898,13,17.917880541569787
17432.0,413.6123380704033,434.37045136556543,465.31639877903706,500.0608932237023,531.7432029825492,21.77696558893024,21.776932032296543,21.776909825808275,21.776902824618844,21.77691446208854,21.777126451862898,14,17.768506745513037
