,P_coo,P_fan,P_hea,P_pum,P_tot,T_oa,T_roo,T_set
17457.0,25.522839947144877,0.1133956171081772,0.0,0.7267929330321758,26.36302849728523,289.25,292.86955017560206,293.1874962059593
17458.0,0.0,0.0,0.0,0.0,0.0,289.25,293.07217828084197,295.079955112693
17459.0,0.0,0.0,0.0,0.0,0.0,289.25002198551846,293.1351376410042,300.78140840036684
17460.0,0.0,0.0,0.0,0.0,0.0,289.30683935962537,293.12448443443225,301.2529767132955
17461.0,0.0,0.0,0.0,0.0,0.0,289.59060516616194,293.07899933867736,301.2529767132955
17462.0,0.0,0.0,0.0,0.0,0.0,289.9843417685401,293.02372914069747,301.2529767132955
17463.0,0.0,0.0,0.0,0.0,0.0,290.2817806168805,292.96637152311837,301.2529767132955
17464.0,0.0,0.0,0.0,0.0,0.0,290.3497828524532,292.9037122269103,301.2529767132955
17465.0,0.0,0.0,0.0,0.0,0.0,290.34999999999997,292.8338040943557,301.2529767132955
17466.0,0.0,0.0,0.0,0.0,0.0,290.34999999999997,292.7593696526286,301.2529767132955
17467.0,0.0,0.0,0.0,0.0,0.0,290.34999999999997,292.6828543390577,298.7670910839401
17468.0,529.4621800263727,191.15265787637227,0.0,4.818516683070038,725.433354585815,290.34999999999997,290.93648869821584,291.149430222411
17469.0,251.39821125847416,1.4294996647618468,0.0,5.60152564407184,258.4292365673079,290.34999999999997,290.50505994345764,290.5062342173382
17470.0,214.02480330235034,0.9419734247995905,0.0,5.60152564407184,220.56830237122182,290.34999999999997,290.5044276140885,290.5062342173382
17471.0,207.05878350148228,0.8739606953892678,0.0,5.60152564407184,213.53426984094347,290.34999999999997,290.47217408514535,290.5062342173382
17472.0,206.61324520130685,0.8739606953892678,0.0,5.60152564407184,213.08873154076792,290.34999999999997,290.3979898795735,290.5062342173382
17473.0,184.81717919261547,0.8739606953892678,0.0,5.60152564407184,191.2926655320766,290.34999999999997,290.3040490188478,290.5062342173382
17474.0,157.1179388829832,0.8739606953892678,0.0,5.60152564407184,163.5934252224443,290.34999999999997,290.20280056973354,290.5062342173382
17475.0,145.46203549501163,0.8739606953892678,0.0,5.60152564407184,151.93752183447273,290.34999999999997,290.1006351145017,290.5062342173382
17476.0,66.53766282369108,0.41306911719951817,0.0,2.6475072219771025,69.59823916286771,290.34999999999997,290.06482494636606,290.5062342173382
17477.0,0.0,0.0,0.0,0.0,0.0,290.34999999999997,290.2594505401686,290.5062342173382
17478.0,0.0,0.0,0.0,0.0,0.0,290.34999999999997,290.4065460417934,290.5062342173382
17479.0,418.13836745664906,350.04145027163406,0.0,3.074481339169539,771.2542990674527,290.34999999999997,289.7001272976423,289.4772812431214
17480.0,523.7035466576243,637.7551020408166,0.0,5.60152564407184,1167.0601743425132,290.34999999999997,287.9554136712713,286.27835193489517
17481.0,450.8572188053439,637.7551020408166,0.0,5.60152564407184,1094.2138464902323,290.34999999999997,287.46194171017885,285.9814425670324
17482.0,429.1277545162174,637.7551020408166,0.0,5.60152564407184,1072.484382201106,290.34999999999997,287.2858466258406,285.9814425670324
17483.0,415.343216269566,637.7551020408166,0.0,5.60152564407184,1058.6998439544545,290.34999999999997,287.1788360330586,285.9814425670324
17484.0,406.369543410962,637.7551020408166,0.0,5.60152564407184,1049.7261710958508,290.34999999999997,287.0958839961052,285.9814425670324
17485.0,400.2275443674167,637.7551020408166,0.0,5.60152564407184,1043.5841720523053,290.34999999999997,287.0267416919875,285.9814425670324
17486.0,234.8013256985464,377.9289493578495,0.0,3.319422603897308,616.0496976602932,290.34999999999997,287.0908036210134,287.12730313717924
17487.0,0.0,0.0,0.0,0.0,0.0,290.34999999999997,287.62609536505045,290.6064287470792
17488.0,0.0,0.0,0.0,0.0,0.0,290.34999999999997,288.01458957105,290.87794860656993
17489.0,0.0,0.0,0.0,0.0,0.0,290.34999999999997,288.27908409868604,290.87794860656993
17490.0,0.0,0.0,0.0,0.0,0.0,290.34999999999997,288.4757397609348,290.87794860656993
17491.0,0.0,0.0,0.0,0.0,0.0,290.35002608979823,288.63540813386965,290.87794860656993
17492.0,0.0,0.0,0.0,0.0,0.0,290.37653507199195,288.7772680982231,291.4675375758771
17493.0,0.0,0.0,0.0,0.0,0.0,290.5127239035475,288.91649375137297,293.2750565151713
17494.0,0.0,0.0,0.0,0.0,0.0,290.7121790402551,289.0658085778108,293.4281940950135
17495.0,0.0,0.0,0.0,0.0,0.0,290.8881935065006,289.2329513900068,293.4281940950135
17496.0,0.0,0.0,0.0,0.0,0.0,290.968047631199,289.4207501906245,293.4281940950135
17497.0,0.0,0.0,0.0,0.0,0.0,290.967473339572,289.6290356213773,293.4281940950135
17498.0,0.0,0.0,0.0,0.0,0.0,290.9393103891615,289.85801134153957,293.4281940950135
17499.0,4.754406009938388,0.038529450012033256,0.0,0.24694898000905982,5.039884439959481,290.9326023596463,290.10664413777073,293.4281940950135
