,T_oa,T_roo,mass_flow
20784,308.3833333,297.9374159,0.19782195
20785,308.8833333,296.043428,0.467223198
20786,309.3833333,294.4376346,0.64109597
20787,309.8833143,297.8716874,0.22613916
20788,310.3203176,296.6654374,0.470546015
20789,310.4754433,295.0258402,0.579554424
20790,310.3997665,294.6919072,0.594138643
20791,310.2333295,295.0771187,0.501911325
20792,310.1057423,297.6998177,0.208843798
20793,310.0232111,301.4102416,0.083027188
20794,309.8595157,298.6018292,0.36063195
20795,309.4738056,295.0600962,0.609725402
20796,308.7997709,295.2213611,0.474674952
20797,308.05,297.6084806,0.244645553
20798,307.3,294.7413612,0.629644932
20799,306.55,295.3951871,0.37994061
20800,305.8,297.4077205,0.180705012
20801,305.05,298.029467,0.179605197
20802,304.3,294.1064036,0.620278378
20803,303.5500373,292.8722479,0.662572233
20804,302.8302505,292.4837522,0.639801641
20805,302.2468094,293.6285219,0.327117788
20806,301.7801016,296.9962473,0.052404233
20807,301.3675121,298.9180973,0.036818398
20808,300.9898895,297.2467404,0.154169998
20809,300.7452539,293.1883339,0.528506288
20810,300.5672599,293.8072291,0.218131545
20811,300.3310329,294.2207736,0.175500375
20812,299.8867611,294.8722688,0.092393539
20813,299.1261174,295.205251,0.075177132
20814,298.2321179,295.0368381,0.075
20815,297.4547531,294.7696659,0.075
20816,296.9713494,294.4961246,0.075
20817,296.6466551,294.2328785,0.075
20818,296.4031981,293.9802151,0.075
20819,296.2254197,293.7373366,0.075
20820,296.1253398,293.5057063,0.075
20821,296.1637466,293.2932457,0.075
20822,296.2458102,293.1031148,0.075
20823,296.2308593,292.929746,0.075
20824,295.9871823,292.7582912,0.075
20825,295.5018956,292.5738982,0.075
20826,294.9126006,292.3756209,0.075
20827,294.3754319,292.1705476,0.075
20828,294.0010692,291.9687342,0.075
20829,293.7079556,291.7733249,0.075
20830,293.4565433,291.5821561,0.075
20831,293.2468799,291.3952151,0.075
20832,293.1064818,291.2143306,0.075
20833,293.1119424,291.04629,0.075
20834,293.1839475,290.893928,0.075
20835,293.1975617,290.7525418,0.075
20836,292.992939,290.6117513,0.075
20837,292.4364798,290.4546374,0.075
20838,291.7550804,290.2775271,0.075
20839,291.2608011,290.0944922,0.075
20840,291.1503469,289.9264361,0.075
20841,291.15,289.7766976,0.075
20842,291.15,289.6383953,0.075
20843,291.15,289.510827,0.075
20844,291.15,289.3933845,0.075
20845,291.15,289.2834548,0.075
20846,291.15,289.1795965,0.075
20847,291.15,289.0814748,0.075
20848,291.15,288.9895302,0.075
20849,291.15,288.9047966,0.075
20850,291.15,288.8262646,0.075
20851,291.15,288.7537745,0.075
20852,291.1537099,288.6914701,0.075
20853,291.2059737,288.6485003,0.075
20854,291.3956592,288.6399603,0.075
20855,291.8167779,288.687351,0.075
20856,292.5,288.6021753,0.124217034
20857,293.25,288.0666665,0.331577717
20858,294,288.2129507,0.236761265
20859,294.75,289.2737054,0.062672095
20860,295.5,289.2479854,0.264154626
20861,296.25,288.5109566,0.569024492
20862,297,288.4763446,0.570370711
20863,297.7499851,288.5867391,0.592600576
20864,298.4837079,289.8966851,0.206413718
20865,299.1486983,290.0669338,0.403664959
20866,299.7704601,290.1187591,0.425423822
20867,300.3988843,290.492815,0.416648198
20868,301.0723555,290.6983182,0.462661486
20869,301.7728609,293.1715678,0.126274629
20870,302.4800614,295.9197693,0.032551128
20871,303.1814265,292.647418,0.541479071
20872,303.8630802,293.692734,0.234986607
20873,304.5165865,295.3642408,0.187708839
20874,305.1559207,294.3557664,0.359659154
20875,305.799844,296.0269898,0.173702199
20876,306.4756337,293.8606726,0.594177347
20877,307.2168666,293.1417946,0.640704349
20878,307.9935317,296.616154,0.220771687
20879,308.7587486,295.6713765,0.468884666
20880,309.461485,296.3199328,0.31955865
20881,310.0577573,298.8222863,0.162293268
20882,310.5518141,301.272847,0.111497134
20883,310.9595357,301.3748202,0.169623563
20884,311.2899614,296.2056998,0.612092244
20885,311.5079627,298.9563514,0.175481766
20886,311.5508425,301.6878822,0.111324973
20887,311.3563184,303.8038054,0.04889741
20888,310.9166421,303.9832731,0.089942607
20889,310.4166667,302.1909187,0.178590653
20890,309.9166667,301.1207441,0.213312549
20891,309.4166667,296.3645713,0.643946413
20892,308.9166667,301.3074832,0.141149684
20893,308.4166667,298.5138761,0.405210058
20894,307.9166667,297.3534765,0.33073292
20895,307.4166802,299.6668559,0.166126053
20896,306.9600956,297.5959712,0.379925442
20897,306.6840148,297.9336531,0.22758968
20898,306.5139541,298.5675537,0.197333563
20899,306.3094893,294.7110681,0.590567792
20900,305.9611609,295.8570343,0.268127816
20901,305.5085981,294.3470095,0.511934401
20902,304.9966855,293.1452199,0.596223993
20903,304.4487389,294.0233061,0.374941834
20904,303.8450108,293.6616795,0.376268026
20905,303.0716796,292.3086179,0.531456307
20906,302.2266522,292.0585074,0.45639782
20907,301.4738564,291.536291,0.493819269
20908,301.00696,292.8606482,0.161578903
20909,300.9681096,294.1048942,0.086960606
20910,301.1393085,294.4588738,0.075
20911,301.2206818,294.4209904,0.075
20912,300.9685346,294.3328488,0.075
20913,300.4623673,294.2149771,0.075
20914,299.8759535,294.0738063,0.075
20915,299.3594627,293.9188557,0.075
20916,299.076728,293.7643504,0.075
20917,299.1068219,293.6270074,0.075
20918,299.2532457,293.5103317,0.075
20919,299.2630245,293.4044813,0.075
20920,298.8975495,293.2913412,0.075
20921,298.135632,293.1512398,0.075
20922,297.2236326,292.9814279,0.075
20923,296.4428472,292.7924648,0.075
20924,295.9822099,292.6031656,0.075
20925,295.656167,292.4207352,0.075
20926,295.3947108,292.2432458,0.075
20927,295.2135272,292.0729549,0.075
20928,295.1388643,291.9134077,0.075
20929,295.1873446,291.7692447,0.075
20930,295.260763,291.640158,0.075
20931,295.2340503,291.5203541,0.075
20932,295.0332651,291.4009372,0.075
20933,294.7833333,291.2791151,0.075
20934,294.5333333,291.1569571,0.075
20935,294.2833333,291.0337439,0.075
20936,294.0333333,290.9091104,0.075
20937,293.7833333,290.7838192,0.075
20938,293.5333333,290.6582967,0.075
20939,293.2833698,290.5326486,0.075
20940,293.0608606,290.4075778,0.075
20941,292.9661028,290.2888623,0.075
20942,292.9899799,290.1818623,0.075
20943,293.0857593,290.0876469,0.075
20944,293.231391,290.0058478,0.075
20945,293.474012,289.9393697,0.075
20946,293.7686803,289.8900451,0.075
20947,294.0372968,289.8554236,0.075
20948,294.1721606,289.8326513,0.075
20949,294.0753525,289.8170816,0.075
20950,293.9286159,289.8158118,0.075
20951,293.9815174,289.8465648,0.077062184
20952,294.3835641,288.7811826,0.360770536
20953,294.8833333,288.194638,0.501414903
20954,295.3833333,288.0563459,0.553510486
20955,295.8833333,289.0048219,0.164822817
20956,296.3753598,288.6315972,0.565565752
20957,296.8410565,288.4199609,0.678804369
20958,297.3130246,289.2966121,0.309415345
20959,297.8380985,289.5183537,0.377510211
20960,298.4594714,289.5641789,0.454141795
20961,299.179194,290.7290421,0.217490312
20962,299.95514,290.2211938,0.54502658
20963,300.7404702,290.8909658,0.33840669
20964,301.5,291.5401053,0.344152697
20965,302.25,290.860309,0.614562757
20966,303,291.0845797,0.554188428
20967,303.75,292.2579033,0.357189034
20968,304.5,295.0187191,0.093207172
20969,305.25,298.3934336,0.042720234
20970,306,296.0533633,0.351264225
20971,306.75,293.8623443,0.491293914
20972,307.5,294.7753425,0.354836332
20973,308.25,296.6651499,0.242995752
20974,309,295.6018071,0.445422043
20975,309.7498426,295.3924848,0.428723005
20976,310.3856468,296.7889909,0.295782127
20977,310.5326104,296.6705692,0.378366938
20978,310.3488051,294.9137534,0.624037543
20979,310.1618163,298.1953836,0.241903643
20980,310.2502069,299.1821052,0.242681511
20981,310.5726412,298.4576699,0.303297747
20982,310.9327077,298.0137675,0.356095285
20983,311.1429708,296.8138175,0.477194482
20984,311.022185,297.6903443,0.346500414
20985,310.5446297,296.1568061,0.548331923
20986,309.9106257,300.0968253,0.143308465
20987,309.354585,298.0371115,0.421281727
20988,309.0335058,300.1333128,0.132578107
20989,308.7833333,301.9472169,0.103770689
20990,308.5333333,301.0267227,0.164608148
20991,308.2833333,301.9267566,0.094285455
20992,308.0333333,296.9575822,0.500525323
20993,307.7833333,297.286912,0.280467006
20994,307.5333333,295.0275819,0.562402174
20995,307.2833333,296.2955427,0.275640979
20996,307.0030558,294.5596703,0.52288688
20997,306.5864589,293.3857446,0.590401579
20998,306.0532679,294.0454115,0.415896175
20999,305.4658644,293.7694099,0.428309035
21000,304.8381846,292.4518312,0.578700985
21001,304.0598515,292.076817,0.520023091
21002,303.2191425,292.1528052,0.415552409
21003,302.4723191,292.9345633,0.231493191
21004,301.9681207,293.9441624,0.109478269
21005,301.7262836,294.674182,0.07776109
21006,301.5842901,294.8149394,0.075
21007,301.3547179,294.7238762,0.075
21008,300.9165325,294.5915024,0.075
21009,300.4166667,294.4408716,0.075
21010,299.9166667,294.2807789,0.075
21011,299.4166547,294.1135646,0.075
21012,298.9087238,293.9400489,0.075
21013,298.3743964,293.7593394,0.075
21014,297.8463529,293.5719869,0.075
21015,297.371423,293.3811676,0.075
21016,296.9928259,293.1914965,0.075
21017,296.712499,293.0072801,0.075
21018,296.488482,292.8298667,0.075
21019,296.2738398,292.6582164,0.075
21020,296.0333012,292.4899524,0.075
21021,295.7833333,292.3239437,0.075
21022,295.5333333,292.1604284,0.075
21023,295.2833333,291.9992799,0.075
21024,295.0333333,291.8403245,0.075
21025,294.7833333,291.6832801,0.075
21026,294.5333333,291.5278463,0.075
21027,294.2833333,291.3738183,0.075
21028,294.0333333,291.2211894,0.075
21029,293.7833333,291.0699882,0.075
21030,293.5333333,290.9201819,0.075
21031,293.2833333,290.7718006,0.075
21032,293.1257696,290.6272805,0.075
21033,293.3461631,290.5047417,0.075
21034,293.7747518,290.415001,0.075
21035,294.0991005,290.3477096,0.075
21036,294.0220741,290.2796593,0.075
21037,293.4941334,290.1864592,0.075
21038,292.8024408,290.0652554,0.075
21039,292.2789281,289.9317435,0.075
21040,292.1445044,289.8097529,0.075
21041,292.1743934,289.7067012,0.075
21042,292.2850347,289.6181609,0.075
21043,292.4960657,289.5468338,0.075
21044,292.8048947,289.4999892,0.075
21045,293.1411759,289.484926,0.075
21046,293.5014388,289.50872,0.075
21047,293.9091359,289.5624815,0.087983996
21048,294.3783758,288.620977,0.370997468
21049,294.8809245,288.9662406,0.158774659
21050,295.3914831,289.8388256,0.066387924
21051,295.8918027,288.5460956,0.558969771
21052,296.3659209,289.0564818,0.231202847
21053,296.8158296,290.779276,0.0444323
21054,297.256726,291.2490358,0.215940286
21055,297.7044497,289.925904,0.41297338
21056,298.1770891,289.2752043,0.677483126
21057,298.6920055,289.4059658,0.642245588
21058,299.245827,290.6628849,0.311979507
21059,299.8299104,291.3876685,0.30066154
21060,300.4607598,292.4563637,0.20994186
21061,301.206624,292.1658783,0.38744118
21062,302.0112269,291.1551151,0.613599116
21063,302.7793868,293.0922436,0.216913663
21064,303.4442721,295.1052864,0.147676798
21065,304.0465767,297.6093813,0.045647519
21066,304.5737873,298.0726247,0.121885153
21067,304.9843776,299.8900686,0.042110069
21068,305.2666533,294.8725879,0.619794631
21069,305.5166667,293.4870203,0.652060429
21070,305.7666667,294.0639868,0.557352567
21071,306.0166667,293.6623913,0.651402595
21072,306.2666667,293.4728355,0.666788591
21073,306.5166667,293.3935704,0.673997793
21074,306.7666667,293.5322224,0.639523964
21075,307.0166413,293.9863677,0.559796436
21076,307.185107,294.6067545,0.474968797
21077,307.0101496,298.9392913,0.115987837
21078,306.6189825,298.6026011,0.271912248
21079,306.2611604,295.3190965,0.539245728
21080,306.1310098,294.7397611,0.529051911
21081,306.1450729,294.2872688,0.573912897
21082,306.1904307,293.8428809,0.605135503
21083,306.1888979,297.628839,0.173348586
21084,306.0897309,297.0906414,0.310028678
21085,305.9386874,297.0895647,0.239859105
21086,305.718814,297.5863142,0.209322742
21087,305.3833797,297.0328946,0.255026789
21088,304.9165629,297.3684987,0.202697487
21089,304.4166667,294.4360722,0.527510473
21090,303.9166667,293.3866787,0.530368535
21091,303.4166667,293.9739137,0.378470795
21092,302.9166667,294.6205201,0.30030272
21093,302.4166667,294.7509314,0.278481896
21094,301.9166667,294.2147343,0.311706709
21095,301.4166667,295.3450531,0.148015184
21096,300.9166667,295.7834496,0.139182327
21097,300.4166667,295.2994123,0.155028757
21098,299.9166667,293.9880997,0.24353707
21099,299.4166667,292.7370926,0.332202867
21100,298.9086931,293.8326239,0.119753414
21101,298.3743899,294.5909569,0.075453935
21102,297.846358,294.5389758,0.075
21103,297.3714319,294.3250727,0.075
21104,296.9928047,294.096528,0.075
21105,296.7125273,293.8709761,0.075
21106,296.4884734,293.6507772,0.075
21107,296.2738036,293.4358917,0.075
21108,296.0333333,293.2249505,0.075
21109,295.7833333,293.0171283,0.075
21110,295.5333333,292.8124688,0.075
21111,295.2833192,292.6110214,0.075
21112,294.9883149,292.4122182,0.075
21113,294.5075314,292.2084548,0.075
21114,293.9219787,291.9953804,0.075
21115,293.3815639,291.7778098,0.075
21116,293.1035684,291.5672775,0.075
21117,293.345926,291.3879397,0.075
21118,293.8327038,291.2494602,0.075
21119,294.151797,291.1376159,0.075
21120,293.9143221,291.0217442,0.075
21121,293.0796321,290.8706387,0.075
21122,292.0575299,290.6823381,0.075
21123,291.3163825,290.4793966,0.075
21124,291.150547,290.2942202,0.075
21125,291.15,290.1324627,0.075
21126,291.15,289.9830044,0.075
21127,291.15,289.8433462,0.075
21128,291.15,289.7126436,0.075
21129,291.15,289.5900166,0.075
21130,291.15,289.4747246,0.075
21131,291.1499546,289.3661469,0.075
21132,291.0984752,289.2626745,0.075
21133,290.8404525,289.1541209,0.075
21134,290.4824434,289.0352453,0.075
21135,290.211784,288.9135804,0.075
21136,290.1500872,288.801634,0.075
21137,290.15,288.7018223,0.075
21138,290.15,288.6096514,0.075
21139,290.15,288.5240343,0.075
21140,290.15,288.4467327,0.075
21141,290.15,288.383383,0.075
21142,290.15,288.3427182,0.075
21143,290.15,288.3355856,0.075
21144,290.1696064,287.426605,0.541040417
21145,290.2905376,287.1145119,0.616113859
21146,290.5362816,287.4296369,0.325772142
21147,290.9072186,287.5558303,0.392562503
21148,291.4294418,287.7957523,0.368908369
21149,292.1647711,288.2087245,0.290544062
21150,293.0040661,288.28655,0.412949396
21151,293.7912136,288.9297751,0.19310221
21152,294.3944294,289.7016262,0.20027077
21153,294.8459901,289.2267626,0.531804213
21154,295.2725702,288.9553482,0.673502921
21155,295.7991952,289.1233894,0.675849639
21156,296.5001517,290.8882111,0.187152026
21157,297.25,292.4770094,0.139663377
21158,298,294.2410055,0.054558496
21159,298.75,294.0058571,0.188250137
21160,299.5,295.7932215,0.046530168
21161,300.25,297.3339823,0.071720765
21162,301,296.8432794,0.170897469
21163,301.7500218,296.0320616,0.261375049
21164,302.5159185,294.6357824,0.445851717
21165,303.3345485,293.3312249,0.657853875
21166,304.1405924,295.5726722,0.310708579
21167,304.8405421,294.3907709,0.586000334
21168,305.3476426,295.9725119,0.31675585
21169,305.6583356,295.3251716,0.483637397
21170,305.8563694,298.1011275,0.180932875
21171,306.0356685,300.5368645,0.112136276
21172,306.2666956,299.9531403,0.197744294
21173,306.5166667,302.548168,0.052383217
21174,306.7666667,300.74347,0.241913423
21175,307.0166667,298.4331393,0.36087935
21176,307.2390459,300.2931443,0.198436377
21177,307.3338823,298.6125117,0.370504998
21178,307.3100418,297.1235775,0.427036006
21179,307.2142668,295.4720966,0.582596501
21180,307.0898201,295.5817289,0.479605262
21181,306.9386682,298.9513902,0.164173633
21182,306.7188601,297.301167,0.386523804
21183,306.3832663,294.1962775,0.61408095
21184,305.9166221,295.1204049,0.350760193
21185,305.4166667,295.1143826,0.398072267
21186,304.9166667,293.4592727,0.609767098
21187,304.4166667,295.6481981,0.215077713
21188,303.9166667,298.5603438,0.046553651
21189,303.4166667,298.4542567,0.122595395
21190,302.9166667,298.1769013,0.109174457
21191,302.4166062,298.7943817,0.089589622
21192,301.8732537,294.9823869,0.408515995
21193,301.1493566,292.5457729,0.54906083
21194,300.3193925,292.4236961,0.428582516
21195,299.5237488,295.1364831,0.077349442
21196,298.868278,296.1834942,0.061546548
21197,298.3035627,295.5653362,0.073087523
21198,297.8015179,295.1826026,0.075
21199,297.3619218,294.8932166,0.075
21200,297.0087301,294.6161779,0.075
21201,296.7970447,294.3538938,0.075
21202,296.6290752,294.1091495,0.075
21203,296.364409,293.8749529,0.075
21204,295.9165431,293.6399245,0.075
21205,295.4166667,293.4003321,0.075
21206,294.9166667,293.1590463,0.075
21207,294.4166667,292.9178766,0.075
21208,293.9086931,292.6761248,0.075
21209,293.3743899,292.4311972,0.075
21210,292.846358,292.1830239,0.075
21211,292.3714319,291.9337359,0.075
21212,291.9928047,291.6862595,0.075
21213,291.7125273,291.4447963,0.075
21214,291.4884734,291.2115467,0.075
21215,291.2738036,290.986229,0.075
21216,291.0333333,290.7669745,0.075
21217,290.7833333,290.552867,0.075
21218,290.5333333,290.3437008,0.075
21219,290.2833469,290.1384499,0.075
21220,290.0767623,289.9382267,0.075
21221,290.0506815,289.7517261,0.075
21222,290.1306207,289.5840095,0.075
21223,290.1761441,289.4307547,0.075
21224,290.0659205,289.2828177,0.075
21225,289.8118592,289.1329998,0.075
21226,289.5078535,288.9804884,0.075
21227,289.2476183,288.8282813,0.075
21228,289.1015559,288.6823901,0.075
21229,289.0369163,288.5464876,0.075
21230,289.0348331,288.421273,0.075
21231,289.095267,288.3080523,0.075
21232,289.2340742,288.2085436,0.075
21233,289.4881019,288.1265234,0.075
21234,289.7921128,288.0621799,0.075
21235,290.0524354,288.011751,0.075
21236,290.1824983,287.9710198,0.075
21237,290.1785629,287.9390471,0.075
21238,290.1245543,287.9243351,0.075
21239,290.1142185,287.9369975,0.07869061
21240,290.2182367,287.1753273,0.556591287
21241,290.4035573,287.121772,0.408296106
21242,290.6515189,287.1145064,0.555379953
21243,290.9618901,287.0897979,0.685076762
21244,291.3268702,287.7430556,0.255245603
21245,291.7279589,288.2226033,0.2396951
21246,292.197863,288.0968444,0.438355331
21247,292.7833465,288.1426459,0.45982844
21248,293.5000138,288.8383475,0.326157932
21249,294.25,289.1081498,0.420434681
21250,295,288.8054659,0.685298593
21251,295.75,288.9440382,0.700707245
21252,296.5,291.0574671,0.209294806
21253,297.25,291.4102144,0.333163
21254,298,291.9332633,0.229106374
21255,298.75,291.9496324,0.358732824
21256,299.5,293.2277836,0.190173241
21257,300.25,293.1106256,0.342992027
21258,301,293.473809,0.314739675
21259,301.7500159,294.2223236,0.293334774
21260,302.5158761,294.079143,0.385580519
21261,303.3345408,293.0996389,0.569181172
21262,304.1406649,295.8129294,0.189166491
21263,304.8404314,295.7338043,0.334948399
21264,305.3477327,297.7882644,0.150102587
21265,305.6582936,298.162879,0.231052128
21266,305.856373,296.1834022,0.443323173
21267,306.0356866,294.3794288,0.637641311
21268,306.2746825,295.9147695,0.370915458
21269,306.5589363,295.3664533,0.495148282
21270,306.8369641,294.8917396,0.50897644
21271,307.0619398,296.3183504,0.317802502
21272,307.1904897,295.7504235,0.466590124
21273,307.2208372,294.1562123,0.668379514
21274,307.1948505,297.4503505,0.196980611
21275,307.1595119,299.5695893,0.134363316
21276,307.1659575,298.3996926,0.264916572
21277,307.2345497,295.104557,0.588277525
21278,307.2905927,293.9420044,0.590554418
21279,307.2405512,296.1684342,0.234233114
21280,306.9976699,295.2743301,0.409245553
21281,306.5583083,293.9340635,0.525078409
21282,306.0063725,295.4808411,0.284586786
21283,305.4357011,293.4100537,0.624123793
21284,304.9246461,292.6950448,0.611504111
21285,304.4589369,292.6506863,0.551738961
21286,303.9869886,292.1856404,0.601178369
21287,303.461874,292.2170549,0.515672064
21288,302.8405735,291.2540538,0.669477712
21289,302.1207942,291.605746,0.438156333
21290,301.3448583,291.2307747,0.496943983
21291,300.5595296,290.3175502,0.617297001
21292,299.8000142,291.2042914,0.232591582
21293,299.05,292.6227322,0.087687426
21294,298.3,293.1279625,0.075
21295,297.5500214,293.0434635,0.075
21296,296.8248541,292.8811074,0.075
21297,296.2187136,292.6992708,0.075
21298,295.7331848,292.5123568,0.075
21299,295.3374136,292.3253084,0.075
21300,295.0599164,292.1417911,0.075
21301,295.0577819,291.9745287,0.075
21302,295.1911088,291.8305985,0.075
21303,295.2280472,291.7016032,0.075
21304,294.9621333,291.5695186,0.075
21305,294.4112881,291.4184892,0.075
21306,293.7826623,291.2487689,0.075
21307,293.297055,291.0715779,0.075
21308,293.0919177,290.9028592,0.075
21309,292.9666667,290.7456941,0.075
21310,292.8416667,290.5947038,0.075
21311,292.7166667,290.4485973,0.075
21312,292.5916667,290.3069584,0.075
21313,292.4666667,290.1693579,0.075
21314,292.3416667,290.0355192,0.075
21315,292.2166667,289.9053109,0.075
21316,292.0658906,289.7782575,0.075
21317,291.8118773,289.6495574,0.075
21318,291.5078775,289.5164561,0.075
21319,291.2476157,289.3823161,0.075
21320,291.1174463,289.2537024,0.075
21321,291.1214642,289.1365208,0.075
21322,291.1754619,289.0309785,0.075
21323,291.1856776,288.9330392,0.075
21324,291.0916667,288.836514,0.075
21325,290.9666667,288.7400897,0.075
21326,290.8416667,288.6458298,0.075
21327,290.7166667,288.5540903,0.075
21328,290.5916667,288.464787,0.075
21329,290.4666667,288.3778154,0.075
21330,290.3416667,288.2930651,0.075
21331,290.2166555,288.2109336,0.075
21332,290.0821696,288.1338168,0.075
21333,289.9342767,288.0663667,0.075
21334,289.8640076,288.0204562,0.075
21335,289.9854082,288.0000566,0.095703006
21336,290.371791,287.260102,0.546968533
21337,290.9183917,287.4785152,0.223501855
21338,291.5443795,287.9504083,0.134048245
21339,292.201436,287.4707424,0.541756034
21340,292.8446333,287.4830936,0.654637479
21341,293.46547,287.7539258,0.566230623
21342,294.0945324,288.0187363,0.472077592
21343,294.7665545,288.4961823,0.323897154
21344,295.5000504,289.8231656,0.157236414
21345,296.25,289.7426502,0.463608444
21346,297,290.0349277,0.305622998
21347,297.75,290.361086,0.379092189
21348,298.5,291.0155525,0.293348764
21349,299.25,292.2079444,0.192929032
21350,300,291.8966728,0.388328862
21351,300.75,291.9235121,0.409731445
21352,301.5,294.6818773,0.116269155
21353,302.25,297.727812,0.027880882
21354,303,293.5353214,0.59685203
21355,303.75,293.4789509,0.432200511
21356,304.4723792,293.6845745,0.472066651
21357,305.0672156,294.4909764,0.384645653
21358,305.5433752,293.6991058,0.564388193
21359,305.9476002,297.430837,0.132937347
21360,306.3231535,298.5212136,0.198570407
21361,306.6720016,294.9838577,0.611401863
21362,306.9521935,293.9469986,0.680809561
21363,307.1165996,297.7367255,0.194735109
21364,307.1499555,301.6208404,0.057513187
21365,307.15,301.2322938,0.169736781
21366,307.15,301.1685829,0.160168078
21367,307.15,296.6392667,0.571107263
21368,307.15,296.9395919,0.379624736
21369,307.15,296.7323445,0.438131387
21370,307.15,294.8749635,0.660416264
21371,307.1499755,295.5818106,0.458672121
21372,307.1304156,295.1149481,0.514526987
21373,307.0095008,294.0581497,0.606987836
21374,306.7636672,295.5463849,0.323747634
21375,306.3928828,294.6893524,0.463487329
21376,305.9165965,294.8180316,0.376386074
21377,305.4166667,298.1183707,0.1142716
21378,304.9166667,295.696103,0.429102685
21379,304.4166667,293.1251577,0.661068882
21380,303.9166667,294.1149211,0.358140872
21381,303.4166667,293.6476818,0.435249158
21382,302.9166667,292.0574125,0.655420226
21383,302.4166287,293.7379054,0.224502738
21384,301.8731084,296.002651,0.085738622
21385,301.1493941,293.9212505,0.336598135
21386,300.3194064,294.5049755,0.132272986
21387,299.5237263,292.1243639,0.520960823
21388,298.8602469,292.9855787,0.158581674
21389,298.2612923,294.0686774,0.07594903
21390,297.7311964,294.139034,0.075
21391,297.3166799,293.9545262,0.075
21392,297.0333472,293.7504843,0.075
21393,296.7833333,293.5488409,0.075
21394,296.5333333,293.3492714,0.075
21395,296.2833333,293.1513547,0.075
21396,296.0333333,292.9558871,0.075
21397,295.7833333,292.7641073,0.075
21398,295.5333333,292.5768504,0.075
21399,295.2833171,292.394239,0.075
21400,294.981957,292.2142988,0.075
21401,294.4737164,292.0261329,0.075
21402,293.8657099,291.8240105,0.075
21403,293.34533,291.6147839,0.075
21404,293.0847817,291.411996,0.075
21405,293.0929482,291.2283906,0.075
21406,293.2009596,291.0654329,0.075
21407,293.2214546,290.9157486,0.075
21408,293.0331392,290.7667397,0.075
21409,292.7833333,290.6150458,0.075
21410,292.5333333,290.4643192,0.075
21411,292.2833333,290.3151661,0.075
21412,292.0333333,290.1675087,0.075
21413,291.7833333,290.0212188,0.075
21414,291.5333333,289.8762353,0.075
21415,291.283466,289.7325235,0.075
21416,291.1362838,289.5926736,0.075
21417,291.402415,289.4768819,0.075
21418,291.8684495,289.3965417,0.075
21419,292.159824,289.337041,0.075
21420,292.0330373,289.2712966,0.075
21421,291.7833333,289.1914372,0.075
21422,291.5333333,289.1062448,0.075
21423,291.2833333,289.018333,0.075
21424,291.0173863,288.9275091,0.075
21425,290.6987797,288.8311161,0.075
21426,290.3927159,288.7297308,0.075
21427,290.1928637,288.6300074,0.075
21428,290.1856095,288.5440116,0.075
21429,290.3750546,288.4850869,0.075
21430,290.6769467,288.4615701,0.075
21431,290.9976072,288.4806872,0.075
21432,291.25871,287.994385,0.244203488
21433,291.4743963,287.6540498,0.35019119
21434,291.6963324,287.6842313,0.343846891
21435,291.9714704,288.0300984,0.251811552
21436,292.3427701,287.899701,0.546021022
21437,292.8125397,288.3103079,0.305993939
21438,293.3384757,288.2736162,0.539449354
21439,293.873809,289.295164,0.15235417
21440,294.3833114,289.5012153,0.45341916
21441,294.8833333,290.45741,0.165080674
21442,295.3833333,290.1384643,0.556242732
21443,295.8834782,289.3745892,0.666408653
21444,296.4860451,290.7151362,0.280540094
21445,297.502494,290.7602052,0.473580125
21446,298.7185092,290.4717147,0.628896571
21447,299.7597409,292.4856811,0.26140148
21448,300.3829238,293.2707349,0.272408294
21449,300.8833333,291.7526112,0.635396332
21450,301.3833333,292.0873856,0.52455363
21451,301.8833333,293.3032228,0.36025288
21452,302.3833333,293.9449764,0.385212133
21453,302.8833333,293.0716376,0.625100784
21454,303.3833333,296.839804,0.154688149
21455,303.8832991,295.6147716,0.452921474
21456,304.3437584,295.0374359,0.414619355
21457,304.6371982,295.8511583,0.344619919
21458,304.8212213,297.0928937,0.265644081
21459,305.0130307,298.8998722,0.167064399
21460,305.3704219,297.0644894,0.389918201
21461,306.0307629,296.614911,0.387872587
21462,306.7379061,295.8107991,0.492188227
21463,307.1404663,294.9716151,0.581597178
21464,307.0332712,300.056287,0.124793234
21465,306.7833333,298.749809,0.326429907
21466,306.5333333,296.0772344,0.46873217
21467,306.2833333,296.704939,0.334044764
21468,306.04129,294.4670072,0.635827889
21469,305.8256037,294.132871,0.562410873
21470,305.6036676,293.8196687,0.578826334
21471,305.3285296,293.6198028,0.540436197
21472,304.9572299,293.9994879,0.42975961
21473,304.4874603,292.8965131,0.635760227
21474,303.9615243,292.5323054,0.629487933
21475,303.426191,293.4933663,0.383454454
21476,302.9166886,293.5860628,0.366551054
21477,302.4166667,292.0404394,0.633961489
21478,301.9166667,293.0477109,0.308564552
21479,301.4166667,295.9042278,0.080810253
21480,300.9166667,293.4642981,0.414809407
21481,300.4166667,292.5087629,0.34250794
21482,299.9166667,291.583924,0.472573988
21483,299.4166667,291.8661562,0.29639478
21484,298.9166667,292.9645156,0.11230618
21485,298.4166667,293.5963749,0.080111976
21486,297.9166667,293.651217,0.075
21487,297.4166667,293.5004792,0.075
21488,296.9166667,293.321237,0.075
21489,296.4166667,293.1325183,0.075
21490,295.9166667,292.9385878,0.075
21491,295.4166823,292.7405782,0.075
21492,294.9363253,292.5384837,0.075
